TimeStamp (UTC)," ""Latitude"""," ""Longitude"""," ""Altitude (Meter ASL)"""," ""Drone Yaw""",CO2 (ppm),Wind Direction,,Wind Speed
UTC 221221 115405 5 9 ,53.32876968,5.932710171,9.53,164.2,486,228°,,  5.88 m/s
UTC 221221 115410 5 9 ,53.32878494,5.932702541,9.51,163.2,506,228°,,  5.29 m/s
UTC 221221 115425 5 9 ,53.32835007,5.932909489,9.15,163.02,491,239°,,  4.55 m/s
UTC 221221 115430 5 9 ,53.32813263,5.933013439,8.97,163.49,466,234°,,  5.24 m/s
UTC 221221 115435 5 9 ,53.32804489,5.933102608,8.83,37.85,483,243°,,  4.91 m/s
UTC 221221 115450 5 9 ,53.3286171,5.932827473,9.42,342.85,502,228°,,  4.65 m/s
UTC 221221 115455 5 9 ,53.32883072,5.932723045,9.61,342.78,497,234°,,  5.10 m/s
UTC 221221 115500 5 9 ,53.3289032,5.932737351,9.77,151.11,497,225°,,  5.22 m/s
UTC 221221 115515 5 9 ,53.32873535,5.932818413,9.55,162.98,506,231°,,  5.36 m/s
UTC 221221 115520 5 9 ,53.32857132,5.932896137,9.47,164.23,497,237°,,  5.80 m/s
UTC 221221 115525 5 9 ,53.3285408,5.932913303,9.45,163.12,520,230°,,  4.22 m/s
UTC 221221 115540 5 9 ,53.32830429,5.933025837,9.21,164.01,495,237°,,  6.87 m/s
UTC 221221 115545 5 9 ,53.32830429,5.933026791,9.2,163.64,495,232°,,  4.92 m/s
UTC 221221 115605 5 9 ,53.32815933,5.933143139,9.02,342.79,480,231°,,  5.53 m/s
UTC 221221 115610 5 9 ,53.32838058,5.933035851,9.29,342.77,497,239°,,  5.83 m/s
UTC 221221 115625 5 9 ,53.32892609,5.932806969,9.89,93.64,517,222°,,  7.63 m/s
UTC 221221 115630 5 9 ,53.32884216,5.93286562,9.83,163.89,517,229°,,  5.80 m/s
UTC 221221 115635 5 9 ,53.32884979,5.932864666,9.9,332.47,506,231°,,  7.12 m/s
UTC 221221 115650 5 9 ,53.32851791,5.933015347,9.46,163.04,491,247°,,  5.33 m/s
UTC 221221 115655 5 9 ,53.32830048,5.933121204,9.23,163.23,476,232°,,  5.45 m/s
UTC 221221 115700 5 9 ,53.32808685,5.933225155,9.07,165.32,473,233°,,  5.41 m/s
UTC 221221 115715 5 9 ,53.32849884,5.933074474,9.46,342.75,524,224°,,  7.44 m/s
UTC 221221 115720 5 9 ,53.32871628,5.932967186,9.68,342.67,506,229°,,  4.66 m/s
UTC 221221 115725 5 9 ,53.32892227,5.932866573,9.88,342.35,508,227°,,  6.10 m/s
UTC 221221 115740 5 9 ,53.32881927,5.932971001,9.83,163.56,530,244°,,  6.30 m/s
UTC 221221 115745 5 9 ,53.32880783,5.932971001,9.76,163.17,524,231°,,  4.87 m/s
UTC 221221 115750 5 9 ,53.32868576,5.933028698,9.73,164.34,506,231°,,  5.31 m/s
UTC 221221 115805 5 9 ,53.32856369,5.933087349,9.54,166.78,491,232°,,  5.17 m/s
UTC 221221 115810 5 9 ,53.32855606,5.933089733,9.61,163.56,497,229°,,  5.62 m/s
UTC 221221 115815 5 9 ,53.32856369,5.933089256,9.53,163.06,506,228°,,  7.13 m/s
UTC 221221 115830 5 9 ,53.32807922,5.933357716,9.07,64.37,486,235°,,  5.26 m/s
UTC 221221 115835 5 9 ,53.32820892,5.933304787,9.21,343.11,506,238°,,  4.96 m/s
UTC 221221 115839 5 9 ,53.32838058,5.933220863,9.38,343.01,520,240°,,  5.83 m/s
UTC 221221 115855 5 9 ,53.32895279,5.932991028,9.91,122.38,530,232°,,  7.15 m/s
UTC 221221 115900 5 9 ,53.32880402,5.933069706,9.81,163.11,502,230°,,  5.52 m/s
UTC 221221 115905 5 9 ,53.32875061,5.933096886,9.76,163.04,506,226°,,  6.73 m/s
UTC 221221 115920 5 9 ,53.32854462,5.933190346,9.57,163.03,486,228°,,  5.29 m/s
UTC 221221 115925 5 9 ,53.32832718,5.933297157,9.36,162.44,483,228°,,  5.42 m/s
UTC 221221 115945 5 9 ,53.32853317,5.933243275,9.57,342.7,520,233°,,  4.70 m/s
UTC 221221 115950 5 9 ,53.32875061,5.933138847,9.74,342.53,542,232°,,  7.19 m/s
UTC 221221 120005 5 9 ,53.32870865,5.933206081,9.78,163.66,502,254°,,  5.08 m/s
UTC 221221 120008 5 9 ,53.32844925,5.933329105,9.58,163.94,502,230°,,  5.91 m/s
UTC 221221 120015 5 9 ,53.32827759,5.933414459,9.42,162.79,491,234°,,  4.94 m/s
UTC 221221 120030 5 9 ,53.32839584,5.933403969,9.56,342.86,506,222°,,  6.05 m/s
UTC 221221 120035 5 9 ,53.3286171,5.933299065,9.67,342.64,530,226°,,  6.30 m/s
UTC 221221 120039 5 9 ,53.32879257,5.933214665,9.84,342.77,539,228°,,  6.11 m/s
UTC 221221 120055 5 9 ,53.32875061,5.933280468,9.67,163.22,506,245°,,  6.59 m/s
UTC 221221 120100 5 9 ,53.32879257,5.933261871,9.81,162.7,520,233°,,  5.24 m/s
UTC 221221 120105 5 9 ,53.32868576,5.933308125,9.78,163.97,508,227°,,  4.15 m/s
UTC 221221 120120 5 9 ,53.32811737,5.933609009,9.47,79.02,483,230°,,  6.54 m/s
UTC 221221 120125 5 9 ,53.32823181,5.933575153,9.59,343.03,491,226°,,  6.11 m/s
UTC 221221 120130 5 9 ,53.32844543,5.933474064,9.69,342.84,506,226°,,  6.22 m/s
UTC 221221 120145 5 9 ,53.32899857,5.93323946,9.91,86.05,506,238°,,  5.24 m/s
UTC 221221 120151 5 9 ,53.3288269,5.933338165,9.87,163.46,497,234°,,  5.66 m/s
UTC 221221 120210 5 9 ,53.32814789,5.933714867,9.65,17.35,491,228°,,  6.75 m/s
UTC 221221 120215 5 9 ,53.32829285,5.933640003,9.69,342.74,483,231°,,  6.40 m/s
UTC 221221 120225 5 9 ,53.32873154,5.933431625,9.85,342.69,520,226°,,  6.43 m/s
UTC 221221 120230 5 9 ,53.32898712,5.933306694,9.9,342.07,534,231°,,  6.11 m/s
UTC 221221 120255 5 9 ,53.32817459,5.933746338,9.78,164.76,483,229°,,  7.04 m/s
