TimeStamp (UTC)," ""Latitude"""," ""Longitude"""," ""Altitude (Meter ASL)"""," ""Drone Yaw""",CO2 (ppm),Wind Direction,,Wind Speed
UTC 221222 113215 5 9 ,53.33028412,5.93180418,27.42,256.54,459,237°,,  7.06 m/s
UTC 221222 113226 5 9 ,53.33023453,5.931437016,27.31,256.33,459,226°,,  8.01 m/s
UTC 221222 113240 5 9 ,53.33010101,5.930415154,27,260.27,428,234°,,  6.37 m/s
UTC 221222 113245 5 9 ,53.33025742,5.930305958,27.26,32.76,476,238°,,  6.58 m/s
UTC 221222 113250 5 9 ,53.33031464,5.930640221,27.4,77.48,519,240°,,  6.68 m/s
UTC 221222 113255 5 9 ,53.33036423,5.931009293,27.48,77.18,540,239°,,  6.31 m/s
UTC 221222 113300 5 9 ,53.33042145,5.931451321,27.59,77.48,566,242°,,  6.77 m/s
UTC 221222 113305 5 9 ,53.33047104,5.931817532,27.67,77.18,575,239°,,  7.04 m/s
UTC 221222 113310 5 9 ,53.33050919,5.93211174,27.73,77.65,569,237°,,  7.08 m/
UTC 221222 113315 5 9 ,53.33055878,5.932477951,27.83,77.01,575,240°,,  7.35 m/s
UTC 221222 113320 5 9 ,53.33060837,5.932845116,27.91,78.09,575,235°,,  7.49 m/s
UTC 221222 113325 5 9 ,53.33065796,5.933213234,28,77.46,575,236°,,  8.16 m/s
UTC 221222 113330 5 9 ,53.33070755,5.933580399,28.1,77.3,581,239°,,  8.00 m/s
UTC 221222 113345 5 9 ,53.33084869,5.934660435,28.31,77.82,581,224°,,  8.51 m/s
UTC 221222 113350 5 9 ,53.33083344,5.934629917,28.36,164.54,549,233°,,  7.47 m/s
UTC 221222 113355 5 9 ,53.33064651,5.934698105,28.35,166.64,555,241°,,  6.32 m/s
UTC 221222 113400 5 9 ,53.33042526,5.934781551,28.37,166.93,549,241°,,  7.77 m/s
UTC 221222 113405 5 9 ,53.33020401,5.934862614,28.32,167.18,549,243°,,  8.60 m/s
UTC 221222 113410 5 9 ,53.32998657,5.934947491,28.33,166.65,555,232°,,  7.17 m/s
UTC 221222 113415 5 9 ,53.32976913,5.935029984,28.34,166.59,543,236°,,  7.49 m/s
UTC 221222 113420 5 9 ,53.32954788,5.935108185,28.34,167.3,543,230°,,  6.90 m/s
UTC 221222 113425 5 9 ,53.32923889,5.935224056,28.33,167.44,569,232°,,  9.09 m/s
UTC 221222 113430 5 9 ,53.32910919,5.935273171,28.35,166.81,555,240°,,  9.60 m/s
UTC 221222 113435 5 9 ,53.32889175,5.935357571,28.32,166.77,543,238°,,  9.41 m/s
UTC 221222 113450 5 9 ,53.32823563,5.935591698,28.3,175.52,540,240°,,  7.11 m/s
UTC 221222 113455 5 9 ,53.32818985,5.935312748,28.27,314.19,503,237°,,  7.34 m/s
UTC 221222 113459 5 9 ,53.32835388,5.93524313,28.19,346.51,549,242°,,  6.96 m/s
UTC 221222 113504 5 9 ,53.32857513,5.935163975,28.24,346.72,566,233°,,  6.40 m/s
UTC 221222 113510 5 9 ,53.32883835,5.935066223,28.24,346.56,543,236°,,  7.53 m/s
UTC 221222 113515 5 9 ,53.32905579,5.93498373,28.23,346.37,549,246°,,  7.84 m/s
UTC 221222 113520 5 9 ,53.32927704,5.934903622,28.25,346.89,575,246°,,  7.22 m/s
UTC 221222 113525 5 9 ,53.32949448,5.934823513,28.31,346.46,566,232°,,  7.23 m/s
UTC 221222 113530 5 9 ,53.32971573,5.934738636,28.32,346.47,555,241°,,  6.10 m/s
UTC 221222 113535 5 9 ,53.32993698,5.934655666,28.33,346.57,566,243°,,  7.66 m/s
UTC 221222 113539 5 9 ,53.33010864,5.93459034,28.32,346.29,569,244°,,  9.11 m/s
UTC 221222 113554 5 9 ,53.33076477,5.934347153,28.33,344.99,596,231°,,  10.10 m/s
UTC 221222 113605 5 9 ,53.33053207,5.934126854,28.32,165.71,540,234°,,  10.88 m/s
UTC 221222 113610 5 9 ,53.33031464,5.934208393,28.31,166.7,531,236°,,  9.35 m/s
UTC 221222 113615 5 9 ,53.33009338,5.93429184,28.26,166.34,531,231°,,  9.72 m/s
UTC 221222 113620 5 9 ,53.32987213,5.934371471,28.28,166.6,526,239°,,  9.80 m/s
UTC 221222 113625 5 9 ,53.32965469,5.934453964,28.24,166.39,519,240°,,  10.19 m/s
UTC 221222 113630 5 9 ,53.32943344,5.934535503,28.26,167.18,517,235°,,  7.63 m/s
UTC 221222 113635 5 9 ,53.329216,5.934619427,28.2,166.6,517,236°,,  5.65 m/s
UTC 221222 113640 5 9 ,53.32899475,5.934695721,28.19,168.36,531,231°,,  9.37 m/s
UTC 221222 113644 5 9 ,53.32881927,5.934760571,28.18,166.58,543,235°,,  10.13 m/s
UTC 221222 113700 5 9 ,53.32812881,5.934991837,28.05,203.49,531,255°,,  6.60 m/s
UTC 221222 113705 5 9 ,53.32813263,5.934706211,28.4,332.84,498,252°,,  7.63 m/s
UTC 221222 113710 5 9 ,53.32833481,5.934632301,28.33,346.83,540,234°,,  7.55 m/s
UTC 221222 113715 5 9 ,53.32855606,5.9345541,28.35,346.37,549,239°,,  7.26 m/s
UTC 221222 113720 5 9 ,53.32877731,5.934471607,28.29,346.74,575,241°,,  8.05 m/s
UTC 221222 113725 5 9 ,53.32899857,5.934390545,28.28,346.7,575,243°,,  8.01 m/s
UTC 221222 113730 5 9 ,53.329216,5.934309959,28.28,346.65,555,243°,,  8.40 m/s
UTC 221222 113735 5 9 ,53.32943726,5.93422842,28.21,346.67,566,245°,,  8.87 m/s
UTC 221222 113739 5 9 ,53.32978439,5.93409729,28.19,346.88,581,240°,,  8.19 m/s
UTC 221222 113745 5 9 ,53.32995987,5.934031487,28.16,346.43,569,244°,,  8.67 m/s
UTC 221222 113750 5 9 ,53.33013535,5.933965683,28.13,346.57,575,237°,,  9.10 m/s
UTC 221222 113805 5 9 ,53.33073044,5.933707714,27.93,307.52,575,230°,,  9.47 m/s
UTC 221222 113810 5 9 ,53.33065414,5.933458328,27.64,181.87,519,235°,,  9.08 m/s
UTC 221222 113815 5 9 ,53.33044434,5.933541298,27.69,166.75,540,235°,,  9.50 m/s
UTC 221222 113820 5 9 ,53.33022308,5.933624268,27.77,166.81,543,233°,,  9.53 m/s
UTC 221222 113825 5 9 ,53.33000565,5.933707237,27.85,166.36,549,232°,,  8.90 m/s
UTC 221222 113830 5 9 ,53.32978439,5.9337883,27.92,166.71,549,237°,,  7.82 m/s
UTC 221222 113835 5 9 ,53.32956696,5.933868408,28.06,167.01,549,239°,,  9.12 m/s
UTC 221222 113840 5 9 ,53.3293457,5.933950901,28.08,166.25,543,231°,,  10.42 m/s
UTC 221222 113845 5 9 ,53.32912827,5.934033871,28.21,166.4,540,232°,,  7.41 m/s
UTC 221222 113850 5 9 ,53.32891083,5.934116364,28.28,166.59,531,232°,,  7.78 m/s
UTC 221222 113855 5 9 ,53.32868958,5.934194565,28.39,167.23,543,234°,,  7.72 m/s
UTC 221222 113910 5 9 ,53.32804489,5.934392929,28.65,212.7,543,243°,,  6.20 m/s
UTC 221222 113915 5 9 ,53.32807159,5.93410635,29.03,341,540,240°,,  6.64 m/s
UTC 221222 113920 5 9 ,53.32828522,5.934035778,28.92,346.35,566,243°,,  7.14 m/s
UTC 221222 113925 5 9 ,53.32850647,5.933956623,28.78,346.79,581,245°,,  6.07 m/s
UTC 221222 113930 5 9 ,53.32872772,5.933875084,28.68,346.73,575,234°,,  6.39 m/s
UTC 221222 113935 5 9 ,53.32894516,5.933792114,28.59,346.08,581,242°,,  7.72 m/s
UTC 221222 113940 5 9 ,53.32916641,5.933710098,28.43,346.66,581,240°,,  8.25 m/s
UTC 221222 113945 5 9 ,53.32938766,5.933630943,28.33,346.69,581,234°,,  8.35 m/s
UTC 221222 113950 5 9 ,53.3296051,5.933549404,28.24,346.8,581,229°,,  8.37 m/s
UTC 221222 113955 5 9 ,53.32982254,5.933466435,28.12,346.49,602,236°,,  8.60 m/s
UTC 221222 114000 5 9 ,53.33004379,5.933383465,28.02,346.46,624,230°,,  8.64 m/s
UTC 221222 114014 5 9 ,53.3306427,5.933138371,27.71,318.81,631,235°,,  10.30 m/s
UTC 221222 114020 5 9 ,53.33054352,5.932879925,28.24,166.61,555,242°,,  9.75 m/s
