X,Y,TimeStamp (UTC),"""TriggerID""","""Latitude""","""Longitude""","""Altitude (Meter AGL)""",Gimbal Roll,"""Gimbal Pitch""","""Gimbal Yaw""","""Drone Yaw""","""Combined Yaw""",HCHO (ppm),CO2 (ppm),TVOC (ppb),NO2 (ppm),C2H5OH (ppm),VOC (ppm),CO (ppm),Temp (Celcius),Pressure (pa),Altitude (meter),wind_speed,wind_direction
695392.851781522,5912757.95844607,2022/12/21 11:34:28,"1",53.32790375,5.934310436,0.87,false,false,false,348.57,348.57,0.01,"416","2","153","306","268","146",9.85,"100864",58.34,  9.45 m/s,210°
695392.851781522,5912757.95844607,2022/12/21 11:34:30,"2",53.32790375,5.934310436,1.22,false,false,false,348.44,348.44,0.01,"413","1","151","307","267","146",9.82,"100854",58.34,  9.45 m/s,210°
695392.851781522,5912757.95844607,2022/12/21 11:34:31,"3",53.32790375,5.934310436,3.09,false,false,false,348.7,348.7,0.01,"402","0","152","307","267","146",9.78,"100838",58.34,  9.45 m/s,210°
695392.851781522,5912757.95844607,2022/12/21 11:34:32,"4",53.32790375,5.934310436,6.24,false,false,false,348.27,348.27,0.01,"400","0","150","306","267","146",9.74,"100799",66.7,  9.45 m/s,210°
695392.78833476,5912757.95583775,2022/12/21 11:34:33,"5",53.32790375,5.934309483,9.12,false,false,false,348.68,348.68,0.01,"400","0","149","301","266","145",9.69,"100770",66.7,  9.45 m/s,210°
695392.820024854,5912757.95714054,2022/12/21 11:34:33,"6",53.32790375,5.934309959,9.92,false,false,false,344.02,344.02,0.01,"409","1","149","307","266","146",9.65,"100744",66.7,  9.45 m/s,210°
695392.91529486,5912757.96105713,2022/12/21 11:34:35,"7",53.32790375,5.93431139,9.78,false,false,false,338.07,338.07,0.01,"409","1","148","306","264","145",9.66,"100736",66.7,  9.45 m/s,210°
695392.658182474,5912758.80042418,2022/12/21 11:34:36,"8",53.32791138,5.934308052,9.69,false,false,false,338.77,338.77,0.01,"400","0","147","305","264","145",9.65,"100733",66.7,  9.45 m/s,210°
695391.505899164,5912761.3028646,2022/12/21 11:34:37,"9",53.32793427,5.934292316,9.59,false,false,false,338.23,338.23,0.01,"406","0","147","305","264","145",9.59,"100748",66.7,  9.45 m/s,210°
695389.856923938,5912765.05923484,2022/12/21 11:34:38,"10",53.3279686,5.934269905,9.55,false,false,false,338.15,338.15,0.01,"409","1","146","305","263","145",9.56,"100755",66.7,  9.45 m/s,210°
695388.063506717,5912769.2340791,2022/12/21 11:34:39,"11",53.32800674,5.934245586,9.55,false,false,false,338.18,338.18,0.01,"413","1","146","305","262","145",9.54,"100754",66.7,  9.45 m/s,210°
695385.949489385,5912774.24679519,2022/12/21 11:34:40,"12",53.32805252,5.934216976,9.54,false,false,false,338.24,338.24,0.01,"428","4","146","306","263","145",9.52,"100759",66.7,  9.45 m/s,210°
695383.867232524,5912779.26081762,2022/12/21 11:34:41,"13",53.3280983,5.934188843,9.53,false,false,false,338.47,338.47,0.01,"415","2","147","306","262","146",9.52,"100756",66.7,  9.45 m/s,210°
695381.834132634,5912783.85133605,2022/12/21 11:34:42,"14",53.32814026,5.934161186,9.52,false,false,false,338.36,338.36,0.01,"413","1","147","306","262","145",9.51,"100761",66.7,  9.45 m/s,210°
695379.769346358,5912788.44055257,2022/12/21 11:34:43,"15",53.32818222,5.934133053,9.51,false,false,false,338.36,338.36,0.01,"413","1","147","306","261","145",9.49,"100752",66.7,  9.45 m/s,210°
695378.007655556,5912792.61781785,2022/12/21 11:34:43,"16",53.32822037,5.934109211,9.52,false,false,false,337.58,337.58,0.01,"413","1","147","306","261","145",9.51,"100756",66.7,  9.45 m/s,210°
695377.302966687,5912794.28872358,2022/12/21 11:34:45,"17",53.32823563,5.934099674,9.5,false,false,false,335.5,335.5,0.01,"418","2","147","306","261","145",9.51,"100749",66.7,  9.45 m/s,210°
695377.479145077,5912793.87044042,2022/12/21 11:34:45,"18",53.32823181,5.934102058,9.51,false,false,false,256.49,256.49,0.01,"413","1","145","306","261","145",9.54,"100747",66.7,  9.45 m/s,210°
695377.877572785,5912793.46240737,2022/12/21 11:34:47,"19",53.328228,5.934107781,9.52,false,false,false,253.46,253.46,0.01,"409","1","145","305","260","146",9.43,"100729",66.7,  9.45 m/s,210°
695377.245767414,5912792.5864984,2022/12/21 11:34:48,"20",53.32822037,5.934097767,9.49,false,false,false,254.33,254.33,0.01,"400","0","144","305","260","144",9.31,"100725",66.7,  9.45 m/s,210°
