X,Y,TimeStamp (UTC),"""TriggerID""","""Latitude""","""Longitude""","""Altitude (Meter AGL)""",Gimbal Roll,"""Gimbal Pitch""","""Gimbal Yaw""","""Drone Yaw""","""Combined Yaw""",HCHO (ppm),CO2 (ppm),TVOC (ppb),NO2 (ppm),C2H5OH (ppm),VOC (ppm),CO (ppm),Temp (Celcius),Pressure (pa),Altitude (meter),wind_speed,wind_direction
695400.008906374,5912758.67709539,2022/12/22 10:04:13,"30",53.32790756,5.934418201,8.95,false,false,false,328.51,328.51,0.01,"410","1","133","300","256","143",10.87,"100279",108.61,  5.86 m/s,229°
695397.598030521,5912762.40214024,2022/12/22 10:04:14,"31",53.32794189,5.934384346,8.96,false,false,false,328.42,328.42,0.01,"401","0","132","300","255","143",10.75,"100277",108.61,  5.86 m/s,229°
695394.883951004,5912766.54024661,2022/12/22 10:04:15,"32",53.32798004,5.934346199,8.97,false,false,false,328.42,328.42,0.01,"400","0","132","300","255","143",10.64,"100278",108.61,  5.86 m/s,229°
695392.02549786,5912771.09683055,2022/12/22 10:04:16,"33",53.328022,5.934306145,8.98,false,false,false,327.97,327.97,0.01,"400","0","131","301","255","143",10.53,"100275",108.61,  5.86 m/s,229°
695389.152711338,5912775.22841512,2022/12/22 10:04:17,"34",53.32806015,5.934265614,8.97,false,false,false,328.53,328.53,0.01,"400","0","131","301","255","143",10.4,"100271",108.61,  5.86 m/s,229°
695386.421227728,5912779.79022154,2022/12/22 10:04:18,"35",53.32810211,5.934227467,8.96,false,false,false,328.43,328.43,0.01,"406","0","131","301","254","143",10.32,"100274",108.61,  5.86 m/s,229°
695383.738856528,5912783.92963666,2022/12/22 10:04:19,"36",53.32814026,5.934189796,8.97,false,false,false,328.59,328.59,0.01,"403","0","130","300","254","143",10.23,"100277",108.61,  5.86 m/s,229°
695381.024866384,5912788.06775323,2022/12/22 10:04:20,"37",53.32817841,5.93415165,8.97,false,false,false,328.41,328.41,0.01,"400","0","130","301","253","143",10.14,"100274",108.61,  5.86 m/s,229°
695378.437818983,5912792.20997548,2022/12/22 10:04:21,"38",53.32821655,5.93411541,8.98,false,false,false,327.44,327.44,0.01,"400","0","130","300","253","143",10.05,"100277",108.61,  5.86 m/s,229°
695377.144251144,5912794.28219916,2022/12/22 10:04:22,"39",53.32823563,5.93409729,8.94,false,false,false,327.19,327.19,0.01,"406","0","130","300","253","143",10.07,"100283",108.61,  5.86 m/s,229°
695377.225226814,5912793.86000244,2022/12/22 10:04:23,"40",53.32823181,5.934098244,8.93,false,false,false,257.23,257.23,0.01,"413","1","130","300","253","143",10.09,"100284",108.61,  5.86 m/s,229°
695377.736253502,5912793.03107262,2022/12/22 10:04:24,"41",53.32822418,5.934105396,8.93,false,false,false,252.35,252.35,0.01,"409","1","130","301","252","143",9.92,"100279",108.61,  5.23 m/s,220°
695377.214010979,5912792.58519296,2022/12/22 10:04:24,"42",53.32822037,5.93409729,8.92,false,false,false,252.78,252.78,0.01,"400","0","129","300","252","143",9.74,"100278",108.61,  5.23 m/s,220°
695374.899713163,5912791.64012144,2022/12/22 10:04:26,"43",53.32821274,5.934062004,8.91,false,false,false,253.03,253.03,0.01,"400","0","128","301","251","142",9.6,"100270",108.61,  5.23 m/s,220°
695371.840988372,5912790.23892489,2022/12/22 10:04:26,"44",53.32820129,5.934015274,8.88,false,false,false,253.01,253.01,0.01,"400","0","127","300","251","142",9.44,"100269",108.61,  5.23 m/s,220°
695368.129870431,5912789.23643873,2022/12/22 10:04:28,"45",53.32819366,5.933959007,8.84,false,false,false,253.06,253.06,0.01,"400","0","127","300","250","142",9.29,"100267",108.61,  5.23 m/s,220°
695363.960019777,5912787.79068805,2022/12/22 10:04:29,"46",53.32818222,5.933895588,8.81,false,false,false,252.94,252.94,0.01,"411","1","126","301","251","142",9.16,"100263",108.61,  5.23 m/s,220°
695359.345709295,5912786.32667218,2022/12/22 10:04:30,"47",53.32817078,5.933825493,8.77,false,false,false,252.86,252.86,0.01,"400","0","125","300","249","142",9.06,"100263",108.61,  5.23 m/s,220°
695354.431358696,5912784.42480321,2022/12/22 10:04:31,"48",53.32815552,5.933750629,8.74,false,false,false,252.92,252.92,0.01,"400","0","125","300","250","141",8.93,"100271",108.61,  5.23 m/s,220°
695349.499656421,5912782.9466377,2022/12/22 10:04:32,"49",53.32814407,5.933675766,8.71,false,false,false,252.43,252.43,0.01,"400","0","125","301","249","140",8.82,"100276",108.61,  5.23 m/s,220°
695344.712324953,5912781.04999992,2022/12/22 10:04:33,"50",53.32812881,5.93360281,8.66,false,false,false,252.51,252.51,0.01,"401","0","124","302","249","141",8.72,"100275",108.61,  5.23 m/s,220°
695339.907530497,5912779.57817468,2022/12/22 10:04:34,"51",53.32811737,5.933529854,8.63,false,false,false,253.22,253.22,0.01,"415","2","124","301","249","141",8.62,"100283",108.61,  5.23 m/s,220°
695335.070976814,5912778.10504922,2022/12/22 10:04:35,"52",53.32810593,5.933456421,8.58,false,false,false,253.77,253.77,0.01,"400","0","124","300","248","141",8.55,"100279",108.61,  5.23 m/s,220°
695330.202709579,5912776.62951157,2022/12/22 10:04:36,"53",53.32809448,5.933382511,8.53,false,false,false,254.63,254.63,0.01,"401","0","123","302","247","141",8.46,"100280",108.61,  5.23 m/s,220°
695325.397906988,5912775.1577012,2022/12/22 10:04:37,"54",53.32808304,5.933309555,8.48,false,false,false,254.73,254.73,0.01,"400","0","123","302","247","140",8.38,"100285",108.61,  5.23 m/s,220°
695320.656660501,5912773.68739379,2022/12/22 10:04:38,"55",53.32807159,5.933237553,8.42,false,false,false,255.56,255.56,0.01,"405","0","122","302","247","140",8.3,"100284",108.61,  5.23 m/s,220°
695315.820095961,5912772.21428819,2022/12/22 10:04:39,"56",53.32806015,5.93316412,8.37,false,false,false,255.91,255.91,0.01,"408","1","122","302","246","140",8.22,"100280",108.61,  4.85 m/s,220°
695311.06132075,5912771.16879542,2022/12/22 10:04:40,"57",53.32805252,5.933092117,8.31,false,false,false,256.7,256.7,0.01,"408","1","121","301","246","140",8.15,"100274",108.61,  4.85 m/s,220°
695306.320020968,5912769.69961456,2022/12/22 10:04:41,"58",53.32804108,5.933020115,8.25,false,false,false,256.65,256.65,0.01,"400","0","121","301","245","141",8.1,"100276",108.61,  4.85 m/s,220°
695302.386646585,5912768.68804847,2022/12/22 10:04:42,"59",53.32803345,5.93296051,8.24,false,false,false,255.21,255.21,0.01,"400","0","120","302","245","140",8.03,"100292",108.61,  4.85 m/s,220°
695299.645387403,5912767.29994575,2022/12/22 10:04:43,"60",53.328022,5.932918549,8.15,false,false,false,240.3,240.3,0.01,"405","0","120","301","244","140",7.99,"100294",108.61,  4.85 m/s,220°
695296.081717618,5912765.02922964,2022/12/22 10:04:44,"61",53.32800293,5.932863712,8.2,false,false,false,254.86,254.86,0.01,"409","1","119","302","245","141",7.96,"100287",108.61,  5.24 m/s,217°
695293.697662881,5912765.78120499,2022/12/22 10:04:45,"62",53.32801056,5.932828426,8.1,false,false,false,323.08,323.08,0.01,"416","2","119","303","244","141",7.92,"100306",100.22,  5.24 m/s,217°
695293.861401852,5912768.76215177,2022/12/22 10:04:46,"63",53.32803726,5.932832718,7.93,false,false,false,26.52,26.52,0.01,"413","1","119","301","244","141",7.96,"100317",100.22,  5.24 m/s,217°
695296.20437271,5912770.55829634,2022/12/22 10:04:47,"64",53.32805252,5.932868958,7.98,false,false,false,83.6,83.6,0.01,"418","2","119","303","244","141",8.01,"100328",100.22,  5.24 m/s,217°
695299.283694778,5912770.68482748,2022/12/22 10:04:47,"65",53.32805252,5.932915211,8.05,false,false,false,93.13,93.13,0.01,"426","3","119","302","243","140",8.06,"100327",100.22,  5.24 m/s,217°
695302.966191898,5912770.83614605,2022/12/22 10:04:49,"66",53.32805252,5.932970524,8.12,false,false,false,80.52,80.52,0.01,"433","5","119","303","243","141",8.13,"100329",100.22,  5.24 m/s,217°
695306.440759754,5912771.40444817,2022/12/22 10:04:49,"67",53.32805634,5.933022976,8.17,false,false,false,73.54,73.54,0.01,"436","5","118","303","243","141",8.16,"100324",100.22,  5.24 m/s,217°
695310.261450485,5912772.83579836,2022/12/22 10:04:51,"68",53.32806778,5.93308115,8.23,false,false,false,73.91,73.91,0.01,"439","5","119","303","243","141",8.18,"100325",100.22,  5.24 m/s,217°
695314.812273375,5912774.29715592,2022/12/22 10:04:52,"69",53.32807922,5.933150291,8.3,false,false,false,73.96,73.96,0.01,"452","7","119","303","243","141",8.25,"100327",100.22,  5.24 m/s,217°
695319.585343779,5912775.76876525,2022/12/22 10:04:53,"70",53.32809067,5.933222771,8.35,false,false,false,73.75,73.75,0.01,"448","7","119","303","243","141",8.26,"100325",100.22,  5.24 m/s,217°
695324.390147153,5912777.24056972,2022/12/22 10:04:54,"71",53.32810211,5.933295727,8.39,false,false,false,73.74,73.74,0.01,"446","7","119","303","243","141",8.26,"100320",100.22,  5.24 m/s,217°
695329.145732858,5912779.13588166,2022/12/22 10:04:55,"72",53.32811737,5.933368206,8.43,false,false,false,73.45,73.45,0.01,"448","7","120","303","242","142",8.26,"100323",100.22,  5.24 m/s,217°
695333.950530399,5912780.60769594,2022/12/22 10:04:56,"73",53.32812881,5.933441162,8.48,false,false,false,73.75,73.75,0.01,"452","7","120","303","242","141",8.27,"100324",100.22,  5.24 m/s,217°
695338.80137891,5912782.50693313,2022/12/22 10:04:57,"74",53.32814407,5.933515072,8.54,false,false,false,73.83,73.83,0,"459","8","120","303","242","141",8.33,"100323",100.22,  5.24 m/s,217°
695343.606124885,5912783.97986937,2022/12/22 10:04:58,"75",53.32815552,5.933588028,8.6,false,false,false,73.61,73.61,0,"459","8","119","303","242","141",8.37,"100320",100.22,  5.24 m/s,217°
695348.379157384,5912785.45039324,2022/12/22 10:04:59,"76",53.32816696,5.933660507,8.65,false,false,false,73.88,73.88,0,"456","8","119","303","242","141",8.4,"100319",100.22,  5.24 m/s,217°
695353.21565443,5912786.92464457,2022/12/22 10:05:00,"77",53.32817841,5.93373394,8.7,false,false,false,73.7,73.7,0,"456","8","118","302","242","142",8.44,"100319",100.22,  5.24 m/s,217°
695357.971266177,5912788.81887377,2022/12/22 10:05:01,"78",53.32819366,5.933806419,8.75,false,false,false,73.64,73.64,0,"456","8","118","303","241","141",8.5,"100321",100.22,  5.24 m/s,217°
695362.776067484,5912790.29183241,2022/12/22 10:05:02,"79",53.32820511,5.933879376,8.8,false,false,false,73.53,73.53,0,"463","9","118","303","240","142",8.53,"100318",100.22,  5.24 m/s,217°
695367.549088784,5912791.76237581,2022/12/22 10:05:03,"80",53.32821655,5.933951855,8.85,false,false,false,73.58,73.58,0,"470","10","118","303","241","142",8.57,"100316",100.22,  5.24 m/s,217°
695372.304645019,5912793.65773166,2022/12/22 10:05:04,"81",53.32823181,5.934024334,8.91,false,false,false,74.43,74.43,0,"459","8","117","302","241","142",8.61,"100317",100.22,  6.25 m/s,224°
695376.142717864,5912794.66544013,2022/12/22 10:05:05,"82",53.32823944,5.934082508,8.93,false,false,false,74.35,74.35,0,"463","9","118","303","240","141",8.64,"100317",100.22,  6.25 m/s,224°
695377.85384178,5912795.58571721,2022/12/22 10:05:05,"83",53.32824707,5.934108734,8.94,false,false,false,54.64,54.64,0,"459","8","117","301","239","141",8.64,"100308",100.22,  6.25 m/s,224°
695377.547559861,5912796.84747509,2022/12/22 10:05:07,"84",53.32825851,5.934104919,8.97,false,false,false,347.12,347.12,0,"456","8","117","303","240","142",8.65,"100290",108.61,  6.25 m/s,224°
695376.147620614,5912797.63986392,2022/12/22 10:05:08,"85",53.32826614,5.934084415,8.99,false,false,false,295.36,295.36,0,"466","10","118","303","240","142",8.67,"100287",108.61,  6.25 m/s,224°
695374.242902286,5912797.56156622,2022/12/22 10:05:09,"86",53.32826614,5.934055805,9,false,false,false,253.5,253.5,0,"448","7","118","303","240","141",8.56,"100291",108.61,  4.98 m/s,218°
695371.865160251,5912796.61388804,2022/12/22 10:05:10,"87",53.32825851,5.934019566,8.97,false,false,false,253.02,253.02,0,"446","7","117","302","239","141",8.5,"100287",108.61,  4.98 m/s,218°
695368.471432685,5912795.62556204,2022/12/22 10:05:11,"88",53.32825089,5.933968067,8.94,false,false,false,252.63,252.63,0,"436","5","117","302","238","141",8.43,"100285",108.61,  4.98 m/s,218°
695364.396836306,5912794.18261215,2022/12/22 10:05:12,"89",53.32823944,5.933906078,8.89,false,false,false,253.15,253.15,0,"436","5","116","303","239","141",8.35,"100279",108.61,  4.98 m/s,218°
695359.846045182,5912792.72120634,2022/12/22 10:05:13,"90",53.328228,5.933836937,8.83,false,false,false,253.1,253.1,0,"439","5","116","303","238","141",8.27,"100274",108.61,  4.98 m/s,218°
695355.0730687,5912791.24955864,2022/12/22 10:05:14,"91",53.32821655,5.933764458,8.76,false,false,false,253.08,253.08,0,"427","4","115","303","237","139",8.19,"100274",108.61,  4.98 m/s,218°
695350.222234862,5912789.35030449,2022/12/22 10:05:15,"92",53.32820129,5.933690548,8.72,false,false,false,252.69,252.69,0,"418","2","115","303","237","141",8.12,"100278",108.61,  4.98 m/s,218°
695345.353937454,5912787.87586301,2022/12/22 10:05:16,"93",53.32818985,5.933616638,8.66,false,false,false,252.94,252.94,0,"418","2","115","302","237","140",8.06,"100280",108.61,  4.98 m/s,218°
695340.503096809,5912785.97661895,2022/12/22 10:05:17,"94",53.32817459,5.933542728,8.61,false,false,false,252.9,252.9,0,"416","2","114","303","237","140",7.99,"100280",108.61,  4.98 m/s,218°
695335.73006293,5912784.50610302,2022/12/22 10:05:18,"95",53.32816315,5.933470249,8.55,false,false,false,253.06,253.06,0.01,"423","3","114","303","237","140",7.94,"100283",108.61,  4.98 m/s,218°
695330.95707207,5912783.03447989,2022/12/22 10:05:19,"96",53.3281517,5.93339777,8.51,false,false,false,252.79,252.79,0.01,"418","2","114","302","236","139",7.88,"100280",108.61,  4.98 m/s,218°
695326.201491018,5912781.13916603,2022/12/22 10:05:20,"97",53.32813644,5.933325291,8.47,false,false,false,252.81,252.81,0.01,"413","1","114","303","236","139",7.82,"100286",108.61,  4.98 m/s,218°
695321.396692138,5912779.66735962,2022/12/22 10:05:21,"98",53.328125,5.933252335,8.42,false,false,false,252.97,252.97,0.01,"413","1","114","303","235","139",7.77,"100284",108.61,  4.98 m/s,218°
695316.687093547,5912778.19947047,2022/12/22 10:05:22,"99",53.32811356,5.933180809,8.37,false,false,false,252.81,252.81,0.01,"413","1","113","303","236","140",7.73,"100287",108.61,  4.98 m/s,218°
695311.931502716,5912776.30417112,2022/12/22 10:05:23,"100",53.3280983,5.93310833,8.32,false,false,false,252.78,252.78,0.01,"413","1","113","303","235","140",7.69,"100286",108.61,  4.98 m/s,218°
695307.190187537,5912774.83387448,2022/12/22 10:05:24,"101",53.32808685,5.933036327,8.26,false,false,false,252.99,252.99,0.01,"418","2","113","303","234","140",7.64,"100287",108.61,  4.64 m/s,218°
695302.480647121,5912773.36600234,2022/12/22 10:05:25,"102",53.32807541,5.932964802,8.21,false,false,false,252.75,252.75,0.01,"408","1","113","303","234","139",7.59,"100289",108.61,  4.64 m/s,218°
695297.802839739,5912771.89832504,2022/12/22 10:05:26,"103",53.32806396,5.932893753,8.17,false,false,false,252.96,252.96,0.01,"409","1","113","304","234","139",7.56,"100288",108.61,  4.64 m/s,218°
695292.983677227,5912770.00154724,2022/12/22 10:05:27,"104",53.32804871,5.93282032,8.12,false,false,false,252.77,252.77,0.01,"409","1","113","304","234","139",7.53,"100289",108.61,  4.64 m/s,218°
695288.274174105,5912768.53257733,2022/12/22 10:05:28,"105",53.32803726,5.932748795,8.09,false,false,false,252.61,252.61,0.01,"413","1","113","304","233","139",7.5,"100292",108.61,  4.64 m/s,218°
695284.548677522,5912767.10515672,2022/12/22 10:05:28,"106",53.32802582,5.932692051,8.08,false,false,false,252.04,252.04,0.01,"426","3","112","304","234","139",7.47,"100298",108.61,  4.64 m/s,218°
695282.866177355,5912767.03602686,2022/12/22 10:05:28,"107",53.32802582,5.932666779,8.03,false,false,false,274.63,274.63,0.01,"416","2","112","304","233","140",7.45,"100299",108.61,  4.64 m/s,218°
695282.337690399,5912768.28865947,2022/12/22 10:05:28,"108",53.32803726,5.932659626,7.99,false,false,false,336.84,336.84,0.01,"416","2","112","303","233","140",7.47,"100302",100.22,  4.64 m/s,218°
695282.839383513,5912770.00914434,2022/12/22 10:05:28,"109",53.32805252,5.932668209,8.03,false,false,false,36.93,36.93,0.01,"418","2","112","303","233","139",7.55,"100313",100.22,  4.64 m/s,218°
695284.455329503,5912770.92547553,2022/12/22 10:05:33,"110",53.32806015,5.932693005,8.06,false,false,false,73.07,73.07,0.01,"426","3","113","304","233","140",7.59,"100327",100.22,  2.62 m/s,200°
695286.914067202,5912771.45091123,2022/12/22 10:05:34,"111",53.32806396,5.932730198,8.09,false,false,false,73.53,73.53,0.01,"446","7","113","303","233","140",7.64,"100325",100.22,  2.62 m/s,200°
695290.402983069,5912772.44420209,2022/12/22 10:05:35,"112",53.32807159,5.932783127,8.11,false,false,false,73.64,73.64,0.01,"439","5","113","303","233","140",7.66,"100321",100.22,  2.62 m/s,200°
695294.382347392,5912773.883173,2022/12/22 10:05:36,"113",53.32808304,5.932843685,8.16,false,false,false,73.76,73.76,0.01,"443","6","113","304","233","140",7.7,"100329",100.22,  2.62 m/s,200°
695298.679253986,5912775.33408152,2022/12/22 10:05:37,"114",53.32809448,5.932909012,8.2,false,false,false,73.95,73.95,0.01,"446","7","112","304","232","141",7.74,"100327",100.22,  2.62 m/s,200°
695303.420504158,5912776.8043669,2022/12/22 10:05:38,"115",53.32810593,5.932981014,8.26,false,false,false,73.59,73.59,0.01,"448","7","113","304","232","141",7.75,"100325",100.22,  2.62 m/s,200°
695308.352336481,5912778.28137483,2022/12/22 10:05:39,"116",53.32811737,5.933055878,8.31,false,false,false,73.76,73.76,0.01,"456","8","113","304","232","140",7.74,"100325",100.22,  2.62 m/s,200°
695313.203129402,5912780.18058288,2022/12/22 10:05:40,"117",53.32813263,5.933129787,8.36,false,false,false,73.41,73.41,0,"456","8","113","304","232","141",7.75,"100326",100.22,  2.62 m/s,200°
695318.007996323,5912781.6523837,2022/12/22 10:05:41,"118",53.32814407,5.933202744,8.4,false,false,false,73.52,73.52,0,"452","7","113","304","232","141",7.76,"100322",100.22,  2.62 m/s,200°
695322.87619467,5912783.12790616,2022/12/22 10:05:42,"119",53.32815552,5.933276653,8.45,false,false,false,73.84,73.84,0,"456","8","112","304","232","141",7.81,"100322",100.22,  2.62 m/s,200°
695327.631841341,5912785.02321946,2022/12/22 10:05:43,"120",53.32817078,5.933349133,8.5,false,false,false,74.09,74.09,0,"456","8","112","304","232","141",7.87,"100324",100.22,  2.62 m/s,200°
695332.404876663,5912786.49372721,2022/12/22 10:05:44,"121",53.32818222,5.933421612,8.56,false,false,false,73.56,73.56,0,"466","10","112","304","232","141",7.9,"100323",100.22,  5.13 m/s,224°
695337.177909301,5912787.96423982,2022/12/22 10:05:45,"122",53.32819366,5.933494091,8.61,false,false,false,73.75,73.75,0,"466","10","112","304","231","141",7.93,"100321",100.22,  5.13 m/s,224°
695341.823934322,5912789.43065132,2022/12/22 10:05:46,"123",53.32820511,5.933564663,8.66,false,false,false,73.45,73.45,0,"459","8","112","304","231","140",7.97,"100321",100.22,  5.13 m/s,224°
695346.643014433,5912791.3285916,2022/12/22 10:05:46,"124",53.32822037,5.933638096,8.71,false,false,false,73.71,73.71,0,"459","8","112","304","230","141",8.01,"100321",100.22,  5.13 m/s,224°
695351.257323028,5912792.79259517,2022/12/22 10:05:46,"125",53.32823181,5.933708191,8.77,false,false,false,73.91,73.91,0,"459","8","111","304","231","140",8.05,"100321",100.22,  5.13 m/s,224°
695355.966852582,5912794.26163121,2022/12/22 10:05:46,"126",53.32824326,5.933779717,8.82,false,false,false,73.75,73.75,0,"466","10","112","304","231","141",8.06,"100320",100.22,  5.13 m/s,224°
695360.658942976,5912796.15325273,2022/12/22 10:05:50,"127",53.32825851,5.933851242,8.86,false,false,false,73.63,73.63,0,"478","11","111","304","230","141",8.09,"100320",100.22,  5.67 m/s,218°
695365.431913028,5912797.62490619,2022/12/22 10:05:51,"128",53.32826996,5.933923721,8.91,false,false,false,73.64,73.64,0,"459","8","111","304","230","141",8.11,"100316",100.22,  5.67 m/s,218°
695370.07796712,5912799.09023365,2022/12/22 10:05:52,"129",53.3282814,5.933994293,8.97,false,false,false,73.96,73.96,0,"459","8","111","304","230","140",8.1,"100317",100.22,  5.67 m/s,218°
695373.993842411,5912800.52666424,2022/12/22 10:05:53,"130",53.32829285,5.934053898,8.99,false,false,false,74.25,74.25,0,"459","8","111","304","230","140",8.1,"100315",100.22,  5.67 m/s,218°
695375.722427202,5912801.02213301,2022/12/22 10:05:54,"131",53.32829666,5.934080124,8.98,false,false,false,54.35,54.35,0,"463","9","111","304","229","140",8.13,"100312",100.22,  6.38 m/s,224°
695375.384343968,5912802.28369765,2022/12/22 10:05:55,"132",53.32830811,5.934075832,9.03,false,false,false,346.69,346.69,0,"475","11","111","304","230","140",8.15,"100295",108.61,  6.38 m/s,224°
695374.079721428,5912803.07889125,2022/12/22 10:05:56,"133",53.32831573,5.934056759,9.06,false,false,false,293.85,293.85,0,"459","8","111","304","230","140",8.18,"100288",108.61,  6.38 m/s,224°
695372.301964183,5912803.00581319,2022/12/22 10:05:57,"134",53.32831573,5.934030056,9.07,false,false,false,253.49,253.49,0,"452","7","111","304","230","141",8.11,"100287",108.61,  6.38 m/s,224°
