Flight time,Altitude,Wind Direction,Wind Speed
09m 55s,9.5 m,193°,  8.49 m/s
10m 00s,8.9 m,192°,  7.74 m/s
10m 20s,9.4 m,200°,  7.75 m/s
10m 25s,10.1 m,195°,  7.77 m/s
10m 40s,10.0 m,202°,  9.98 m/s
10m 45s,9.4 m,192°,  6.39 m/s
10m 50s,8.7 m,191°,  9.56 m/s
11m 05s,8.8 m,187°,  7.74 m/s
11m 10s,9.4 m,201°,  8.22 m/s
11m 15s,10.1 m,199°,  7.46 m/s
11m 30s,9.8 m,192°,  9.22 m/s
11m 35s,9.2 m,190°,  6.15 m/s
11m 40s,8.6 m,193°,  7.12 m/s
11m 55s,8.9 m,185°,  6.28 m/s
12m 00s,9.5 m,199°,  6.93 m/s
12m 05s,10.1 m,199°,  7.70 m/s
12m 20s,9.8 m,197°,  8.11 m/s
12m 25s,9.2 m,195°,  7.61 m/s
12m 30s,8.6 m,195°,  7.49 m/s
12m 45s,9.0 m,192°,  7.56 m/s
12m 50s,9.5 m,197°,  7.67 m/s
12m 55s,10.0 m,200°,  8.42 m/s
13m 10s,9.7 m,197°,  9.61 m/s
13m 15s,9.2 m,198°,  8.98 m/s
13m 20s,8.7 m,195°,  9.50 m/s
13m 35s,9.1 m,195°,  7.21 m/s
13m 40s,9.5 m,192°,  7.83 m/s
13m 45s,9.9 m,195°,  6.71 m/s
14m 00s,9.6 m,197°,  8.51 m/s
14m 05s,9.2 m,191°,  6.81 m/s
14m 10s,8.8 m,191°,  6.99 m/s
15m 15s,8.7 m,198°,  8.81 m/s
15m 20s,8.6 m,202°,  6.12 m/s
15m 25s,8.6 m,208°,  5.83 m/s
15m 40s,8.7 m,201°,  6.35 m/s
15m 45s,8.7 m,195°,  7.53 m/s
15m 50s,8.8 m,187°,  6.36 m/s
16m 05s,9.0 m,197°,  6.77 m/s
16m 10s,8.9 m,192°,  6.98 m/s
16m 15s,8.9 m,196°,  6.29 m/s
16m 20s,9.0 m,198°,  5.66 m/s
16m 25s,9.0 m,202°,  6.70 m/s
16m 30s,9.0 m,194°,  6.44 m/s
16m 35s,8.9 m,200°,  7.78 m/s
16m 40s,8.9 m,198°,  7.28 m/s
17m 00s,8.8 m,206°,  6.38 m/s
17m 05s,8.7 m,203°,  6.85 m/s
17m 20s,8.8 m,194°,  7.21 m/s
17m 25s,8.9 m,192°,  7.49 m/s
17m 30s,9.0 m,195°,  7.61 m/s
17m 45s,9.2 m,192°,  6.81 m/s
18m 00s,9.0 m,203°,  8.14 m/s
18m 05s,8.9 m,208°,  7.11 m/s
18m 10s,8.8 m,205°,  6.01 m/s
18m 25s,8.9 m,197°,  5.47 m/s
18m 30s,9.1 m,185°,  8.09 m/s
18m 35s,9.2 m,191°,  8.94 m/s
19m 05s,9.1 m,199°,  7.01 m/s
19m 15s,8.9 m,207°,  6.98 m/s
19m 50s,9.1 m,200°,  7.39 m/s
19m 55s,9.2 m,193°,  7.53 m/s
20m 00s,9.4 m,192°,  7.79 m/s
20m 25s,9.3 m,198°,  7.87 m/s
20m 30s,9.1 m,205°,  8.57 m/s
20m 35s,8.9 m,209°,  7.01 m/s
20m 50s,9.2 m,194°,  6.18 m/s
20m 55s,9.4 m,192°,  7.01 m/s
21m 00s,9.6 m,195°,  7.28 m/s
21m 50s,9.2 m,195°,  5.66 m/s
22m 00s,9.1 m,190°,  8.41 m/s
22m 15s,9.2 m,194°,  8.89 m/s
22m 20s,9.5 m,193°,  6.15 m/s
22m 25s,9.7 m,189°,  7.06 m/s
22m 55s,9.4 m,198°,  7.07 m/s
23m 00s,9.2 m,204°,  7.14 m/s
23m 20s,9.4 m,202°,  6.93 m/s
23m 25s,9.6 m,194°,  7.79 m/s
24m 00s,9.7 m,190°,  5.91 m/s
24m 15s,9.6 m,192°,  6.49 m/s
24m 30s,9.1 m,198°,  5.11 m/s
24m 45s,9.4 m,190°,  4.90 m/s
24m 50s,9.6 m,183°,  6.75 m/s
24m 55s,9.8 m,183°,  7.53 m/s
25m 25s,9.5 m,190°,  8.45 m/s
25m 30s,9.3 m,208°,  7.19 m/s
25m 50s,9.5 m,191°,  7.48 m/s
25m 55s,9.7 m,193°,  7.62 m/s
26m 10s,9.7 m,202°,  6.86 m/s
26m 15s,9.5 m,202°,  6.47 m/s
26m 20s,9.4 m,203°,  5.09 m/s
26m 35s,9.5 m,198°,  6.59 m/s
26m 40s,9.6 m,198°,  8.56 m/s
26m 45s,9.8 m,197°,  9.24 m/s
27m 15s,9.6 m,197°,  7.75 m/s
27m 20s,9.5 m,199°,  7.90 m/s
27m 35s,9.6 m,196°,  7.28 m/s
27m 40s,9.7 m,196°,  7.67 m/s
27m 45s,9.8 m,192°,  7.53 m/s
28m 00s,9.8 m,201°,  5.99 m/s
28m 05s,9.7 m,203°,  5.84 m/s
28m 10s,9.6 m,194°,  7.02 m/s
28m 25s,9.7 m,190°,  7.23 m/s
28m 30s,9.8 m,201°,  6.96 m/s
28m 35s,9.8 m,198°,  7.39 m/s
28m 50s,9.8 m,209°,  5.57 m/s
28m 55s,9.8 m,202°,  6.78 m/s
29m 10s,9.8 m,211°,  3.82 m/s
29m 15s,9.8 m,186°,  7.87 m/s
29m 20s,9.9 m,194°,  7.27 m/s
29m 35s,9.9 m,197°,  7.36 m/s
29m 40s,9.9 m,204°,  7.70 m/s
29m 50s,9.9 m,192°,  5.23 m/s
30m 05s,9.8 m,191°,  7.20 m/s
30m 20s,9.8 m,189°,  7.99 m/s
30m 25s,9.9 m,195°,  6.74 m/s
30m 30s,10.0 m,198°,  7.21 m/s
30m 45s,9.9 m,212°,  5.30 m/s
31m 05s,9.8 m,196°,  7.11 m/s
31m 20s,9.8 m,195°,  7.45 m/s
31m 25s,9.9 m,198°,  9.15 m/s
31m 30s,10.0 m,194°,  6.81 m/s
31m 45s,9.9 m,208°,  9.63 m/s
31m 50s,9.8 m,212°,  9.17 m/s
31m 55s,9.7 m,207°,  6.39 m/s
32m 10s,9.8 m,197°,  7.70 m/s
32m 15s,9.9 m,194°,  7.27 m/s
32m 40s,10.3 m,206°,  5.27 m/s
32m 50s,9.8 m,201°,  6.99 m/s
33m 05s,20.8 m,200°,  5.87 m/s
