Flight time,Altitude,Wind Direction,Wind Speed
15m 05s,8.1 m,222°,  6.37 m/s
15m 10s,8.1 m,228°,  5.73 m/s
15m 15s,8.0 m,228°,  5.69 m/s
15m 30s,8.1 m,243°,  5.01 m/s
15m 35s,8.2 m,232°,  5.24 m/s
15m 40s,8.2 m,221°,  4.12 m/s
15m 55s,8.3 m,228°,  5.10 m/s
16m 00s,8.2 m,230°,  5.93 m/s
16m 05s,8.1 m,230°,  6.19 m/s
16m 20s,8.3 m,227°,  4.83 m/s
16m 25s,8.4 m,231°,  4.03 m/s
16m 30s,8.4 m,224°,  4.65 m/s
16m 45s,8.4 m,231°,  5.84 m/s
16m 50s,8.3 m,229°,  6.01 m/s
16m 55s,8.2 m,226°,  5.70 m/s
17m 10s,8.4 m,225°,  4.48 m/s
17m 15s,8.5 m,228°,  4.57 m/s
17m 20s,8.7 m,220°,  5.44 m/s
17m 35s,8.5 m,230°,  6.12 m/s
17m 40s,8.4 m,228°,  6.13 m/s
18m 00s,8.5 m,228°,  4.55 m/s
18m 05s,8.7 m,230°,  4.35 m/s
18m 20s,8.8 m,213°,  6.92 m/s
18m 25s,8.6 m,230°,  6.65 m/s
18m 30s,8.4 m,232°,  5.42 m/s
18m 45s,8.5 m,250°,  4.27 m/s
18m 50s,8.7 m,227°,  4.50 m/s
18m 55s,8.9 m,228°,  4.09 m/s
19m 10s,8.9 m,225°,  5.29 m/s
19m 15s,8.7 m,232°,  5.99 m/s
00m 10s,15.2 m,226°,  4.31 m/s
00m 25s,18.2 m,225°,  8.01 m/s
00m 30s,18.2 m,225°,  7.20 m/s
00m 45s,18.1 m,231°,  7.26 m/s
00m 50s,18.0 m,229°,  6.37 m/s
00m 55s,17.8 m,229°,  7.04 m/s
01m 00s,17.8 m,233°,  7.20 m/s
01m 05s,17.6 m,232°,  6.68 m/s
01m 10s,17.6 m,232°,  6.68 m/s
01m 15s,17.5 m,230°,  6.03 m/s
01m 30s,17.6 m,229°,  6.26 m/s
01m 35s,17.7 m,224°,  6.00 m/s
01m 40s,17.8 m,214°,  5.82 m/s
01m 45s,17.9 m,224°,  7.09 m/s
01m 50s,18.0 m,223°,  8.59 m/s
01m 55s,18.1 m,229°,  7.89 m/s
02m 15s,18.1 m,234°,  6.22 m/s
02m 20s,18.1 m,233°,  5.75 m/s
02m 25s,17.9 m,229°,  6.25 m/s
02m 30s,17.9 m,231°,  6.64 m/s
02m 35s,17.8 m,233°,  6.07 m/s
02m 40s,17.7 m,234°,  6.09 m/s
02m 55s,17.8 m,220°,  3.73 m/s
03m 00s,18.0 m,222°,  5.60 m/s
03m 05s,18.0 m,224°,  6.62 m/s
03m 10s,18.1 m,217°,  5.15 m/s
03m 15s,18.2 m,227°,  6.24 m/s
03m 20s,18.3 m,222°,  5.84 m/s
03m 25s,18.5 m,221°,  5.92 m/s
03m 40s,18.6 m,234°,  6.78 m/s
03m 45s,18.5 m,231°,  6.18 m/s
03m 50s,18.4 m,229°,  5.95 m/s
03m 55s,18.2 m,232°,  6.72 m/s
04m 00s,18.1 m,225°,  6.86 m/s
04m 05s,18.0 m,228°,  7.15 m/s
04m 10s,17.8 m,234°,  6.15 m/s
04m 25s,17.9 m,227°,  4.41 m/s
04m 30s,18.1 m,227°,  5.84 m/s
04m 35s,18.2 m,224°,  5.92 m/s
04m 40s,18.4 m,227°,  7.02 m/s
04m 45s,18.6 m,230°,  7.28 m/s
04m 50s,18.7 m,233°,  7.05 m/s
04m 55s,18.9 m,229°,  6.84 m/s
05m 10s,19.0 m,230°,  6.64 m/s
05m 15s,18.9 m,235°,  6.16 m/s
05m 20s,18.6 m,232°,  5.53 m/s
05m 25s,18.4 m,230°,  7.37 m/s
05m 30s,18.2 m,236°,  6.89 m/s
05m 35s,17.9 m,237°,  5.38 m/s
05m 40s,17.7 m,229°,  5.81 m/s
05m 55s,18.0 m,233°,  7.06 m/s
06m 00s,18.3 m,233°,  7.15 m/s
06m 05s,18.6 m,231°,  7.75 m/s
06m 10s,18.9 m,240°,  6.73 m/s
06m 15s,19.2 m,229°,  6.71 m/s
06m 20s,19.4 m,224°,  7.54 m/s
06m 25s,19.7 m,226°,  7.28 m/s
06m 40s,19.5 m,236°,  6.50 m/s
06m 45s,19.2 m,240°,  6.20 m/s
06m 50s,18.9 m,238°,  6.26 m/s
06m 55s,18.5 m,232°,  5.83 m/s
07m 00s,18.2 m,237°,  5.35 m/s
07m 05s,17.8 m,232°,  6.85 m/s
07m 25s,18.1 m,227°,  7.20 m/s
07m 30s,18.4 m,229°,  7.57 m/s
07m 35s,18.8 m,234°,  6.83 m/s
07m 40s,19.1 m,230°,  5.47 m/s
07m 45s,19.5 m,215°,  5.49 m/s
07m 50s,19.8 m,217°,  5.76 m/s
08m 05s,19.8 m,243°,  8.27 m/s
08m 10s,19.4 m,237°,  6.36 m/s
08m 15s,19.1 m,240°,  5.74 m/s
08m 20s,18.7 m,240°,  5.88 m/s
08m 25s,18.4 m,239°,  5.55 m/s
08m 30s,18.0 m,238°,  5.38 m/s
08m 35s,17.7 m,231°,  5.75 m/s
08m 50s,18.0 m,223°,  4.91 m/s
08m 55s,18.3 m,232°,  6.67 m/s
09m 00s,18.6 m,233°,  5.60 m/s
09m 05s,18.9 m,223°,  4.85 m/s
09m 10s,19.2 m,236°,  5.12 m/s
09m 15s,19.5 m,225°,  5.51 m/s
09m 20s,19.8 m,227°,  5.23 m/s
09m 35s,19.4 m,246°,  5.72 m/s
09m 40s,19.2 m,233°,  4.57 m/s
09m 45s,19.0 m,243°,  5.38 m/s
09m 50s,18.7 m,236°,  6.36 m/s
09m 55s,18.5 m,237°,  6.24 m/s
10m 00s,18.3 m,237°,  6.55 m/s
10m 05s,18.0 m,242°,  6.40 m/s
10m 20s,18.2 m,221°,  5.36 m/s
10m 25s,18.4 m,217°,  5.82 m/s
10m 30s,18.5 m,222°,  5.95 m/s
10m 35s,18.7 m,236°,  5.97 m/s
10m 40s,18.8 m,237°,  5.15 m/s
10m 45s,18.9 m,221°,  5.13 m/s
10m 50s,19.1 m,214°,  5.01 m/s
11m 05s,18.5 m,236°,  5.02 m/s
11m 10s,18.4 m,238°,  4.35 m/s
11m 15s,18.4 m,236°,  4.79 m/s
11m 20s,18.3 m,238°,  5.19 m/s
11m 25s,18.2 m,243°,  5.10 m/s
11m 30s,18.2 m,237°,  5.53 m/s
11m 35s,18.1 m,238°,  4.80 m/s
11m 50s,18.0 m,219°,  4.36 m/s
11m 55s,18.0 m,224°,  5.17 m/s
12m 00s,18.0 m,228°,  4.95 m/s
12m 05s,18.1 m,229°,  5.18 m/s
12m 10s,18.1 m,225°,  6.32 m/s
12m 15s,18.1 m,229°,  6.22 m/s
12m 20s,18.1 m,228°,  5.52 m/s
12m 35s,17.8 m,243°,  6.00 m/s
12m 40s,17.9 m,249°,  5.86 m/s
12m 45s,17.8 m,245°,  6.40 m/s
12m 50s,17.9 m,240°,  5.92 m/s
12m 55s,17.9 m,243°,  5.80 m/s
13m 00s,17.9 m,242°,  6.21 m/s
13m 20s,17.6 m,232°,  6.69 m/s
13m 25s,17.6 m,234°,  6.04 m/s
13m 30s,17.6 m,232°,  5.99 m/s
13m 35s,17.5 m,238°,  6.19 m/s
13m 40s,17.5 m,240°,  5.43 m/s
13m 45s,17.5 m,233°,  5.71 m/s
14m 00s,17.3 m,237°,  7.82 m/s
14m 05s,17.3 m,239°,  6.24 m/s
14m 10s,17.3 m,248°,  6.66 m/s
14m 15s,17.3 m,242°,  6.90 m/s
14m 20s,17.3 m,250°,  6.58 m/s
14m 25s,17.2 m,245°,  6.88 m/s
14m 30s,17.3 m,248°,  6.67 m/s
14m 45s,16.9 m,215°,  3.58 m/s
14m 50s,17.0 m,228°,  5.44 m/s
14m 55s,17.1 m,227°,  6.11 m/s
15m 00s,17.1 m,235°,  6.21 m/s
15m 05s,17.2 m,239°,  6.67 m/s
15m 10s,17.3 m,238°,  7.14 m/s
15m 15s,17.3 m,240°,  7.41 m/s
15m 30s,18.2 m,248°,  8.09 m/s
15m 35s,18.7 m,244°,  6.19 m/s
15m 40s,19.1 m,234°,  5.58 m/s
15m 45s,18.9 m,239°,  5.36 m/s
15m 50s,18.4 m,239°,  4.82 m/s
15m 55s,17.8 m,239°,  4.32 m/s
16m 00s,17.2 m,244°,  6.07 m/s
16m 10s,17.0 m,234°,  7.67 m/s
16m 15s,17.1 m,231°,  6.91 m/s
16m 20s,17.3 m,233°,  6.20 m/s
16m 25s,17.4 m,235°,  6.24 m/s
16m 30s,17.4 m,233°,  6.41 m/s
16m 35s,17.4 m,235°,  6.71 m/s
16m 55s,17.3 m,233°,  3.73 m/s
17m 00s,17.3 m,246°,  4.64 m/s
17m 05s,17.2 m,247°,  5.55 m/s
17m 10s,17.2 m,239°,  4.88 m/s
17m 15s,17.1 m,256°,  6.00 m/s
17m 20s,17.1 m,246°,  6.09 m/s
17m 35s,17.4 m,239°,  6.52 m/s
17m 40s,17.4 m,237°,  6.03 m/s
17m 45s,17.4 m,239°,  6.30 m/s
17m 50s,17.5 m,236°,  6.36 m/s
17m 55s,17.5 m,236°,  5.94 m/s
18m 00s,17.6 m,237°,  6.53 m/s
18m 05s,17.6 m,233°,  5.66 m/s
18m 20s,17.8 m,245°,  4.68 m/s
18m 25s,17.7 m,254°,  4.45 m/s
18m 30s,17.7 m,243°,  5.02 m/s
18m 35s,17.6 m,252°,  4.50 m/s
18m 40s,17.6 m,237°,  4.97 m/s
18m 45s,17.5 m,236°,  5.55 m/s
19m 05s,17.9 m,236°,  6.62 m/s
19m 10s,17.9 m,235°,  6.89 m/s
19m 15s,17.9 m,235°,  5.98 m/s
19m 20s,17.9 m,240°,  5.04 m/s
19m 25s,18.0 m,229°,  6.19 m/s
19m 30s,18.0 m,234°,  5.50 m/s
19m 45s,18.3 m,267°,  4.19 m/s
19m 50s,18.2 m,244°,  4.04 m/s
19m 55s,18.2 m,249°,  4.11 m/s
20m 00s,18.1 m,250°,  5.02 m/s
20m 05s,18.1 m,241°,  5.03 m/s
20m 10s,18.1 m,249°,  4.47 m/s
20m 15s,18.0 m,238°,  4.40 m/s
20m 30s,18.3 m,228°,  7.33 m/s
20m 35s,18.4 m,237°,  8.06 m/s
20m 40s,18.4 m,239°,  7.53 m/s
20m 45s,18.4 m,243°,  7.89 m/s
20m 50s,18.5 m,237°,  6.97 m/s
20m 55s,18.5 m,235°,  6.56 m/s
21m 00s,18.5 m,239°,  6.79 m/s
21m 15s,18.8 m,253°,  5.75 m/s
21m 20s,18.8 m,250°,  5.56 m/s
21m 25s,18.7 m,250°,  3.73 m/s
21m 30s,18.7 m,240°,  4.40 m/s
21m 35s,18.6 m,250°,  4.30 m/s
21m 40s,18.6 m,243°,  5.47 m/s
21m 45s,18.5 m,243°,  5.54 m/s
22m 00s,18.8 m,229°,  7.65 m/s
22m 05s,18.9 m,235°,  7.04 m/s
22m 10s,18.9 m,236°,  5.75 m/s
22m 15s,18.9 m,239°,  7.07 m/s
22m 20s,19.0 m,235°,  5.71 m/s
22m 25s,19.0 m,240°,  6.71 m/s
22m 30s,19.1 m,237°,  6.78 m/s
22m 45s,19.2 m,249°,  4.60 m/s
22m 50s,19.2 m,256°,  4.60 m/s
22m 55s,19.1 m,251°,  5.38 m/s
23m 00s,19.1 m,244°,  4.64 m/s
23m 05s,19.1 m,244°,  4.43 m/s
23m 10s,19.1 m,250°,  3.72 m/s
23m 15s,19.0 m,247°,  5.99 m/s
23m 30s,19.2 m,245°,  6.61 m/s
23m 35s,19.2 m,238°,  6.39 m/s
23m 40s,19.2 m,238°,  5.70 m/s
23m 45s,19.2 m,237°,  6.28 m/s
23m 50s,19.2 m,237°,  8.26 m/s
23m 55s,19.2 m,236°,  6.30 m/s
24m 15s,19.0 m,249°,  5.77 m/s
24m 20s,19.0 m,251°,  6.74 m/s
24m 35s,19.0 m,235°,  7.06 m/s
24m 40s,19.0 m,243°,  7.15 m/s
24m 45s,19.0 m,236°,  6.89 m/s
24m 50s,19.1 m,239°,  7.41 m/s
24m 55s,19.0 m,237°,  7.75 m/s
25m 00s,19.0 m,241°,  7.78 m/s
25m 05s,19.0 m,237°,  6.69 m/s
25m 10s,19.0 m,234°,  6.44 m/s
25m 15s,19.1 m,242°,  6.36 m/s
25m 20s,19.1 m,239°,  6.42 m/s
25m 25s,19.1 m,241°,  7.00 m/s
25m 30s,19.0 m,232°,  6.50 m/s
25m 35s,19.0 m,232°,  6.44 m/s
25m 40s,19.0 m,235°,  6.50 m/s
25m 55s,19.0 m,251°,  6.45 m/s
26m 00s,19.0 m,234°,  7.55 m/s
26m 05s,19.1 m,240°,  7.57 m/s
26m 10s,19.1 m,240°,  8.53 m/s
26m 15s,19.1 m,231°,  9.22 m/s
26m 20s,19.1 m,234°,  8.41 m/s
26m 25s,19.0 m,235°,  9.19 m/s
26m 30s,19.0 m,246°,  8.37 m/s
26m 35s,20.0 m,242°,  7.77 m/s
26m 50s,20.0 m,239°,  7.09 m/s
26m 55s,20.0 m,249°,  7.60 m/s
27m 00s,20.0 m,247°,  6.44 m/s
27m 05s,20.1 m,249°,  6.67 m/s
27m 10s,20.1 m,242°,  7.39 m/s
27m 15s,20.1 m,250°,  8.97 m/s
27m 30s,20.0 m,242°,  7.73 m/s
27m 35s,20.0 m,244°,  6.24 m/s
27m 40s,19.9 m,243°,  6.29 m/s
27m 45s,19.8 m,250°,  6.18 m/s
27m 50s,19.8 m,253°,  7.82 m/s
27m 55s,19.7 m,252°,  6.38 m/s
28m 00s,19.7 m,242°,  7.68 m/s
28m 15s,19.6 m,245°,  7.40 m/s
28m 20s,19.7 m,240°,  7.25 m/s
28m 25s,19.8 m,241°,  6.14 m/s
28m 30s,19.9 m,244°,  7.83 m/s
28m 35s,19.9 m,248°,  8.02 m/s
28m 40s,20.0 m,243°,  8.37 m/s
28m 45s,20.1 m,247°,  7.23 m/s
29m 00s,19.8 m,247°,  9.49 m/s
29m 05s,19.8 m,249°,  11.16 m/s
29m 10s,19.7 m,241°,  7.11 m/s
29m 15s,19.6 m,252°,  6.91 m/s
29m 20s,19.5 m,252°,  6.58 m/s
29m 25s,19.4 m,248°,  7.92 m/s
29m 30s,19.4 m,245°,  6.28 m/s
29m 45s,19.3 m,247°,  7.62 m/s
29m 50s,19.4 m,239°,  7.71 m/s
29m 55s,19.4 m,245°,  7.23 m/s
30m 00s,19.5 m,248°,  7.05 m/s
30m 05s,19.5 m,250°,  7.22 m/s
30m 10s,19.6 m,246°,  8.17 m/s
30m 15s,19.6 m,239°,  7.29 m/s
30m 30s,19.2 m,245°,  8.21 m/s
30m 35s,19.2 m,250°,  6.92 m/s
30m 40s,19.2 m,239°,  6.92 m/s
30m 45s,19.1 m,243°,  7.58 m/s
30m 50s,19.1 m,247°,  7.48 m/s
30m 55s,19.1 m,250°,  7.47 m/s
31m 15s,19.0 m,239°,  7.94 m/s
31m 20s,19.0 m,245°,  7.04 m/s
31m 25s,18.9 m,240°,  7.96 m/s
31m 30s,18.9 m,247°,  7.20 m/s
31m 35s,18.9 m,254°,  7.97 m/s
31m 40s,18.9 m,244°,  7.83 m/s
31m 55s,18.7 m,226°,  8.16 m/s
32m 00s,18.8 m,245°,  7.08 m/s
32m 05s,18.8 m,247°,  7.41 m/s
32m 10s,18.8 m,238°,  6.44 m/s
32m 15s,18.9 m,244°,  6.72 m/s
32m 20s,18.9 m,243°,  6.89 m/s
32m 25s,18.9 m,239°,  5.27 m/s
32m 40s,19.0 m,252°,  7.25 m/s
32m 45s,18.9 m,246°,  6.53 m/s
32m 50s,18.8 m,246°,  7.79 m/s
32m 55s,18.8 m,243°,  9.77 m/s
33m 00s,18.8 m,235°,  8.79 m/s
33m 05s,18.7 m,233°,  7.53 m/s
33m 10s,18.6 m,240°,  7.53 m/s
33m 25s,19.4 m,244°,  6.39 m/s
33m 30s,19.6 m,242°,  7.23 m/s
33m 35s,19.5 m,239°,  9.06 m/s
33m 40s,19.4 m,246°,  7.26 m/s
33m 45s,19.3 m,246°,  6.95 m/s
33m 50s,19.2 m,239°,  6.83 m/s
33m 55s,19.1 m,242°,  8.26 m/s
34m 40s,1.3 m,283°,  1.17 m/s
