Flight time,Altitude,Wind Direction,Wind Speed
17m 20s,8.7 m,222°,  5.86 m/s
17m 35s,8.5 m,228°,  5.65 m/s
17m 40s,8.4 m,226°,  5.67 m/s
18m 00s,8.5 m,231°,  5.01 m/s
18m 05s,8.7 m,233°,  4.82 m/s
18m 20s,8.8 m,210°,  6.53 m/s
18m 25s,8.6 m,228°,  6.18 m/s
18m 30s,8.4 m,230°,  4.94 m/s
18m 45s,8.5 m,251°,  4.78 m/s
18m 50s,8.7 m,230°,  4.96 m/s
18m 55s,8.9 m,231°,  4.56 m/s
19m 10s,8.9 m,222°,  4.84 m/s
19m 15s,8.7 m,230°,  5.51 m/s
19m 20s,8.4 m,234°,  5.46 m/s
19m 35s,8.7 m,254°,  4.35 m/s
19m 40s,8.9 m,233°,  5.31 m/s
19m 45s,9.1 m,238°,  5.49 m/s
20m 00s,9.0 m,232°,  5.34 m/s
20m 05s,8.7 m,228°,  5.88 m/s
20m 10s,8.5 m,228°,  5.29 m/s
20m 25s,8.7 m,239°,  4.55 m/s
20m 30s,9.0 m,234°,  5.24 m/s
20m 35s,9.2 m,243°,  4.91 m/s
20m 50s,8.9 m,228°,  4.65 m/s
20m 55s,8.7 m,234°,  5.10 m/s
21m 00s,8.5 m,225°,  5.22 m/s
21m 15s,8.9 m,231°,  5.36 m/s
21m 20s,9.1 m,237°,  5.80 m/s
21m 25s,9.2 m,230°,  4.22 m/s
21m 40s,9.0 m,237°,  6.87 m/s
21m 45s,8.8 m,232°,  4.92 m/s
22m 05s,8.9 m,231°,  5.53 m/s
22m 10s,9.1 m,239°,  5.83 m/s
22m 25s,9.2 m,222°,  7.63 m/s
22m 30s,9.0 m,229°,  5.80 m/s
22m 35s,8.8 m,231°,  7.12 m/s
22m 50s,9.0 m,247°,  5.33 m/s
22m 55s,9.1 m,232°,  5.45 m/s
23m 00s,9.2 m,233°,  5.41 m/s
23m 15s,9.1 m,224°,  7.44 m/s
23m 20s,9.1 m,229°,  4.66 m/s
23m 25s,9.0 m,227°,  6.10 m/s
23m 40s,9.1 m,244°,  6.30 m/s
23m 45s,9.2 m,231°,  4.87 m/s
23m 50s,9.2 m,231°,  5.31 m/s
24m 05s,9.2 m,232°,  5.17 m/s
24m 10s,9.1 m,229°,  5.62 m/s
24m 15s,9.0 m,228°,  7.13 m/s
24m 30s,9.2 m,235°,  5.26 m/s
24m 35s,9.2 m,238°,  4.96 m/s
24m 40s,9.3 m,240°,  5.83 m/s
24m 55s,9.3 m,232°,  7.15 m/s
25m 00s,9.2 m,230°,  5.52 m/s
25m 05s,9.1 m,226°,  6.73 m/s
25m 20s,9.3 m,228°,  5.29 m/s
25m 25s,9.3 m,228°,  5.42 m/s
25m 45s,9.3 m,233°,  4.70 m/s
25m 50s,9.3 m,232°,  7.19 m/s
26m 05s,9.2 m,254°,  5.08 m/s
26m 10s,9.3 m,230°,  5.91 m/s
26m 15s,9.4 m,234°,  4.94 m/s
26m 30s,9.3 m,222°,  6.05 m/s
26m 35s,9.3 m,226°,  6.30 m/s
26m 40s,9.2 m,228°,  6.11 m/s
26m 55s,9.2 m,245°,  6.59 m/s
27m 00s,9.3 m,233°,  5.24 m/s
27m 05s,9.4 m,227°,  4.15 m/s
27m 20s,9.3 m,230°,  6.54 m/s
27m 25s,9.2 m,226°,  6.11 m/s
27m 30s,9.1 m,226°,  6.22 m/s
27m 45s,9.2 m,238°,  5.24 m/s
27m 50s,9.3 m,234°,  5.66 m/s
28m 10s,9.7 m,228°,  6.75 m/s
28m 15s,9.3 m,231°,  6.40 m/s
28m 25s,8.8 m,226°,  6.43 m/s
28m 30s,8.8 m,231°,  6.11 m/s
28m 55s,12.0 m,229°,  7.04 m/s
