TimeStamp (UTC)," ""TriggerID"""," ""Latitude"""," ""Longitude"""," ""Altitude (Meter AGL)""",Gimbal Roll," ""Gimbal Pitch"""," ""Gimbal Yaw"""," ""Drone Yaw"""," ""Combined Yaw""",HCHO (ppm),CO2 (ppm),TVOC (ppb),NO2 (ppm),C2H5OH (ppm),VOC (ppm),CO (ppm),Temp (Celcius),Pressure (pa),Altitude (meter)
UTC 221221 113439 5 9 ,11,53.32800674,5.934245586,9.55,0,0,0,338.18,338.18,0.01,413,1,146,305,262,145,9.54,100754,66.7
UTC 221221 113440 5 9 ,12,53.32805252,5.934216976,9.54,0,0,0,338.24,338.24,0.01,428,4,146,306,263,145,9.52,100759,66.7
UTC 221221 113441 5 9 ,13,53.3280983,5.934188843,9.53,0,0,0,338.47,338.47,0.01,415,2,147,306,262,146,9.52,100756,66.7
UTC 221221 113442 5 9 ,14,53.32814026,5.934161186,9.52,0,0,0,338.36,338.36,0.01,413,1,147,306,262,145,9.51,100761,66.7
UTC 221221 113443 5 9 ,15,53.32818222,5.934133053,9.51,0,0,0,338.36,338.36,0.01,413,1,147,306,261,145,9.49,100752,66.7
UTC 221221 113443 5 9 ,16,53.32822037,5.934109211,9.52,0,0,0,337.58,337.58,0.01,413,1,147,306,261,145,9.51,100756,66.7
UTC 221221 113445 5 9 ,17,53.32823563,5.934099674,9.5,0,0,0,335.5,335.5,0.01,418,2,147,306,261,145,9.51,100749,66.7
UTC 221221 113445 5 9 ,18,53.32823181,5.934102058,9.51,0,0,0,256.49,256.49,0.01,413,1,145,306,261,145,9.54,100747,66.7
UTC 221221 113447 5 9 ,19,53.328228,5.934107781,9.52,0,0,0,253.46,253.46,0.01,409,1,145,305,260,146,9.43,100729,66.7
UTC 221221 113448 5 9 ,20,53.32822037,5.934097767,9.49,0,0,0,254.33,254.33,0.01,400,0,144,305,260,144,9.31,100725,66.7
UTC 221221 113449 5 9 ,21,53.32821274,5.934066296,9.47,0,0,0,253.82,253.82,0.01,400,0,143,305,259,144,9.18,100721,66.7
UTC 221221 113450 5 9 ,22,53.32820511,5.934020996,9.45,0,0,0,253.36,253.36,0.01,408,1,141,305,258,144,9.03,100720,66.7
UTC 221221 113451 5 9 ,23,53.32819366,5.933969498,9.4,0,0,0,253.44,253.44,0.01,403,0,141,304,258,144,8.88,100716,66.7
UTC 221221 113452 5 9 ,24,53.32818604,5.933910847,9.37,0,0,0,253.3,253.3,0.01,405,0,140,305,258,144,8.71,100715,66.7
UTC 221221 113453 5 9 ,25,53.32817459,5.933845043,9.34,0,0,0,253.46,253.46,0.01,400,0,138,305,257,144,8.56,100712,66.7
UTC 221221 113454 5 9 ,26,53.32815933,5.933773518,9.29,0,0,0,253.17,253.17,0.01,400,0,139,304,256,144,8.42,100717,66.7
UTC 221221 113455 5 9 ,27,53.32814789,5.933698654,9.27,0,0,0,253.1,253.1,0.01,408,1,138,305,256,144,8.31,100711,66.7
UTC 221221 113456 5 9 ,28,53.32813263,5.933625221,9.24,0,0,0,252.83,252.83,0.01,416,2,137,305,256,143,8.18,100717,66.7
UTC 221221 113456 5 9 ,29,53.32812119,5.933550835,9.18,0,0,0,253.19,253.19,0.01,405,0,137,305,255,143,8.08,100721,66.7
UTC 221221 113458 5 9 ,30,53.32810593,5.933477879,9.18,0,0,0,253.29,253.29,0.01,400,0,137,306,255,143,8.02,100721,66.7
UTC 221221 113459 5 9 ,31,53.32809448,5.933405876,9.13,0,0,0,254.03,254.03,0.01,405,0,136,306,254,143,7.92,100731,66.7
UTC 221221 113500 5 9 ,32,53.32808685,5.93333149,9.04,0,0,0,255.01,255.01,0.01,408,1,135,305,254,143,7.84,100731,66.7
UTC 221221 113501 5 9 ,33,53.32807541,5.933259487,8.99,0,0,0,255.47,255.47,0.01,416,2,135,305,253,143,7.77,100727,66.7
UTC 221221 113502 5 9 ,34,53.32806396,5.933185101,8.93,0,0,0,256.13,256.13,0.01,402,0,135,306,253,142,7.69,100723,66.7
UTC 221221 113503 5 9 ,35,53.32805634,5.933113098,8.87,0,0,0,256.83,256.83,0.01,400,0,134,305,252,143,7.6,100729,66.7
UTC 221221 113503 5 9 ,36,53.32804489,5.933040142,8.83,0,0,0,257.37,257.37,0.01,403,0,133,305,252,143,7.54,100723,66.7
UTC 221221 113505 5 9 ,37,53.32803726,5.932974815,8.83,0,0,0,256.31,256.31,0.01,400,0,132,305,252,143,7.49,100726,66.7
UTC 221221 113506 5 9 ,38,53.32802963,5.932929993,8.75,0,0,0,246.26,246.26,0.01,414,2,132,305,251,142,7.47,100732,66.7
UTC 221221 113507 5 9 ,39,53.32801056,5.932880402,8.74,0,0,0,241.7,241.7,0.01,406,0,132,305,251,142,7.45,100733,66.7
UTC 221221 113508 5 9 ,40,53.32800674,5.932833195,8.76,0,0,0,304.62,304.62,0.01,406,0,133,306,251,143,7.41,100752,66.7
UTC 221221 113509 5 9 ,41,53.32802963,5.932824135,8.55,0,0,0,3.84,3.84,0.01,414,2,133,306,250,142,7.49,100762,66.7
UTC 221221 113510 5 9 ,42,53.32804871,5.932852745,8.56,0,0,0,72.92,72.92,0.01,422,3,132,306,250,143,7.56,100794,66.7
UTC 221221 113511 5 9 ,43,53.32805252,5.932890892,8.61,0,0,0,91.18,91.18,0.01,435,5,133,306,249,143,7.62,100789,66.7
UTC 221221 113512 5 9 ,44,53.32804871,5.932936668,8.69,0,0,0,90.33,90.33,0.01,439,5,132,306,249,142,7.67,100791,66.7
UTC 221221 113513 5 9 ,45,53.32805252,5.932991028,8.75,0,0,0,75.23,75.23,0.01,435,5,132,306,249,142,7.72,100784,66.7
UTC 221221 113514 5 9 ,46,53.32806015,5.933041573,8.77,0,0,0,73,73,0.01,439,5,131,307,249,142,7.78,100784,66.7
UTC 221221 113515 5 9 ,47,53.32807159,5.933102608,8.83,0,0,0,73.62,73.62,0.01,443,6,132,307,248,143,7.82,100786,66.7
UTC 221221 113516 5 9 ,48,53.32808304,5.933170795,8.86,0,0,0,73.39,73.39,0.01,450,7,131,307,248,142,7.88,100788,66.7
UTC 221221 113517 5 9 ,49,53.32809448,5.933246136,8.92,0,0,0,73.47,73.47,0.01,454,8,131,306,247,142,7.92,100785,66.7
UTC 221221 113518 5 9 ,50,53.32810974,5.933319092,8.98,0,0,0,73.24,73.24,0.01,443,6,131,306,248,143,7.94,100783,66.7
UTC 221221 113519 5 9 ,51,53.32812119,5.933389664,9.02,0,0,0,73.49,73.49,0.01,445,6,130,306,247,142,7.98,100783,66.7
UTC 221221 113520 5 9 ,52,53.32813263,5.933464527,9.08,0,0,0,73.64,73.64,0.01,450,7,130,307,247,143,7.99,100783,66.7
UTC 221221 113521 5 9 ,53,53.32814789,5.933539391,9.13,0,0,0,73.66,73.66,0.01,450,7,130,306,246,142,8.03,100779,66.7
UTC 221221 113521 5 9 ,54,53.32815933,5.933611393,9.19,0,0,0,73.67,73.67,0.01,459,8,130,307,246,142,8.05,100779,66.7
UTC 221221 113521 5 9 ,55,53.32817078,5.933684349,9.25,0,0,0,73.58,73.58,0.01,450,7,129,306,245,142,8.08,100778,66.7
UTC 221221 113524 5 9 ,56,53.32818604,5.933754921,9.3,0,0,0,73.72,73.72,0.01,450,7,129,306,245,142,8.1,100780,66.7
UTC 221221 113525 5 9 ,57,53.32819748,5.9338274,9.34,0,0,0,73.42,73.42,0.01,445,6,129,306,244,142,8.11,100781,66.7
UTC 221221 113526 5 9 ,58,53.32820892,5.93390131,9.38,0,0,0,73.65,73.65,0.01,445,6,128,306,244,142,8.14,100781,66.7
UTC 221221 113527 5 9 ,59,53.32822418,5.933972359,9.44,0,0,0,73.56,73.56,0.01,459,8,128,307,244,142,8.15,100777,66.7
UTC 221221 113527 5 9 ,60,53.32823563,5.934043884,9.48,0,0,0,74.73,74.73,0.01,455,8,127,306,243,141,8.17,100772,66.7
UTC 221221 113527 5 9 ,61,53.32824326,5.934094429,9.5,0,0,0,74.75,74.75,0.01,454,8,127,306,242,141,8.2,100773,66.7
UTC 221221 113530 5 9 ,62,53.32825089,5.934109211,9.5,0,0,0,32.78,32.78,0.01,454,8,127,305,242,142,8.23,100766,66.7
UTC 221221 113531 5 9 ,63,53.32826233,5.934100151,9.51,0,0,0,338.93,338.93,0.01,443,6,127,306,242,142,8.24,100740,66.7
UTC 221221 113532 5 9 ,64,53.32826614,5.934076786,9.52,0,0,0,273.7,273.7,0.01,454,8,127,306,242,142,8.28,100731,66.7
UTC 221221 113533 5 9 ,65,53.32826233,5.934048653,9.54,0,0,0,254.44,254.44,0.01,450,7,127,307,241,142,8.18,100730,66.7
UTC 221221 113534 5 9 ,66,53.32825851,5.934008598,9.51,0,0,0,253.8,253.8,0.01,439,5,127,307,241,142,8.07,100719,66.7
UTC 221221 113534 5 9 ,67,53.32824707,5.933951855,9.47,0,0,0,253.23,253.23,0.01,443,6,126,307,241,142,8,100730,66.7
UTC 221221 113534 5 9 ,68,53.32823563,5.933887959,9.4,0,0,0,253.36,253.36,0.01,424,3,126,306,241,142,7.9,100722,66.7
UTC 221221 113537 5 9 ,69,53.32822418,5.933817864,9.35,0,0,0,253.05,253.05,0.01,418,2,126,307,240,143,7.81,100721,66.7
UTC 221221 113538 5 9 ,70,53.32820892,5.933743477,9.32,0,0,0,252.78,252.78,0.01,415,2,126,306,241,143,7.72,100724,66.7
UTC 221221 113539 5 9 ,71,53.32819748,5.93366909,9.25,0,0,0,253.21,253.21,0.01,415,2,126,307,240,141,7.64,100719,66.7
UTC 221221 113540 5 9 ,72,53.32818604,5.933598995,9.2,0,0,0,252.98,252.98,0.01,418,2,126,307,240,142,7.57,100730,66.7
UTC 221221 113541 5 9 ,73,53.32817078,5.933522224,9.17,0,0,0,252.98,252.98,0,415,2,125,307,240,142,7.51,100722,66.7
UTC 221221 113542 5 9 ,74,53.32815933,5.933452606,9.14,0,0,0,252.97,252.97,0,410,1,125,308,240,142,7.45,100724,66.7
UTC 221221 113543 5 9 ,75,53.32814789,5.933380604,9.07,0,0,0,253.52,253.52,0,406,0,125,306,239,142,7.38,100720,66.7
UTC 221221 113544 5 9 ,76,53.32813644,5.933308125,9.01,0,0,0,253.76,253.76,0,403,0,123,305,238,141,7.32,100719,66.7
UTC 221221 113545 5 9 ,77,53.328125,5.933237076,8.97,0,0,0,253.63,253.63,0,414,2,123,306,238,141,7.27,100718,66.7
UTC 221221 113545 5 9 ,78,53.32810974,5.933160305,8.92,0,0,0,253.58,253.58,0,410,1,122,306,237,142,7.23,100723,66.7
UTC 221221 113545 5 9 ,79,53.3280983,5.933089733,8.88,0,0,0,253.5,253.5,0,406,0,123,307,236,141,7.2,100721,66.7
UTC 221221 113548 5 9 ,80,53.32808304,5.9330163,8.83,0,0,0,253.18,253.18,0,401,0,122,307,236,141,7.15,100725,66.7
UTC 221221 113549 5 9 ,81,53.32807159,5.932943821,8.78,0,0,0,252.73,252.73,0,401,0,122,307,236,142,7.12,100731,66.7
UTC 221221 113550 5 9 ,82,53.32806015,5.932871819,8.75,0,0,0,252.4,252.4,0,407,1,122,307,237,141,7.1,100745,66.7
UTC 221221 113551 5 9 ,83,53.32804489,5.932797909,8.7,0,0,0,252.64,252.64,0,416,2,122,308,237,141,7.07,100747,66.7
UTC 221221 113552 5 9 ,84,53.32803345,5.932725906,8.66,0,0,0,252.34,252.34,0,407,1,122,307,236,141,7.04,100739,66.7
UTC 221221 113553 5 9 ,85,53.32802582,5.932677269,8.65,0,0,0,252.82,252.82,0,411,1,122,308,236,142,7.03,100738,66.7
UTC 221221 113554 5 9 ,86,53.32802582,5.932659149,8.57,0,0,0,294.63,294.63,0.01,416,2,122,307,235,141,7.06,100751,66.7
UTC 221221 113555 5 9 ,87,53.32804108,5.932655811,8.54,0,0,0,344.5,344.5,0.01,420,3,122,308,235,142,7.14,100765,66.7
UTC 221221 113556 5 9 ,88,53.32805634,5.932672501,8.59,0,0,0,58.82,58.82,0.01,441,6,123,307,235,141,7.22,100792,66.7
UTC 221221 113556 5 9 ,89,53.32806015,5.932698727,8.62,0,0,0,72.53,72.53,0.01,435,5,122,307,235,141,7.3,100784,66.7
UTC 221221 113558 5 9 ,90,53.32806778,5.932741165,8.65,0,0,0,73.27,73.27,0.01,436,5,122,307,234,141,7.36,100788,66.7
UTC 221221 113559 5 9 ,91,53.32807541,5.932793617,8.68,0,0,0,73.43,73.43,0.01,436,5,122,307,234,141,7.41,100789,66.7
UTC 221221 113600 5 9 ,92,53.32808304,5.93285656,8.72,0,0,0,73.54,73.54,0.01,444,6,123,308,234,141,7.45,100782,66.7
UTC 221221 113601 5 9 ,93,53.3280983,5.932926655,8.78,0,0,0,73.39,73.39,0.01,455,8,122,308,234,141,7.48,100785,66.7
UTC 221221 113602 5 9 ,94,53.32810974,5.933001041,8.85,0,0,0,73.22,73.22,0.01,446,7,122,308,234,141,7.51,100784,66.7
UTC 221221 113603 5 9 ,95,53.32812119,5.933075428,8.88,0,0,0,73.49,73.49,0.01,444,6,122,308,233,142,7.56,100786,66.7
UTC 221221 113604 5 9 ,96,53.32813644,5.933149338,8.94,0,0,0,73.34,73.34,0.01,444,6,122,308,232,141,7.59,100784,66.7
UTC 221221 113605 5 9 ,97,53.32814789,5.933220863,9,0,0,0,73.54,73.54,0.01,444,6,121,308,233,141,7.62,100791,66.7
UTC 221221 113606 5 9 ,98,53.32816315,5.933295727,9.04,0,0,0,73.88,73.88,0.01,455,8,122,308,232,141,7.65,100787,66.7
UTC 221221 113607 5 9 ,99,53.32817459,5.933368683,9.09,0,0,0,73.73,73.73,0.01,455,8,122,307,232,141,7.67,100782,66.7
UTC 221221 113608 5 9 ,100,53.32818604,5.933440685,9.14,0,0,0,73.63,73.63,0.01,446,7,122,308,232,141,7.71,100780,66.7
UTC 221221 113609 5 9 ,101,53.32819748,5.933512688,9.19,0,0,0,73.45,73.45,0.01,446,7,122,307,232,141,7.74,100772,66.7
UTC 221221 113610 5 9 ,102,53.32820892,5.933582783,9.24,0,0,0,73.45,73.45,0.01,446,7,122,308,231,141,7.77,100771,66.7
UTC 221221 113610 5 9 ,103,53.32822418,5.933657646,9.29,0,0,0,73.73,73.73,0.01,455,8,121,308,231,141,7.79,100777,66.7
UTC 221221 113612 5 9 ,104,53.32823563,5.933731079,9.31,0,0,0,73.75,73.75,0.01,463,9,121,308,230,140,7.82,100780,66.7
UTC 221221 113613 5 9 ,105,53.32824707,5.933804512,9.38,0,0,0,73.85,73.85,0.01,455,8,120,307,229,141,7.85,100778,66.7
UTC 221221 113614 5 9 ,106,53.32826233,5.933876991,9.43,0,0,0,73.53,73.53,0.01,455,8,121,307,230,141,7.88,100777,66.7
UTC 221221 113615 5 9 ,107,53.32827377,5.93394804,9.48,0,0,0,73.69,73.69,0.01,456,8,120,307,229,140,7.89,100778,66.7
UTC 221221 113616 5 9 ,108,53.32828522,5.934018612,9.54,0,0,0,74.48,74.48,0.01,460,9,121,308,229,141,7.91,100774,66.7
UTC 221221 113617 5 9 ,109,53.32829285,5.934068203,9.55,0,0,0,74.7,74.7,0.01,472,10,120,308,229,140,7.92,100780,66.7
UTC 221221 113618 5 9 ,110,53.32830048,5.934085846,9.56,0,0,0,38.49,38.49,0.01,456,8,120,306,229,141,7.95,100757,66.7
UTC 221221 113619 5 9 ,111,53.32831192,5.934076786,9.59,0,0,0,341.29,341.29,0.01,446,7,121,308,229,141,7.95,100736,66.7
UTC 221221 113620 5 9 ,112,53.32831955,5.934051037,9.6,0,0,0,273.69,273.69,0.01,446,7,121,308,228,141,7.99,100728,66.7
UTC 221221 113620 5 9 ,113,53.32831573,5.934023857,9.61,0,0,0,254.75,254.75,0.01,444,6,121,308,228,140,7.91,100727,66.7
UTC 221221 113622 5 9 ,114,53.32830811,5.933982849,9.56,0,0,0,253.53,253.53,0.01,444,6,121,308,228,141,7.82,100729,66.7
UTC 221221 113623 5 9 ,115,53.32830048,5.933929443,9.53,0,0,0,253.81,253.81,0.01,435,5,120,307,227,140,7.71,100717,66.7
UTC 221221 113624 5 9 ,116,53.32828903,5.933867931,9.48,0,0,0,253.64,253.64,0.01,420,3,120,308,228,140,7.63,100714,66.7
UTC 221221 113625 5 9 ,117,53.32827759,5.933800221,9.43,0,0,0,253.34,253.34,0.01,420,3,119,308,227,140,7.55,100721,66.7
UTC 221221 113626 5 9 ,118,53.32826233,5.933722019,9.41,0,0,0,252.85,252.85,0.01,420,3,119,308,227,141,7.49,100714,66.7
UTC 221221 113627 5 9 ,119,53.32825089,5.933648109,9.36,0,0,0,253.13,253.13,0.01,423,3,119,307,226,141,7.41,100712,66.7
UTC 221221 113628 5 9 ,120,53.32823944,5.93357563,9.3,0,0,0,253.21,253.21,0.01,416,2,118,308,226,140,7.35,100718,66.7
UTC 221221 113628 5 9 ,121,53.32822418,5.933502197,9.24,0,0,0,253.31,253.31,0.01,415,2,119,307,227,141,7.29,100730,66.7
UTC 221221 113630 5 9 ,122,53.32821274,5.933427811,9.19,0,0,0,253.27,253.27,0.01,411,1,118,308,226,140,7.25,100724,66.7
UTC 221221 113631 5 9 ,123,53.32820129,5.933355808,9.15,0,0,0,253.69,253.69,0.01,405,0,118,307,226,140,7.19,100716,66.7
UTC 221221 113632 5 9 ,124,53.32818604,5.933283806,9.11,0,0,0,253.27,253.27,0.01,411,1,117,307,225,140,7.13,100720,66.7
UTC 221221 113633 5 9 ,125,53.32817459,5.933211327,9.06,0,0,0,252.68,252.68,0.01,420,3,117,308,225,140,7.11,100727,66.7
UTC 221221 113634 5 9 ,126,53.32815933,5.933138371,9,0,0,0,252.62,252.62,0.01,407,1,117,309,225,140,7.07,100732,66.7
UTC 221221 113635 5 9 ,127,53.32814789,5.933066368,8.93,0,0,0,252.77,252.77,0.01,405,0,117,308,225,141,7.02,100730,66.7
UTC 221221 113635 5 9 ,128,53.32813644,5.932991982,8.89,0,0,0,253.55,253.55,0.01,405,0,117,308,224,141,7,100723,66.7
UTC 221221 113637 5 9 ,129,53.328125,5.932920456,8.82,0,0,0,253.64,253.64,0.01,407,1,117,308,224,140,6.99,100726,66.7
UTC 221221 113638 5 9 ,130,53.32811356,5.932847977,8.79,0,0,0,253.41,253.41,0.01,420,3,116,309,224,140,6.97,100723,66.7
UTC 221221 113639 5 9 ,131,53.3280983,5.932775974,8.72,0,0,0,253.36,253.36,0.01,407,1,116,308,224,140,6.95,100730,66.7
UTC 221221 113640 5 9 ,132,53.32808685,5.93270731,8.69,0,0,0,252.48,252.48,0.01,405,0,117,308,224,140,6.93,100729,66.7
UTC 221221 113641 5 9 ,133,53.32807541,5.93265152,8.68,0,0,0,252.27,252.27,0.01,407,1,116,308,223,140,6.92,100735,66.7
UTC 221221 113642 5 9 ,134,53.32807541,5.932631016,8.6,0,0,0,284.71,284.71,0.01,415,2,116,309,223,141,6.93,100758,66.7
UTC 221221 113643 5 9 ,135,53.32809067,5.932625771,8.55,0,0,0,339.98,339.98,0.01,425,3,116,309,223,140,7.02,100755,66.7
UTC 221221 113643 5 9 ,136,53.32810211,5.932638645,8.58,0,0,0,47.65,47.65,0.01,425,3,116,308,223,141,7.09,100790,66.7
UTC 221221 113645 5 9 ,137,53.32810974,5.932664394,8.62,0,0,0,72.48,72.48,0.01,432,4,117,309,222,140,7.14,100791,66.7
UTC 221221 113646 5 9 ,138,53.32811737,5.932704449,8.65,0,0,0,73.31,73.31,0.01,435,5,117,308,222,140,7.21,100792,66.7
UTC 221221 113647 5 9 ,139,53.328125,5.93275547,8.69,0,0,0,73.19,73.19,0.01,436,5,116,309,222,140,7.25,100792,66.7
UTC 221221 113648 5 9 ,140,53.32813263,5.932816982,8.74,0,0,0,73.46,73.46,0.01,451,7,115,307,222,140,7.31,100788,66.7
UTC 221221 113649 5 9 ,141,53.32814407,5.932887554,8.81,0,0,0,73.68,73.68,0.01,446,7,115,308,221,140,7.34,100783,66.7
UTC 221221 113650 5 9 ,142,53.32815933,5.932958126,8.87,0,0,0,73.19,73.19,0.01,441,6,115,308,221,140,7.37,100787,66.7
UTC 221221 113651 5 9 ,143,53.32817078,5.93303442,8.94,0,0,0,73.29,73.29,0.01,441,6,114,308,220,140,7.41,100783,66.7
UTC 221221 113652 5 9 ,144,53.32818604,5.933107376,8.99,0,0,0,73.57,73.57,0.01,444,6,116,309,220,140,7.45,100788,66.7
UTC 221221 113652 5 9 ,145,53.32819748,5.933184147,9.06,0,0,0,73.79,73.79,0.01,451,7,115,308,221,140,7.48,100786,66.7
UTC 221221 113654 5 9 ,146,53.32820892,5.933255673,9.12,0,0,0,73.82,73.82,0.01,456,8,115,307,220,139,7.52,100788,66.7
UTC 221221 113655 5 9 ,147,53.32822037,5.933325768,9.18,0,0,0,73.7,73.7,0.01,446,7,114,308,220,140,7.57,100785,66.7
UTC 221221 113656 5 9 ,148,53.32823563,5.933399677,9.23,0,0,0,73.75,73.75,0.01,446,7,115,308,219,139,7.6,100789,66.7
UTC 221221 113657 5 9 ,149,53.32824707,5.933474541,9.3,0,0,0,73.62,73.62,0.01,451,7,114,308,219,139,7.63,100783,66.7
UTC 221221 113657 5 9 ,150,53.32825851,5.93354702,9.36,0,0,0,73.77,73.77,0.01,455,8,113,307,219,140,7.67,100780,66.7
UTC 221221 113659 5 9 ,151,53.32827377,5.933619499,9.41,0,0,0,73.87,73.87,0.01,455,8,114,308,218,139,7.7,100777,66.7
UTC 221221 113700 5 9 ,152,53.32828522,5.933691025,9.45,0,0,0,73.99,73.99,0.01,455,8,114,308,218,140,7.73,100775,66.7
UTC 221221 113701 5 9 ,153,53.32829666,5.933759213,9.51,0,0,0,73.7,73.7,0.01,463,9,114,308,218,140,7.75,100773,66.7
UTC 221221 113702 5 9 ,154,53.32830811,5.933833599,9.58,0,0,0,73.64,73.64,0.01,460,9,115,308,218,140,7.76,100774,66.7
UTC 221221 113703 5 9 ,155,53.32831955,5.933903694,9.64,0,0,0,73.49,73.49,0.01,455,8,114,308,218,140,7.78,100772,66.7
UTC 221221 113704 5 9 ,156,53.32833481,5.933977604,9.69,0,0,0,74.2,74.2,0.01,460,9,114,308,218,140,7.8,100775,66.7
UTC 221221 113705 5 9 ,157,53.32834625,5.934035301,9.71,0,0,0,74.88,74.88,0.01,456,8,114,308,217,140,7.82,100771,66.7
UTC 221221 113706 5 9 ,158,53.32835007,5.934057713,9.72,0,0,0,49.27,49.27,0.01,463,9,114,307,217,139,7.85,100761,66.7
UTC 221221 113707 5 9 ,159,53.32836151,5.934051514,9.8,0,0,0,345.25,345.25,0.01,456,8,114,308,218,140,7.87,100745,66.7
UTC 221221 113708 5 9 ,160,53.32836914,5.934027195,9.83,0,0,0,285.82,285.82,0.01,451,7,115,308,218,140,7.92,100744,66.7
UTC 221221 113709 5 9 ,161,53.32836914,5.934000015,9.83,0,0,0,254.31,254.31,0.01,451,7,114,308,217,140,7.87,100730,66.7
UTC 221221 113710 5 9 ,162,53.32836151,5.933961391,9.8,0,0,0,254.19,254.19,0.01,446,7,115,308,216,140,7.8,100724,66.7
UTC 221221 113711 5 9 ,163,53.32835388,5.933907509,9.74,0,0,0,253.45,253.45,0.01,441,6,114,309,217,140,7.72,100723,66.7
UTC 221221 113712 5 9 ,164,53.32834244,5.933847904,9.69,0,0,0,253.31,253.31,0.01,444,6,114,309,217,139,7.63,100721,66.7
UTC 221221 113713 5 9 ,165,53.32832718,5.933775425,9.63,0,0,0,253.1,253.1,0.01,425,3,114,309,217,140,7.55,100724,66.7
UTC 221221 113714 5 9 ,166,53.32831573,5.933701038,9.57,0,0,0,252.89,252.89,0.01,420,3,114,309,217,140,7.49,100716,66.7
UTC 221221 113715 5 9 ,167,53.32830429,5.933629513,9.49,0,0,0,253.29,253.29,0.01,423,3,114,309,216,140,7.42,100721,66.7
UTC 221221 113716 5 9 ,168,53.32828903,5.933554649,9.42,0,0,0,253.55,253.55,0.01,420,3,113,308,216,140,7.35,100725,66.7
UTC 221221 113717 5 9 ,169,53.32827759,5.933482647,9.36,0,0,0,253.28,253.28,0.01,432,4,113,308,216,140,7.29,100724,66.7
UTC 221221 113718 5 9 ,170,53.32826614,5.933407307,9.3,0,0,0,252.86,252.86,0.01,411,1,113,308,216,140,7.23,100727,66.7
UTC 221221 113719 5 9 ,171,53.32825089,5.933335304,9.25,0,0,0,252.92,252.92,0.01,411,1,113,308,216,140,7.18,100728,66.7
UTC 221221 113720 5 9 ,172,53.32823944,5.933263779,9.18,0,0,0,253.06,253.06,0.01,411,1,112,309,215,139,7.12,100723,66.7
UTC 221221 113721 5 9 ,173,53.328228,5.933189869,9.12,0,0,0,253.19,253.19,0.01,407,1,112,308,215,139,7.08,100726,66.7
UTC 221221 113722 5 9 ,174,53.32821274,5.933120728,9.06,0,0,0,253.29,253.29,0.01,415,2,112,307,214,140,7.04,100727,66.7
UTC 221221 113723 5 9 ,175,53.32820129,5.933048725,8.99,0,0,0,253.57,253.57,0.01,407,1,112,307,214,140,6.98,100723,66.7
UTC 221221 113724 5 9 ,176,53.32818985,5.932972908,8.93,0,0,0,253.78,253.78,0.01,405,0,112,308,214,139,6.95,100723,66.7
UTC 221221 113725 5 9 ,177,53.32817841,5.932902336,8.89,0,0,0,253.18,253.18,0.01,401,0,112,309,214,140,6.92,100727,66.7
UTC 221221 113726 5 9 ,178,53.32816315,5.932827473,8.83,0,0,0,253.83,253.83,0.01,405,0,111,308,213,139,6.89,100720,66.7
UTC 221221 113727 5 9 ,179,53.3281517,5.932758331,8.75,0,0,0,254.1,254.1,0.01,411,1,110,308,213,140,6.87,100725,66.7
UTC 221221 113728 5 9 ,180,53.32814026,5.932686329,8.71,0,0,0,252.59,252.59,0.01,411,1,111,308,213,139,6.85,100730,66.7
UTC 221221 113729 5 9 ,181,53.32812881,5.932627678,8.7,0,0,0,251.79,251.79,0.01,405,0,110,308,213,139,6.84,100729,66.7
