TimeStamp (UTC)," ""TriggerID"""," ""Latitude"""," ""Longitude"""," ""Altitude (Meter AGL)""",Gimbal Roll," ""Gimbal Pitch"""," ""Gimbal Yaw"""," ""Drone Yaw"""," ""Combined Yaw""",HCHO (ppm),CO2 (ppm),TVOC (ppb),NO2 (ppm),C2H5OH (ppm),VOC (ppm),CO (ppm),Temp (Celcius),Pressure (pa),Altitude (meter)
UTC 221221 121310 5 9 ,24,53.32806778,5.935041428,18.85,0,0,0,69.12,69.12,0.01,451,7,87,321,147,147,10.24,100602,75.07
UTC 221221 121311 5 9 ,25,53.32808685,5.93511343,18.84,0,0,0,69.2,69.2,0.01,447,7,86,320,147,147,10.22,100607,75.07
UTC 221221 121312 5 9 ,26,53.32810211,5.935181141,18.83,0,0,0,69.68,69.68,0.01,442,6,87,320,147,147,10.2,100604,75.07
UTC 221221 121312 5 9 ,27,53.32811737,5.93525362,18.86,0,0,0,69.62,69.62,0.01,442,6,86,321,147,147,10.13,100604,75.07
UTC 221221 121314 5 9 ,28,53.32813263,5.935325623,18.85,0,0,0,69.73,69.73,0.01,442,6,86,321,146,147,10.11,100603,75.07
UTC 221221 121315 5 9 ,29,53.32814789,5.935398102,18.81,0,0,0,69.1,69.1,0.01,444,6,86,320,146,148,10.09,100604,75.07
UTC 221221 121316 5 9 ,30,53.32816696,5.935471535,18.81,0,0,0,69.45,69.45,0.01,451,7,86,321,146,148,10.06,100610,75.07
UTC 221221 121317 5 9 ,31,53.32818222,5.935540676,18.82,0,0,0,69.98,69.98,0.01,444,6,85,320,145,148,10.1,100608,75.07
UTC 221221 121318 5 9 ,32,53.32819366,5.93558979,18.81,0,0,0,70.12,70.12,0.01,442,6,86,321,145,147,10.07,100608,75.07
UTC 221221 121319 5 9 ,33,53.32819366,5.935596466,18.79,0,0,0,21.67,21.67,0.01,438,5,85,317,145,148,10.05,100583,83.45
UTC 221221 121320 5 9 ,34,53.32819366,5.935589314,18.8,0,0,0,293.91,293.91,0.01,433,5,85,321,145,148,10.03,100576,83.45
UTC 221221 121321 5 9 ,35,53.32819366,5.935584545,18.81,0,0,0,256.73,256.73,0.01,442,6,85,321,145,147,9.99,100566,83.45
UTC 221221 121322 5 9 ,36,53.32818985,5.935572147,18.82,0,0,0,256.07,256.07,0.01,423,3,85,321,145,147,9.86,100565,83.45
UTC 221221 121323 5 9 ,37,53.32818604,5.935542584,18.84,0,0,0,255.93,255.93,0.01,421,3,84,321,145,147,9.74,100559,83.45
UTC 221221 121324 5 9 ,38,53.32817841,5.935495377,18.81,0,0,0,254.96,254.96,0.01,421,3,84,320,145,147,9.63,100565,83.45
UTC 221221 121325 5 9 ,39,53.32816696,5.935441494,18.83,0,0,0,254.87,254.87,0.01,413,1,83,321,144,147,9.52,100561,83.45
UTC 221221 121326 5 9 ,40,53.32815933,5.935379982,18.8,0,0,0,255.18,255.18,0.01,421,3,83,321,144,146,9.42,100557,83.45
UTC 221221 121327 5 9 ,41,53.32814789,5.935308456,18.77,0,0,0,255.4,255.4,0.01,407,1,82,321,144,147,9.26,100550,83.45
UTC 221221 121328 5 9 ,42,53.32814026,5.935231686,18.71,0,0,0,256.2,256.2,0.01,400,0,82,321,143,147,9.1,100531,83.45
UTC 221221 121329 5 9 ,43,53.32812881,5.935154438,18.69,0,0,0,256.38,256.38,0.01,403,0,82,320,143,146,8.97,100532,83.45
UTC 221221 121330 5 9 ,44,53.32812119,5.935081959,18.69,0,0,0,256.28,256.28,0.01,400,0,81,321,143,146,8.84,100530,83.45
UTC 221221 121331 5 9 ,45,53.32810974,5.93500948,18.7,0,0,0,255.94,255.94,0.01,400,0,81,321,143,147,8.73,100542,83.45
UTC 221221 121332 5 9 ,46,53.3280983,5.934935093,18.71,0,0,0,255.34,255.34,0.01,408,1,81,322,143,146,8.66,100546,83.45
UTC 221221 121333 5 9 ,47,53.32808685,5.934861183,18.7,0,0,0,255.54,255.54,0.01,403,0,80,322,143,147,8.59,100546,83.45
UTC 221221 121334 5 9 ,48,53.32807541,5.934783936,18.65,0,0,0,255.26,255.26,0.01,403,0,80,322,143,146,8.53,100545,83.45
UTC 221221 121335 5 9 ,49,53.32806396,5.934714317,18.65,0,0,0,255.32,255.32,0.01,408,1,80,321,143,146,8.47,100544,83.45
UTC 221221 121336 5 9 ,50,53.32805252,5.934641361,18.61,0,0,0,255.44,255.44,0.01,405,0,80,322,142,146,8.38,100529,83.45
UTC 221221 121337 5 9 ,51,53.32804108,5.934568882,18.58,0,0,0,255.98,255.98,0.01,413,1,79,321,142,147,8.33,100534,83.45
UTC 221221 121338 5 9 ,52,53.32802963,5.934495449,18.56,0,0,0,255.94,255.94,0.01,400,0,79,321,141,146,8.28,100542,83.45
UTC 221221 121339 5 9 ,53,53.328022,5.934422493,18.54,0,0,0,255.96,255.96,0.01,400,0,78,323,141,146,8.23,100537,83.45
UTC 221221 121340 5 9 ,54,53.32801056,5.934348583,18.51,0,0,0,255.2,255.2,0.01,400,0,78,322,141,146,8.19,100547,83.45
UTC 221221 121341 5 9 ,55,53.3279953,5.93427515,18.49,0,0,0,255.15,255.15,0.01,400,0,77,322,141,146,8.14,100544,83.45
UTC 221221 121342 5 9 ,56,53.32798386,5.934201717,18.48,0,0,0,255.23,255.23,0.01,411,1,76,321,141,146,8.1,100543,83.45
UTC 221221 121343 5 9 ,57,53.32797623,5.934129238,18.46,0,0,0,255.09,255.09,0.01,400,0,76,323,141,146,8.07,100544,83.45
UTC 221221 121344 5 9 ,58,53.32796097,5.934053421,18.45,0,0,0,255.22,255.22,0.01,402,0,76,323,141,146,8.03,100540,83.45
UTC 221221 121345 5 9 ,59,53.32795334,5.933982372,18.4,0,0,0,255.95,255.95,0.01,400,0,77,322,140,145,7.98,100539,83.45
UTC 221221 121346 5 9 ,60,53.32794189,5.933908939,18.39,0,0,0,256.51,256.51,0.01,400,0,76,322,140,146,7.94,100528,83.45
UTC 221221 121347 5 9 ,61,53.32793427,5.933838368,18.35,0,0,0,256.84,256.84,0.01,410,1,76,322,140,145,7.92,100528,83.45
UTC 221221 121348 5 9 ,62,53.32792282,5.933764458,18.34,0,0,0,256.31,256.31,0.01,406,0,75,323,140,146,7.9,100532,83.45
UTC 221221 121349 5 9 ,63,53.32791138,5.933688164,18.32,0,0,0,256.12,256.12,0.01,403,0,75,322,140,146,7.89,100533,83.45
UTC 221221 121350 5 9 ,64,53.32789993,5.933616638,18.29,0,0,0,256.08,256.08,0.01,400,0,74,322,140,145,7.86,100531,83.45
UTC 221221 121351 5 9 ,65,53.32788849,5.933546066,18.3,0,0,0,255.95,255.95,0.01,403,0,75,323,140,145,7.84,100528,83.45
UTC 221221 121352 5 9 ,66,53.32787704,5.933473587,18.31,0,0,0,254.9,254.9,0.01,406,0,74,323,139,145,7.83,100545,83.45
UTC 221221 121353 5 9 ,67,53.3278656,5.933400631,18.27,0,0,0,255.14,255.14,0.01,414,2,74,323,139,145,7.79,100532,83.45
UTC 221221 121354 5 9 ,68,53.32785416,5.933325291,18.21,0,0,0,255.51,255.51,0.01,403,0,74,323,139,145,7.76,100540,83.45
UTC 221221 121355 5 9 ,69,53.32784653,5.933256626,18.18,0,0,0,256.29,256.29,0.01,400,0,73,322,139,145,7.74,100523,83.45
UTC 221221 121356 5 9 ,70,53.32783508,5.933182716,18.17,0,0,0,256.33,256.33,0.01,400,0,73,323,139,146,7.72,100528,83.45
UTC 221221 121357 5 9 ,71,53.32782364,5.933110237,18.17,0,0,0,255.97,255.97,0.01,400,0,74,322,138,145,7.7,100533,83.45
UTC 221221 121358 5 9 ,72,53.32781219,5.933037281,18.16,0,0,0,256.12,256.12,0.01,416,2,73,322,138,145,7.69,100526,83.45
UTC 221221 121359 5 9 ,73,53.32780075,5.932962894,18.15,0,0,0,255.69,255.69,0.01,400,0,73,322,138,145,7.67,100534,83.45
UTC 221221 121359 5 9 ,74,53.32778931,5.932889462,18.14,0,0,0,256.02,256.02,0.01,402,0,73,323,138,145,7.66,100529,83.45
UTC 221221 121401 5 9 ,75,53.32777786,5.932814598,18.12,0,0,0,255.96,255.96,0.01,400,0,72,323,138,145,7.64,100532,83.45
UTC 221221 121401 5 9 ,76,53.32777023,5.932742119,18.09,0,0,0,255.18,255.18,0.01,402,0,72,323,137,144,7.63,100534,83.45
UTC 221221 121401 5 9 ,77,53.32775879,5.932682991,18.1,0,0,0,255.23,255.23,0.01,416,2,73,324,138,145,7.63,100541,83.45
UTC 221221 121401 5 9 ,78,53.3277626,5.932642937,18.07,0,0,0,286.54,286.54,0.01,416,2,72,324,138,145,7.65,100565,83.45
UTC 221221 121401 5 9 ,79,53.32778549,5.932612896,18.06,0,0,0,331.89,331.89,0.01,432,4,73,324,137,145,7.72,100575,83.45
UTC 221221 121401 5 9 ,80,53.32781219,5.932603359,18,0,0,0,348.91,348.91,0.01,424,3,73,324,138,145,7.8,100571,83.45
UTC 221221 121407 5 9 ,81,53.3278389,5.932623386,18.01,0,0,0,36.4,36.4,0.01,424,3,73,324,136,145,7.87,100603,75.07
UTC 221221 121408 5 9 ,82,53.32785416,5.93266964,18.01,0,0,0,74.1,74.1,0.01,432,4,72,324,137,144,7.94,100623,75.07
UTC 221221 121409 5 9 ,83,53.32786179,5.932718277,18.05,0,0,0,74.65,74.65,0.01,436,5,73,324,137,145,8.01,100624,75.07
UTC 221221 121409 5 9 ,84,53.3278656,5.932778359,18.08,0,0,0,75.74,75.74,0.01,444,6,73,323,136,145,8.08,100617,75.07
UTC 221221 121411 5 9 ,85,53.32787704,5.932849407,18.06,0,0,0,75.42,75.42,0.01,450,7,73,324,137,144,8.14,100619,75.07
UTC 221221 121412 5 9 ,86,53.32788849,5.93292141,18.07,0,0,0,75.9,75.9,0.01,444,6,72,324,136,144,8.19,100622,75.07
UTC 221221 121412 5 9 ,87,53.32789993,5.933000565,18.09,0,0,0,75.94,75.94,0.01,446,7,73,324,136,144,8.23,100616,75.07
UTC 221221 121412 5 9 ,88,53.32791138,5.933074951,18.12,0,0,0,75.97,75.97,0.01,446,7,72,324,136,144,8.28,100618,75.07
UTC 221221 121415 5 9 ,89,53.32791901,5.933146954,18.13,0,0,0,75.79,75.79,0.01,446,7,73,324,136,144,8.32,100615,75.07
UTC 221221 121416 5 9 ,90,53.32793045,5.933221817,18.16,0,0,0,76.07,76.07,0.01,463,9,72,323,136,144,8.36,100613,75.07
UTC 221221 121417 5 9 ,91,53.32794189,5.933294296,18.21,0,0,0,75.92,75.92,0.01,450,7,72,324,136,144,8.41,100613,75.07
UTC 221221 121418 5 9 ,92,53.32795334,5.933367252,18.23,0,0,0,76.01,76.01,0.01,455,8,72,323,136,144,8.44,100609,75.07
UTC 221221 121419 5 9 ,93,53.32796478,5.933440208,18.23,0,0,0,76.19,76.19,0.01,455,8,72,323,136,144,8.48,100617,75.07
UTC 221221 121420 5 9 ,94,53.32797241,5.933509827,18.26,0,0,0,75.79,75.79,0.01,455,8,71,323,135,144,8.51,100621,75.07
UTC 221221 121421 5 9 ,95,53.32798386,5.933581829,18.28,0,0,0,75.84,75.84,0.01,463,9,72,323,135,144,8.53,100620,75.07
UTC 221221 121422 5 9 ,96,53.3279953,5.933657646,18.3,0,0,0,75.94,75.94,0.01,461,9,73,324,135,144,8.57,100618,75.07
UTC 221221 121423 5 9 ,97,53.32800674,5.933727264,18.33,0,0,0,75.89,75.89,0.01,459,8,73,324,135,143,8.57,100614,75.07
UTC 221221 121423 5 9 ,98,53.32801819,5.933803082,18.35,0,0,0,75.92,75.92,0.01,459,8,73,323,135,144,8.59,100618,75.07
UTC 221221 121425 5 9 ,99,53.32802963,5.933876991,18.38,0,0,0,75.97,75.97,0.01,459,8,72,324,135,144,8.61,100612,75.07
UTC 221221 121426 5 9 ,100,53.32804108,5.933950901,18.41,0,0,0,76.1,76.1,0.01,465,9,73,324,135,144,8.62,100614,75.07
UTC 221221 121427 5 9 ,101,53.32805252,5.934024811,18.42,0,0,0,76.05,76.05,0.01,463,9,73,323,134,143,8.65,100609,75.07
UTC 221221 121428 5 9 ,102,53.32806015,5.934098244,18.44,0,0,0,75.97,75.97,0.01,461,9,72,323,134,144,8.68,100610,75.07
UTC 221221 121429 5 9 ,103,53.32807159,5.9341712,18.46,0,0,0,75.99,75.99,0.01,459,8,73,323,135,144,8.71,100612,75.07
UTC 221221 121430 5 9 ,104,53.32808304,5.934243202,18.48,0,0,0,75.89,75.89,0.01,461,9,72,323,134,144,8.74,100617,75.07
UTC 221221 121431 5 9 ,105,53.32809448,5.934317112,18.49,0,0,0,76.01,76.01,0.01,461,9,72,324,134,144,8.75,100619,75.07
UTC 221221 121432 5 9 ,106,53.32810593,5.934389591,18.52,0,0,0,76.02,76.02,0.01,472,10,72,323,134,143,8.76,100615,75.07
UTC 221221 121433 5 9 ,107,53.32811737,5.934460163,18.55,0,0,0,75.99,75.99,0.01,459,8,72,323,134,143,8.77,100613,75.07
UTC 221221 121434 5 9 ,108,53.32812881,5.934536457,18.58,0,0,0,75.99,75.99,0.01,459,8,72,323,133,144,8.78,100612,75.07
UTC 221221 121435 5 9 ,109,53.32813644,5.93460846,18.61,0,0,0,75.97,75.97,0.01,461,9,72,324,134,144,8.79,100607,75.07
UTC 221221 121436 5 9 ,110,53.32814789,5.934679031,18.62,0,0,0,75.99,75.99,0.01,463,9,72,324,133,144,8.79,100609,75.07
UTC 221221 121437 5 9 ,111,53.32815933,5.934751511,18.63,0,0,0,75.78,75.78,0.01,481,12,72,324,133,144,8.81,100610,75.07
UTC 221221 121438 5 9 ,112,53.32817078,5.93482399,18.65,0,0,0,75.89,75.89,0.01,465,9,73,324,134,144,8.82,100607,75.07
UTC 221221 121438 5 9 ,113,53.32818222,5.934900284,18.67,0,0,0,75.72,75.72,0.01,463,9,72,324,133,144,8.81,100605,75.07
UTC 221221 121438 5 9 ,114,53.32818985,5.934972286,18.69,0,0,0,75.78,75.78,0.01,461,9,72,324,134,145,8.81,100606,75.07
UTC 221221 121441 5 9 ,115,53.32820129,5.93504858,18.71,0,0,0,76.52,76.52,0.01,463,9,73,324,133,145,8.83,100606,75.07
UTC 221221 121442 5 9 ,116,53.32821274,5.93512249,18.72,0,0,0,76.17,76.17,0.01,477,11,72,324,134,145,8.85,100609,75.07
UTC 221221 121443 5 9 ,117,53.32822418,5.935195446,18.74,0,0,0,76.09,76.09,0.01,477,11,73,324,133,144,8.85,100607,75.07
UTC 221221 121444 5 9 ,118,53.32823563,5.935267925,18.76,0,0,0,75.9,75.9,0.01,465,9,73,324,133,144,8.87,100609,75.07
UTC 221221 121445 5 9 ,119,53.32824707,5.935340881,18.8,0,0,0,76.02,76.02,0.01,465,9,72,324,133,145,8.88,100602,75.07
UTC 221221 121446 5 9 ,120,53.32825851,5.935412884,18.8,0,0,0,75.68,75.68,0.01,472,10,72,324,132,145,8.88,100607,75.07
UTC 221221 121447 5 9 ,121,53.32826614,5.93547678,18.82,0,0,0,76.6,76.6,0.01,477,11,72,324,133,144,8.88,100601,75.07
UTC 221221 121448 5 9 ,122,53.32827759,5.935513973,18.8,0,0,0,55.32,55.32,0.01,477,11,73,324,133,144,8.88,100602,75.07
UTC 221221 121449 5 9 ,123,53.32830048,5.935527325,18.87,0,0,0,5.54,5.54,0.01,477,11,73,324,133,145,8.9,100602,75.07
UTC 221221 121450 5 9 ,124,53.32832718,5.93551302,18.88,0,0,0,343.48,343.48,0.01,465,9,73,324,132,145,8.91,100583,83.45
UTC 221221 121451 5 9 ,125,53.32835007,5.935480595,18.9,0,0,0,306.98,306.98,0.01,472,10,73,324,133,144,8.95,100571,83.45
UTC 221221 121452 5 9 ,126,53.32835388,5.93543148,18.9,0,0,0,263.46,263.46,0,465,9,74,324,133,145,8.89,100563,83.45
UTC 221221 121453 5 9 ,127,53.32835007,5.935381889,18.89,0,0,0,256.34,256.34,0,477,11,73,324,133,145,8.82,100565,83.45
UTC 221221 121454 5 9 ,128,53.32833862,5.935323238,18.87,0,0,0,255.56,255.56,0,450,7,73,324,132,145,8.74,100561,83.45
UTC 221221 121455 5 9 ,129,53.32833099,5.935256004,18.88,0,0,0,255.18,255.18,0,446,7,73,324,132,145,8.67,100560,83.45
UTC 221221 121456 5 9 ,130,53.32831955,5.935185909,18.86,0,0,0,254.71,254.71,0,444,6,72,324,132,145,8.58,100555,83.45
UTC 221221 121457 5 9 ,131,53.32830811,5.935110092,18.79,0,0,0,255.09,255.09,0,444,6,73,325,132,145,8.5,100544,83.45
UTC 221221 121458 5 9 ,132,53.32829666,5.935032368,18.84,0,0,0,255.43,255.43,0,455,8,73,324,132,145,8.42,100548,83.45
UTC 221221 121459 5 9 ,133,53.32828522,5.934958935,18.79,0,0,0,256.6,256.6,0,432,4,72,324,132,144,8.36,100539,83.45
UTC 221221 121500 5 9 ,134,53.32827377,5.934886932,18.79,0,0,0,256.13,256.13,0,424,3,72,324,131,144,8.27,100534,83.45
UTC 221221 121501 5 9 ,135,53.32826614,5.934813976,18.76,0,0,0,256.42,256.42,0,424,3,71,323,132,144,8.2,100528,83.45
UTC 221221 121502 5 9 ,136,53.3282547,5.934742451,18.75,0,0,0,255.79,255.79,0,421,3,71,323,131,144,8.13,100531,83.45
UTC 221221 121503 5 9 ,137,53.32824326,5.934669972,18.75,0,0,0,255.74,255.74,0,424,3,71,323,131,144,8.06,100529,83.45
UTC 221221 121504 5 9 ,138,53.32823181,5.934597492,18.72,0,0,0,256.16,256.16,0,420,3,70,322,130,144,8,100524,83.45
UTC 221221 121505 5 9 ,139,53.32822037,5.934525967,18.68,0,0,0,256.34,256.34,0,411,1,70,324,130,144,7.93,100520,83.45
UTC 221221 121506 5 9 ,140,53.32820892,5.934452534,18.69,0,0,0,255.91,255.91,0,409,1,70,324,131,143,7.87,100518,83.45
UTC 221221 121507 5 9 ,141,53.32819748,5.934378147,18.67,0,0,0,255.86,255.86,0,409,1,70,324,131,144,7.82,100529,83.45
UTC 221221 121508 5 9 ,142,53.32818604,5.934303761,18.64,0,0,0,255.8,255.8,0,411,1,69,325,131,144,7.78,100530,83.45
UTC 221221 121509 5 9 ,143,53.32817459,5.934231281,18.63,0,0,0,255.32,255.32,0,411,1,69,324,130,144,7.72,100530,83.45
UTC 221221 121510 5 9 ,144,53.32816315,5.934157372,18.62,0,0,0,255.64,255.64,0,402,0,69,325,131,144,7.69,100534,83.45
UTC 221221 121511 5 9 ,145,53.3281517,5.934082985,18.58,0,0,0,255.72,255.72,0,406,0,68,324,130,144,7.65,100537,83.45
UTC 221221 121512 5 9 ,146,53.32814407,5.934010029,18.54,0,0,0,256.09,256.09,0,400,0,69,324,131,144,7.62,100536,83.45
UTC 221221 121513 5 9 ,147,53.32813263,5.933937073,18.59,0,0,0,254.96,254.96,0,402,0,69,325,130,144,7.59,100549,83.45
UTC 221221 121514 5 9 ,148,53.32811737,5.93386364,18.6,0,0,0,254.29,254.29,0,413,1,68,325,130,143,7.54,100554,83.45
UTC 221221 121515 5 9 ,149,53.32810974,5.933791161,18.56,0,0,0,255.17,255.17,0.01,407,1,69,325,130,143,7.5,100548,83.45
UTC 221221 121516 5 9 ,150,53.3280983,5.933719635,18.55,0,0,0,255.23,255.23,0.01,413,1,68,325,130,144,7.48,100550,83.45
UTC 221221 121517 5 9 ,151,53.32808685,5.933646202,18.52,0,0,0,255.64,255.64,0.01,409,1,69,325,130,144,7.47,100551,83.45
UTC 221221 121518 5 9 ,152,53.32807541,5.933572292,18.48,0,0,0,255.8,255.8,0.01,418,2,69,325,129,144,7.47,100550,83.45
UTC 221221 121519 5 9 ,153,53.32806778,5.933496475,18.46,0,0,0,256.42,256.42,0.01,427,4,68,325,130,144,7.47,100542,83.45
UTC 221221 121520 5 9 ,154,53.32805634,5.933426857,18.44,0,0,0,255.43,255.43,0.01,416,2,68,325,129,144,7.46,100539,83.45
UTC 221221 121521 5 9 ,155,53.32804489,5.933353424,18.45,0,0,0,256.09,256.09,0.01,418,2,69,324,130,144,7.47,100545,83.45
UTC 221221 121522 5 9 ,156,53.32803345,5.933277607,18.41,0,0,0,255.71,255.71,0.01,418,2,68,324,129,144,7.47,100542,83.45
UTC 221221 121523 5 9 ,157,53.328022,5.933204651,18.39,0,0,0,255.62,255.62,0.01,418,2,68,325,129,144,7.46,100542,83.45
UTC 221221 121524 5 9 ,158,53.32801056,5.933131695,18.35,0,0,0,255.82,255.82,0.01,418,2,69,325,129,143,7.45,100542,83.45
UTC 221221 121525 5 9 ,159,53.32800293,5.933058262,18.34,0,0,0,255.28,255.28,0.01,416,2,68,324,129,144,7.44,100547,83.45
UTC 221221 121526 5 9 ,160,53.32798767,5.932985306,18.33,0,0,0,255.3,255.3,0.01,423,3,68,325,129,144,7.43,100549,83.45
UTC 221221 121527 5 9 ,161,53.32798004,5.932911396,18.32,0,0,0,255.86,255.86,0.01,427,4,68,324,128,143,7.43,100544,83.45
UTC 221221 121528 5 9 ,162,53.3279686,5.93283844,18.31,0,0,0,255.79,255.79,0.01,423,3,68,325,129,143,7.44,100548,83.45
UTC 221221 121529 5 9 ,163,53.32795715,5.932765484,18.3,0,0,0,255.43,255.43,0.01,418,2,68,325,129,143,7.43,100545,83.45
UTC 221221 121530 5 9 ,164,53.32794571,5.932693481,18.28,0,0,0,255.78,255.78,0.01,418,2,68,325,128,144,7.43,100543,83.45
UTC 221221 121531 5 9 ,165,53.32793808,5.932625294,18.27,0,0,0,254.45,254.45,0.01,426,3,68,324,128,143,7.43,100546,83.45
UTC 221221 121532 5 9 ,166,53.32793427,5.932584286,18.25,0,0,0,265.89,265.89,0.01,439,5,68,325,128,143,7.43,100552,83.45
UTC 221221 121533 5 9 ,167,53.32794571,5.932546139,18.25,0,0,0,311.44,311.44,0.01,433,5,68,325,129,144,7.47,100574,83.45
UTC 221221 121534 5 9 ,168,53.32797623,5.932528019,18.22,0,0,0,342.04,342.04,0.01,444,6,68,325,128,144,7.56,100577,83.45
UTC 221221 121535 5 9 ,169,53.32800293,5.932531834,18.26,0,0,0,12.76,12.76,0.01,444,6,67,324,128,143,7.63,100589,83.45
UTC 221221 121536 5 9 ,170,53.328022,5.932567596,18.28,0,0,0,60.74,60.74,0.01,447,7,68,325,128,144,7.68,100619,75.07
UTC 221221 121537 5 9 ,171,53.32803345,5.932617664,18.3,0,0,0,74.88,74.88,0.01,462,9,68,325,129,144,7.75,100618,75.07
UTC 221221 121538 5 9 ,172,53.32803726,5.932671547,18.33,0,0,0,75.62,75.62,0.01,462,9,69,325,128,143,7.81,100614,75.07
UTC 221221 121539 5 9 ,173,53.32804489,5.932740688,18.34,0,0,0,75.6,75.6,0.01,457,8,69,325,128,144,7.85,100613,75.07
UTC 221221 121539 5 9 ,174,53.32805634,5.93280983,18.35,0,0,0,75.51,75.51,0.01,462,9,69,325,128,143,7.89,100617,75.07
UTC 221221 121541 5 9 ,175,53.32806778,5.932885647,18.38,0,0,0,75.95,75.95,0.01,465,9,69,324,128,143,7.95,100613,75.07
UTC 221221 121542 5 9 ,176,53.32807922,5.932960033,18.42,0,0,0,75.61,75.61,0.01,470,10,69,325,127,144,7.99,100612,75.07
UTC 221221 121543 5 9 ,177,53.32809067,5.93303442,18.46,0,0,0,75.9,75.9,0.01,473,11,69,325,127,143,8.04,100614,75.07
UTC 221221 121544 5 9 ,178,53.3280983,5.933107376,18.49,0,0,0,76.04,76.04,0.01,465,9,69,324,127,144,8.08,100609,75.07
UTC 221221 121545 5 9 ,179,53.32810974,5.933179379,18.51,0,0,0,75.81,75.81,0.01,465,9,69,324,127,143,8.12,100614,75.07
UTC 221221 121546 5 9 ,180,53.32812119,5.933253765,18.55,0,0,0,75.82,75.82,0.01,470,10,69,324,127,143,8.16,100613,75.07
UTC 221221 121547 5 9 ,181,53.32813263,5.933328629,18.58,0,0,0,75.94,75.94,0.01,473,11,68,324,127,143,8.2,100611,75.07
