TimeStamp (UTC)," ""TriggerID"""," ""Latitude"""," ""Longitude"""," ""Altitude (Meter AGL)""",Gimbal Roll," ""Gimbal Pitch"""," ""Gimbal Yaw"""," ""Drone Yaw"""," ""Combined Yaw""",HCHO (ppm),CO2 (ppm),TVOC (ppb),NO2 (ppm),C2H5OH (ppm),VOC (ppm),CO (ppm),Temp (Celcius),Pressure (pa),Altitude (meter)
UTC 221221 124713 5 9 ,16,53.32790375,5.934311867,29.17,0,0,0,68.03,68.03,0.01,534,20,56,331,82,141,9.75,100460,91.83
UTC 221221 124714 5 9 ,17,53.32791138,5.934339523,29.12,0,0,0,68.25,68.25,0.01,543,21,56,330,82,141,9.76,100462,91.83
UTC 221221 124715 5 9 ,18,53.32791901,5.934383392,29.05,0,0,0,68.38,68.38,0.01,567,25,56,330,82,142,9.77,100460,91.83
UTC 221221 124716 5 9 ,19,53.32793427,5.934438705,29,0,0,0,68.35,68.35,0.01,555,23,55,330,82,141,9.77,100466,91.83
UTC 221221 124717 5 9 ,20,53.32794952,5.934501171,28.96,0,0,0,68.4,68.4,0.01,555,23,55,330,82,141,9.74,100464,91.83
UTC 221221 124718 5 9 ,21,53.32796478,5.934571743,28.93,0,0,0,68.74,68.74,0.01,555,23,56,330,82,141,9.73,100465,91.83
UTC 221221 124719 5 9 ,22,53.32798386,5.934644699,28.93,0,0,0,68.55,68.55,0.01,561,24,55,330,82,141,9.75,100465,91.83
UTC 221221 124720 5 9 ,23,53.32799912,5.934716225,28.91,0,0,0,68.49,68.49,0.01,575,26,55,330,81,141,9.76,100465,91.83
UTC 221221 124721 5 9 ,24,53.32801819,5.934787273,28.89,0,0,0,68.56,68.56,0.01,567,25,54,330,82,141,9.77,100465,91.83
UTC 221221 124722 5 9 ,25,53.32803345,5.934856415,28.9,0,0,0,68.5,68.5,0.01,567,25,55,330,82,141,9.8,100468,91.83
UTC 221221 124723 5 9 ,26,53.32804871,5.934925556,28.9,0,0,0,68.33,68.33,0.01,561,24,55,330,82,140,9.79,100465,91.83
UTC 221221 124724 5 9 ,27,53.32806778,5.934994221,28.88,0,0,0,68.29,68.29,0.01,567,25,55,330,81,140,9.79,100469,91.83
UTC 221221 124725 5 9 ,28,53.32808304,5.935064316,28.88,0,0,0,68.32,68.32,0.01,575,26,55,330,81,141,9.79,100473,91.83
UTC 221221 124726 5 9 ,29,53.32810211,5.935135365,28.87,0,0,0,68.82,68.82,0.01,572,26,54,330,82,141,9.76,100473,91.83
UTC 221221 124727 5 9 ,30,53.32811737,5.935205936,28.89,0,0,0,68.64,68.64,0.01,561,24,54,330,81,141,9.77,100474,91.83
UTC 221221 124728 5 9 ,31,53.32813263,5.935276032,28.89,0,0,0,68.66,68.66,0.01,555,23,53,330,81,140,9.75,100469,91.83
UTC 221221 124729 5 9 ,32,53.3281517,5.935345173,28.88,0,0,0,68.56,68.56,0.01,555,23,53,329,81,141,9.71,100471,91.83
UTC 221221 124730 5 9 ,33,53.32816696,5.935414791,28.89,0,0,0,68.49,68.49,0.01,555,23,54,329,81,141,9.64,100471,91.83
UTC 221221 124731 5 9 ,34,53.32818222,5.93548584,28.9,0,0,0,68.66,68.66,0.01,572,26,53,330,81,140,9.62,100467,91.83
UTC 221221 124732 5 9 ,35,53.32820129,5.935556889,28.92,0,0,0,68.85,68.85,0.01,555,23,53,330,81,141,9.61,100466,91.83
UTC 221221 124733 5 9 ,36,53.32821655,5.935622215,28.92,0,0,0,69.41,69.41,0.01,552,23,53,330,81,141,9.61,100474,91.83
UTC 221221 124734 5 9 ,37,53.32822418,5.935660362,28.91,0,0,0,69.92,69.92,0.01,552,23,53,329,81,141,9.6,100469,91.83
UTC 221221 124735 5 9 ,38,53.32822418,5.93566227,28.91,0,0,0,354.86,354.86,0.01,552,23,52,330,81,140,9.58,100410,91.83
UTC 221221 124736 5 9 ,39,53.32822418,5.935657024,28.92,0,0,0,269.08,269.08,0.01,555,23,53,331,81,140,9.56,100402,91.83
UTC 221221 124737 5 9 ,40,53.32822037,5.935652733,28.87,0,0,0,258.3,258.3,0.01,543,21,52,330,81,140,9.44,100402,91.83
UTC 221221 124738 5 9 ,41,53.32822037,5.935636997,28.91,0,0,0,257.46,257.46,0.01,537,20,52,330,81,141,9.34,100410,91.83
UTC 221221 124739 5 9 ,42,53.32821274,5.935605526,28.89,0,0,0,257.7,257.7,0.01,526,19,52,330,81,141,9.19,100399,100.22
UTC 221221 124740 5 9 ,43,53.32820892,5.93555975,28.91,0,0,0,257.02,257.02,0.01,523,18,52,331,81,141,9.09,100409,91.83
UTC 221221 124741 5 9 ,44,53.32820129,5.935498714,28.96,0,0,0,257.17,257.17,0.01,530,19,52,331,81,141,9.03,100393,100.22
UTC 221221 124742 5 9 ,45,53.32818985,5.935427189,28.97,0,0,0,257.57,257.57,0.01,523,18,52,330,81,141,8.93,100396,100.22
UTC 221221 124743 5 9 ,46,53.32817841,5.935349464,28.98,0,0,0,257.23,257.23,0.01,514,17,52,330,81,141,8.85,100386,100.22
UTC 221221 124744 5 9 ,47,53.32817078,5.935274124,28.98,0,0,0,257.05,257.05,0.01,506,16,51,330,81,140,8.74,100389,100.22
UTC 221221 124745 5 9 ,48,53.32815933,5.935199738,29,0,0,0,256.91,256.91,0.01,506,16,51,331,81,141,8.64,100391,100.22
UTC 221221 124746 5 9 ,49,53.32814789,5.935126305,29,0,0,0,256.96,256.96,0.01,514,17,51,331,81,141,8.57,100392,100.22
UTC 221221 124747 5 9 ,50,53.32814026,5.935052872,29.01,0,0,0,256.7,256.7,0.01,519,18,51,330,81,140,8.5,100387,100.22
UTC 221221 124748 5 9 ,51,53.32812881,5.934979439,29.01,0,0,0,256.63,256.63,0.01,498,14,51,331,80,140,8.41,100394,100.22
UTC 221221 124749 5 9 ,52,53.32811737,5.934904575,29.01,0,0,0,256.61,256.61,0.01,496,14,51,331,81,140,8.35,100396,100.22
UTC 221221 124750 5 9 ,53,53.32810974,5.934831619,29.01,0,0,0,256.5,256.5,0.01,492,14,51,331,80,140,8.29,100400,91.83
UTC 221221 124751 5 9 ,54,53.3280983,5.93475914,29.02,0,0,0,257.11,257.11,0.01,496,14,50,331,81,140,8.22,100388,100.22
UTC 221221 124752 5 9 ,55,53.32809067,5.934686661,29.01,0,0,0,257.71,257.71,0.01,506,16,50,331,80,140,8.14,100382,100.22
UTC 221221 124753 5 9 ,56,53.32808304,5.934614658,29.01,0,0,0,257.45,257.45,0.01,492,14,50,332,80,140,8.09,100380,100.22
UTC 221221 124754 5 9 ,57,53.32807159,5.934541702,29.04,0,0,0,257.7,257.7,0.01,498,14,50,330,80,140,8.03,100372,100.22
UTC 221221 124755 5 9 ,58,53.32806396,5.934468746,29.03,0,0,0,257.68,257.68,0.01,496,14,50,332,81,140,7.99,100382,100.22
UTC 221221 124756 5 9 ,59,53.32805252,5.934392452,29.06,0,0,0,257.38,257.38,0.01,486,13,49,332,81,140,7.94,100388,100.22
UTC 221221 124757 5 9 ,60,53.32804108,5.934319019,29.09,0,0,0,256.96,256.96,0.01,486,13,49,331,81,140,7.91,100385,100.22
UTC 221221 124758 5 9 ,61,53.32803345,5.934244633,29.11,0,0,0,257.41,257.41,0.01,492,14,49,331,80,140,7.89,100380,100.22
UTC 221221 124758 5 9 ,62,53.32802582,5.934171677,29.12,0,0,0,257.79,257.79,0.01,498,14,49,332,80,140,7.86,100380,100.22
UTC 221221 124800 5 9 ,63,53.32801437,5.934098721,29.12,0,0,0,257.38,257.38,0.01,502,15,49,331,81,140,7.85,100371,100.22
UTC 221221 124800 5 9 ,64,53.32800293,5.934025765,29.09,0,0,0,257.04,257.04,0.01,482,12,49,332,80,140,7.81,100378,100.22
UTC 221221 124802 5 9 ,65,53.3279953,5.933953285,29.07,0,0,0,257.46,257.46,0.01,486,13,49,332,80,140,7.78,100364,100.22
UTC 221221 124803 5 9 ,66,53.32798386,5.933879852,29.08,0,0,0,257.48,257.48,0.01,486,13,49,332,80,139,7.75,100369,100.22
UTC 221221 124804 5 9 ,67,53.32797623,5.933805943,29.11,0,0,0,257.28,257.28,0.01,492,14,49,333,80,139,7.73,100377,100.22
UTC 221221 124805 5 9 ,68,53.32796478,5.933732987,29.12,0,0,0,257.4,257.4,0.01,502,15,48,333,80,140,7.71,100381,100.22
UTC 221221 124806 5 9 ,69,53.32795334,5.9336586,29.14,0,0,0,257.07,257.07,0.01,492,14,48,333,80,140,7.71,100383,100.22
UTC 221221 124807 5 9 ,70,53.32794571,5.93358469,29.14,0,0,0,257.07,257.07,0.01,492,14,49,333,80,140,7.71,100383,100.22
UTC 221221 124808 5 9 ,71,53.32793427,5.933511257,29.16,0,0,0,257.23,257.23,0.01,496,14,48,333,80,140,7.7,100385,100.22
UTC 221221 124809 5 9 ,72,53.32792664,5.933437824,29.16,0,0,0,257.22,257.22,0.01,492,14,48,333,80,140,7.69,100382,100.22
UTC 221221 124810 5 9 ,73,53.32791519,5.933365822,29.18,0,0,0,256.76,256.76,0.01,486,13,49,334,80,140,7.67,100374,100.22
UTC 221221 124811 5 9 ,74,53.32790375,5.933292389,29.21,0,0,0,256.62,256.62,0.01,486,13,48,332,80,139,7.63,100385,100.22
UTC 221221 124812 5 9 ,75,53.32789612,5.93321991,29.22,0,0,0,256.7,256.7,0.01,482,12,48,334,80,141,7.61,100379,100.22
UTC 221221 124813 5 9 ,76,53.32788467,5.933145046,29.23,0,0,0,256.89,256.89,0.01,482,12,48,333,81,139,7.59,100381,100.22
UTC 221221 124813 5 9 ,77,53.32787704,5.93307209,29.22,0,0,0,257.64,257.64,0.01,482,12,48,333,80,140,7.56,100376,100.22
UTC 221221 124815 5 9 ,78,53.3278656,5.932999134,29.19,0,0,0,257.91,257.91,0.01,486,13,48,333,80,140,7.54,100364,100.22
UTC 221221 124816 5 9 ,79,53.32785797,5.932925701,29.24,0,0,0,257.69,257.69,0.01,480,12,48,334,80,139,7.52,100371,100.22
UTC 221221 124817 5 9 ,80,53.32785034,5.932852268,29.22,0,0,0,257.62,257.62,0.01,460,9,48,333,80,140,7.49,100367,100.22
UTC 221221 124818 5 9 ,81,53.3278389,5.932779312,29.24,0,0,0,257.44,257.44,0.01,475,11,47,333,80,139,7.49,100366,100.22
UTC 221221 124818 5 9 ,82,53.32782745,5.932704449,29.24,0,0,0,257.7,257.7,0.01,477,11,47,333,79,140,7.47,100359,100.22
UTC 221221 124820 5 9 ,83,53.32781982,5.932630539,29.28,0,0,0,257.61,257.61,0.01,486,13,47,333,79,139,7.47,100372,100.22
UTC 221221 124821 5 9 ,84,53.32780838,5.932556629,29.28,0,0,0,257.4,257.4,0.01,496,14,47,334,80,140,7.47,100376,100.22
UTC 221221 124822 5 9 ,85,53.32780075,5.932483196,29.27,0,0,0,257.89,257.89,0.01,482,12,48,333,80,139,7.47,100362,100.22
UTC 221221 124823 5 9 ,86,53.32778931,5.932410717,29.26,0,0,0,257.9,257.9,0.01,480,12,47,334,80,139,7.46,100360,100.22
UTC 221221 124824 5 9 ,87,53.32778168,5.932338715,29.24,0,0,0,258.3,258.3,0.01,480,12,47,333,80,139,7.45,100356,100.22
UTC 221221 124825 5 9 ,88,53.32777023,5.932265759,29.26,0,0,0,257.74,257.74,0.01,480,12,47,335,80,139,7.44,100361,100.22
UTC 221221 124826 5 9 ,89,53.3277626,5.932192802,29.29,0,0,0,257.49,257.49,0.01,482,12,47,334,79,140,7.42,100357,100.22
UTC 221221 124827 5 9 ,90,53.32775116,5.932119846,29.29,0,0,0,257.93,257.93,0.01,475,11,47,334,80,139,7.4,100349,100.22
UTC 221221 124828 5 9 ,91,53.32773972,5.932046413,29.31,0,0,0,257.57,257.57,0.01,475,11,47,334,79,140,7.38,100356,100.22
UTC 221221 124829 5 9 ,92,53.32773209,5.931972504,29.37,0,0,0,256.62,256.62,0.01,470,10,47,334,79,139,7.37,100370,100.22
UTC 221221 124830 5 9 ,93,53.32772064,5.931898594,29.37,0,0,0,256.81,256.81,0.01,477,11,47,332,79,140,7.37,100377,100.22
UTC 221221 124831 5 9 ,94,53.3277092,5.931824684,29.38,0,0,0,256.59,256.59,0.01,492,14,47,335,80,140,7.37,100377,100.22
UTC 221221 124832 5 9 ,95,53.32769775,5.931749821,29.4,0,0,0,257.38,257.38,0.01,480,12,47,334,79,139,7.35,100366,100.22
UTC 221221 124833 5 9 ,96,53.32769012,5.931673527,29.35,0,0,0,258.35,258.35,0.01,480,12,47,334,79,140,7.34,100358,100.22
UTC 221221 124834 5 9 ,97,53.3276825,5.931600571,29.33,0,0,0,258.03,258.03,0.01,477,11,47,335,79,140,7.34,100368,100.22
UTC 221221 124835 5 9 ,98,53.32767105,5.931529045,29.36,0,0,0,257.89,257.89,0.01,482,12,47,335,80,139,7.34,100370,100.22
UTC 221221 124836 5 9 ,99,53.32766342,5.931452751,29.37,0,0,0,257.69,257.69,0.01,492,14,47,334,79,139,7.35,100365,100.22
UTC 221221 124837 5 9 ,100,53.32765198,5.931379795,29.36,0,0,0,258.07,258.07,0.01,480,12,46,333,79,139,7.34,100363,100.22
UTC 221221 124838 5 9 ,101,53.32764435,5.931306362,29.38,0,0,0,256.98,256.98,0.01,480,12,47,335,79,139,7.34,100370,100.22
UTC 221221 124839 5 9 ,102,53.32763672,5.931240559,29.43,0,0,0,263.56,263.56,0.01,486,13,47,335,79,140,7.35,100380,100.22
UTC 221221 124840 5 9 ,103,53.32764435,5.931175232,29.4,0,0,0,296.63,296.63,0.01,496,14,47,336,79,140,7.38,100405,91.83
UTC 221221 124841 5 9 ,104,53.32767487,5.931128979,29.27,0,0,0,330.17,330.17,0.01,514,17,47,335,80,140,7.43,100419,91.83
UTC 221221 124842 5 9 ,105,53.32771301,5.931110859,29.1,0,0,0,346.12,346.12,0.01,530,19,47,335,79,140,7.51,100424,91.83
UTC 221221 124843 5 9 ,106,53.32775116,5.931110859,29,0,0,0,2.65,2.65,0.01,498,14,47,334,80,141,7.56,100432,91.83
UTC 221221 124844 5 9 ,107,53.32778931,5.931136131,28.91,0,0,0,31.42,31.42,0.01,523,18,48,335,79,141,7.62,100443,91.83
UTC 221221 124845 5 9 ,108,53.32781219,5.931181908,28.88,0,0,0,58.48,58.48,0.01,530,19,47,334,79,141,7.66,100462,91.83
UTC 221221 124846 5 9 ,109,53.32782364,5.931238174,28.89,0,0,0,75.64,75.64,0.01,534,20,47,335,80,140,7.73,100466,91.83
UTC 221221 124847 5 9 ,110,53.32782745,5.931298733,28.91,0,0,0,77.13,77.13,0.01,552,23,47,335,79,140,7.77,100468,91.83
UTC 221221 124848 5 9 ,111,53.32783508,5.931365967,28.91,0,0,0,76.99,76.99,0.01,537,20,48,335,79,140,7.84,100468,91.83
UTC 221221 124848 5 9 ,112,53.32784271,5.9314394,28.91,0,0,0,77.27,77.27,0.01,537,20,48,334,79,140,7.91,100467,91.83
UTC 221221 124848 5 9 ,113,53.32785416,5.931515217,28.93,0,0,0,77.36,77.36,0.01,543,21,48,334,79,140,7.97,100460,91.83
UTC 221221 124848 5 9 ,114,53.32786179,5.931591511,28.93,0,0,0,77.44,77.44,0.01,548,22,48,334,79,140,8.03,100463,91.83
UTC 221221 124852 5 9 ,115,53.32787323,5.931666374,28.95,0,0,0,77.58,77.58,0.01,567,25,48,334,79,140,8.07,100464,91.83
UTC 221221 124852 5 9 ,116,53.32788086,5.931738854,28.94,0,0,0,77.45,77.45,0.01,552,23,49,335,79,140,8.11,100460,91.83
UTC 221221 124852 5 9 ,117,53.3278923,5.931812763,28.95,0,0,0,77.64,77.64,0.01,552,23,48,335,79,140,8.15,100461,91.83
UTC 221221 124852 5 9 ,118,53.32790375,5.931885243,28.95,0,0,0,77.57,77.57,0.01,548,22,49,334,79,139,8.2,100459,91.83
UTC 221221 124856 5 9 ,119,53.32791138,5.931959629,28.94,0,0,0,77.34,77.34,0.01,552,23,49,335,79,140,8.25,100460,91.83
UTC 221221 124857 5 9 ,120,53.32792282,5.932030201,28.93,0,0,0,77.31,77.31,0.01,567,25,48,334,79,140,8.28,100460,91.83
UTC 221221 124858 5 9 ,121,53.32793045,5.93210268,28.93,0,0,0,77.52,77.52,0.01,561,24,49,335,79,140,8.3,100464,91.83
UTC 221221 124859 5 9 ,122,53.32794189,5.93217516,28.93,0,0,0,77.27,77.27,0.01,561,24,49,334,79,139,8.32,100462,91.83
UTC 221221 124900 5 9 ,123,53.32794952,5.932249546,28.95,0,0,0,77.21,77.21,0.01,561,24,49,335,79,140,8.34,100461,91.83
UTC 221221 124901 5 9 ,124,53.32796097,5.932322979,28.95,0,0,0,77.19,77.19,0.01,561,24,49,334,79,140,8.37,100467,91.83
UTC 221221 124902 5 9 ,125,53.32797241,5.932397366,28.97,0,0,0,77.17,77.17,0.01,572,26,49,334,79,140,8.4,100464,91.83
UTC 221221 124903 5 9 ,126,53.32798004,5.932470799,28.97,0,0,0,77.49,77.49,0.01,572,26,49,334,79,139,8.42,100459,91.83
UTC 221221 124904 5 9 ,127,53.32799149,5.932544231,28.98,0,0,0,77.39,77.39,0.01,561,24,48,334,79,140,8.42,100454,91.83
UTC 221221 124905 5 9 ,128,53.32799912,5.932619572,28.98,0,0,0,77.35,77.35,0.01,567,25,49,334,79,140,8.44,100464,91.83
UTC 221221 124906 5 9 ,129,53.32801056,5.932694435,28.99,0,0,0,77.54,77.54,0.01,567,25,48,334,79,140,8.48,100461,91.83
UTC 221221 124907 5 9 ,130,53.32801819,5.932768345,28.98,0,0,0,77.33,77.33,0.01,572,26,48,333,78,140,8.5,100461,91.83
UTC 221221 124908 5 9 ,131,53.32802963,5.932842255,29,0,0,0,77.22,77.22,0.01,580,27,48,334,78,139,8.52,100461,91.83
UTC 221221 124909 5 9 ,132,53.32804108,5.93291378,29,0,0,0,77.22,77.22,0.01,561,24,49,334,78,139,8.52,100457,91.83
UTC 221221 124910 5 9 ,133,53.32805252,5.932986736,29,0,0,0,77.35,77.35,0.01,561,24,48,334,79,140,8.52,100455,91.83
UTC 221221 124911 5 9 ,134,53.32806015,5.933061123,28.98,0,0,0,77.52,77.52,0.01,561,24,49,333,79,140,8.55,100465,91.83
UTC 221221 124912 5 9 ,135,53.32806778,5.933134556,28.99,0,0,0,77.59,77.59,0.01,561,24,49,334,79,139,8.58,100466,91.83
UTC 221221 124913 5 9 ,136,53.32807922,5.933208466,29,0,0,0,77.3,77.3,0.01,575,26,49,334,79,139,8.6,100466,91.83
UTC 221221 124914 5 9 ,137,53.32809067,5.933282375,29.02,0,0,0,77.43,77.43,0.01,555,23,49,334,79,140,8.62,100462,91.83
UTC 221221 124915 5 9 ,138,53.3280983,5.933353901,29.02,0,0,0,77.54,77.54,0.01,555,23,48,333,79,139,8.63,100466,91.83
UTC 221221 124916 5 9 ,139,53.32810974,5.933427334,29.03,0,0,0,77.66,77.66,0.01,567,25,48,333,79,139,8.65,100460,91.83
UTC 221221 124917 5 9 ,140,53.32811737,5.933499813,29.04,0,0,0,77.03,77.03,0.01,555,23,48,333,79,139,8.63,100463,91.83
UTC 221221 124918 5 9 ,141,53.32812881,5.933575153,29.05,0,0,0,77.39,77.39,0.01,561,24,48,333,79,139,8.64,100461,91.83
UTC 221221 124918 5 9 ,142,53.32813644,5.933648109,29.03,0,0,0,77.45,77.45,0.01,561,24,48,333,78,139,8.66,100463,91.83
UTC 221221 124920 5 9 ,143,53.32814789,5.933722973,29.03,0,0,0,77.36,77.36,0.01,572,26,48,333,79,139,8.67,100460,91.83
UTC 221221 124920 5 9 ,144,53.32815552,5.933795452,29.05,0,0,0,77.42,77.42,0.01,567,25,48,334,79,138,8.68,100464,91.83
UTC 221221 124920 5 9 ,145,53.32816696,5.933869362,29.05,0,0,0,77.55,77.55,0.01,552,23,48,333,78,139,8.69,100461,91.83
UTC 221221 124920 5 9 ,146,53.32817841,5.933942795,29.06,0,0,0,77.4,77.4,0.01,555,23,48,333,79,138,8.7,100461,91.83
UTC 221221 124924 5 9 ,147,53.32818604,5.934015751,29.06,0,0,0,77.51,77.51,0.01,555,23,48,334,78,139,8.72,100463,91.83
UTC 221221 124924 5 9 ,148,53.32819748,5.934089184,29.04,0,0,0,77.69,77.69,0.01,561,24,48,334,79,140,8.73,100466,91.83
UTC 221221 124924 5 9 ,149,53.32820511,5.934163094,29.06,0,0,0,77.71,77.71,0.01,567,25,48,333,79,140,8.75,100463,91.83
UTC 221221 124924 5 9 ,150,53.32821655,5.93423605,29.08,0,0,0,77.47,77.47,0.01,555,23,48,334,78,139,8.76,100462,91.83
UTC 221221 124928 5 9 ,151,53.32822418,5.934310913,29.06,0,0,0,77.35,77.35,0.01,552,23,47,333,78,139,8.77,100466,91.83
UTC 221221 124929 5 9 ,152,53.32823563,5.934382439,29.07,0,0,0,77.78,77.78,0.01,552,23,47,333,78,139,8.77,100468,91.83
UTC 221221 124930 5 9 ,153,53.32824707,5.934454441,29.05,0,0,0,77.3,77.3,0.01,555,23,47,332,78,138,8.77,100473,91.83
UTC 221221 124931 5 9 ,154,53.3282547,5.934527874,29.05,0,0,0,77.26,77.26,0.01,567,25,48,333,78,139,8.77,100472,91.83
UTC 221221 124932 5 9 ,155,53.32826614,5.93460083,29.05,0,0,0,77.49,77.49,0.01,548,22,48,333,78,139,8.77,100469,91.83
UTC 221221 124933 5 9 ,156,53.32827759,5.93467617,29.06,0,0,0,77.49,77.49,0.01,548,22,47,333,78,139,8.77,100467,91.83
UTC 221221 124934 5 9 ,157,53.32828522,5.934749603,29.05,0,0,0,77.67,77.67,0.01,543,21,47,332,79,139,8.77,100470,91.83
UTC 221221 124935 5 9 ,158,53.32829285,5.934823513,29.07,0,0,0,77.53,77.53,0.01,548,22,47,333,78,139,8.77,100465,91.83
UTC 221221 124936 5 9 ,159,53.32830429,5.934896946,29.08,0,0,0,77.58,77.58,0.01,561,24,47,333,78,139,8.78,100464,91.83
UTC 221221 124937 5 9 ,160,53.32831192,5.934970856,29.08,0,0,0,77.5,77.5,0.01,552,23,47,333,79,139,8.78,100464,91.83
UTC 221221 124938 5 9 ,161,53.32832336,5.935044289,29.09,0,0,0,77.67,77.67,0.01,548,22,47,333,78,139,8.79,100463,91.83
UTC 221221 124939 5 9 ,162,53.32833099,5.935116291,29.08,0,0,0,77.29,77.29,0.01,555,23,47,333,78,139,8.79,100464,91.83
UTC 221221 124940 5 9 ,163,53.32834244,5.935189247,29.09,0,0,0,77.05,77.05,0.01,555,23,47,333,78,138,8.77,100467,91.83
UTC 221221 124941 5 9 ,164,53.32835388,5.935263634,29.08,0,0,0,77.25,77.25,0.01,567,25,47,333,79,139,8.77,100468,91.83
UTC 221221 124942 5 9 ,165,53.32836151,5.935337067,29.09,0,0,0,77.51,77.51,0.01,561,24,47,333,78,139,8.77,100469,91.83
UTC 221221 124943 5 9 ,166,53.32837296,5.935410976,29.09,0,0,0,77.77,77.77,0.01,552,23,48,333,78,139,8.76,100472,91.83
UTC 221221 124944 5 9 ,167,53.3283844,5.935475826,29.11,0,0,0,73.73,73.73,0.01,548,22,47,333,79,139,8.74,100466,91.83
UTC 221221 124945 5 9 ,168,53.32840347,5.935530663,29.15,0,0,0,43.98,43.98,0.01,555,23,48,334,78,140,8.74,100462,91.83
UTC 221221 124946 5 9 ,169,53.32844543,5.935557365,29.25,0,0,0,9.17,9.17,0.01,567,25,47,331,79,140,8.73,100439,91.83
UTC 221221 124947 5 9 ,170,53.32848358,5.935549259,29.41,0,0,0,346.89,346.89,0.01,561,24,48,334,78,140,8.73,100434,91.83
UTC 221221 124948 5 9 ,171,53.32852173,5.935525417,29.54,0,0,0,335.29,335.29,0.01,548,22,48,334,78,140,8.72,100419,91.83
UTC 221221 124949 5 9 ,172,53.32854843,5.935476303,29.63,0,0,0,302.87,302.87,0.01,555,23,48,334,78,140,8.74,100406,91.83
UTC 221221 124950 5 9 ,173,53.32855988,5.935415745,29.64,0,0,0,275.1,275.1,0.01,543,21,48,333,79,140,8.65,100392,100.22
UTC 221221 124951 5 9 ,174,53.32855606,5.935359478,29.63,0,0,0,259.12,259.12,0.01,530,19,48,333,79,139,8.55,100378,100.22
UTC 221221 124952 5 9 ,175,53.32854462,5.93529892,29.64,0,0,0,257.88,257.88,0.01,537,20,48,333,78,140,8.44,100376,100.22
UTC 221221 124953 5 9 ,176,53.32853699,5.935235024,29.65,0,0,0,257.96,257.96,0.01,523,18,48,334,78,139,8.36,100385,100.22
UTC 221221 124954 5 9 ,177,53.32852554,5.935163975,29.61,0,0,0,257.22,257.22,0,514,17,47,333,78,140,8.29,100385,100.22
UTC 221221 124955 5 9 ,178,53.3285141,5.935090065,29.63,0,0,0,257.03,257.03,0,506,16,47,332,78,140,8.22,100385,100.22
UTC 221221 124956 5 9 ,179,53.32850266,5.935013294,29.62,0,0,0,257.39,257.39,0,514,17,47,333,78,139,8.15,100372,100.22
UTC 221221 124957 5 9 ,180,53.32849503,5.934939385,29.6,0,0,0,256.94,256.94,0,519,18,47,333,78,140,8.08,100385,100.22
UTC 221221 124958 5 9 ,181,53.32848358,5.934866905,29.58,0,0,0,257.04,257.04,0,502,15,47,333,78,140,8.03,100379,100.22
