Flight time,Altitude,Wind Direction,Wind Speed
08m 50s,9.7 m,176°,  4.35 m/s
08m 55s,10.4 m,181°,  4.14 m/s
09m 10s,10.0 m,181°,  4.25 m/s
09m 15s,9.4 m,155°,  3.24 m/s
09m 20s,8.7 m,163°,  3.91 m/s
09m 40s,9.4 m,176°,  4.55 m/s
09m 45s,10.0 m,182°,  3.80 m/s
09m 50s,10.7 m,187°,  4.08 m/s
10m 05s,9.7 m,149°,  3.25 m/s
10m 10s,9.1 m,160°,  3.74 m/s
10m 15s,8.4 m,164°,  3.64 m/s
10m 30s,9.0 m,168°,  4.05 m/s
10m 35s,9.6 m,180°,  4.00 m/s
00m 20s,8.8 m,161°,  1.36 m/s
00m 25s,8.8 m,176°,  3.82 m/s
00m 45s,9.1 m,156°,  3.23 m/s
00m 50s,9.3 m,154°,  3.98 m/s
00m 55s,9.5 m,168°,  3.58 m/s
01m 10s,9.4 m,165°,  5.23 m/s
01m 15s,9.2 m,161°,  3.76 m/s
01m 20s,9.0 m,165°,  3.48 m/s
01m 40s,9.3 m,163°,  3.69 m/s
01m 45s,9.5 m,164°,  3.69 m/s
02m 05s,9.4 m,150°,  3.35 m/s
02m 10s,9.2 m,169°,  3.41 m/s
02m 15s,9.0 m,178°,  3.78 m/s
02m 30s,9.3 m,172°,  3.71 m/s
02m 35s,9.5 m,166°,  3.75 m/s
02m 40s,9.7 m,162°,  3.46 m/s
02m 55s,9.5 m,165°,  4.13 m/s
03m 00s,9.4 m,169°,  3.68 m/s
03m 05s,9.1 m,166°,  3.79 m/s
03m 20s,9.2 m,168°,  1.42 m/s
03m 25s,9.4 m,166°,  4.36 m/s
03m 30s,9.6 m,169°,  4.53 m/s
03m 50s,9.5 m,173°,  3.13 m/s
03m 55s,9.3 m,166°,  2.77 m/s
04m 00s,9.1 m,170°,  3.46 m/s
04m 15s,9.4 m,170°,  4.95 m/s
04m 20s,9.6 m,172°,  4.33 m/s
04m 25s,9.7 m,163°,  3.81 m/s
04m 40s,9.6 m,174°,  3.62 m/s
04m 45s,9.5 m,165°,  3.40 m/s
04m 50s,9.3 m,171°,  3.20 m/s
05m 05s,9.5 m,177°,  2.55 m/s
05m 10s,9.6 m,165°,  3.25 m/s
05m 15s,9.7 m,161°,  3.01 m/s
05m 35s,9.6 m,172°,  4.24 m/s
05m 40s,9.5 m,171°,  3.11 m/s
06m 00s,9.6 m,164°,  3.33 m/s
06m 05s,9.7 m,170°,  3.21 m/s
06m 10s,9.8 m,173°,  3.29 m/s
06m 25s,9.7 m,185°,  4.12 m/s
06m 30s,9.7 m,171°,  2.76 m/s
06m 35s,9.6 m,166°,  2.96 m/s
06m 50s,9.7 m,177°,  1.67 m/s
06m 55s,9.7 m,169°,  3.49 m/s
07m 00s,9.8 m,161°,  3.59 m/s
07m 15s,9.8 m,164°,  5.30 m/s
07m 20s,9.8 m,155°,  2.53 m/s
07m 25s,9.7 m,163°,  2.81 m/s
07m 45s,9.8 m,169°,  3.33 m/s
07m 50s,9.8 m,178°,  2.95 m/s
07m 55s,9.9 m,150°,  3.03 m/s
08m 10s,9.8 m,172°,  2.55 m/s
08m 15s,9.8 m,178°,  2.94 m/s
08m 20s,9.8 m,180°,  3.19 m/s
08m 35s,9.7 m,192°,  1.76 m/s
08m 40s,9.8 m,179°,  4.04 m/s
08m 45s,9.9 m,173°,  3.11 m/s
09m 00s,9.9 m,173°,  4.65 m/s
09m 05s,9.8 m,157°,  1.79 m/s
09m 10s,9.8 m,181°,  1.37 m/s
09m 30s,9.8 m,170°,  1.80 m/s
09m 35s,9.9 m,178°,  2.10 m/s
09m 40s,10.0 m,147°,  2.20 m/s
09m 55s,9.8 m,167°,  1.24 m/s
10m 00s,9.7 m,161°,  1.10 m/s
10m 05s,9.6 m,164°,  1.53 m/s
10m 20s,9.7 m,172°,  2.28 m/s
10m 25s,9.8 m,149°,  2.61 m/s
10m 30s,9.9 m,166°,  2.18 m/s
10m 45s,10.3 m,171°,  2.10 m/s
11m 25s,1.7 m,163°,  2.27 m/s
00m 20s,7.9 m,171°,  2.73 m/s
00m 25s,8.0 m,174°,  2.48 m/s
00m 30s,8.0 m,174°,  2.95 m/s
00m 35s,7.9 m,174°,  2.40 m/s
00m 40s,7.9 m,170°,  2.47 m/s
00m 55s,9.0 m,184°,  3.18 m/s
01m 00s,9.7 m,178°,  3.79 m/s
01m 05s,10.4 m,179°,  3.66 m/s
01m 20s,9.4 m,169°,  2.29 m/s
01m 25s,8.8 m,173°,  2.38 m/s
01m 30s,8.1 m,179°,  2.78 m/s
01m 45s,9.2 m,183°,  3.36 m/s
01m 50s,9.8 m,180°,  3.07 m/s
02m 10s,9.3 m,169°,  2.20 m/s
02m 15s,8.7 m,172°,  2.99 m/s
02m 30s,8.7 m,134°,  3.13 m/s
02m 35s,9.3 m,180°,  3.87 m/s
02m 40s,9.9 m,191°,  2.63 m/s
02m 55s,9.8 m,208°,  3.76 m/s
03m 00s,9.3 m,174°,  2.60 m/s
03m 05s,8.8 m,175°,  2.70 m/s
03m 20s,8.8 m,146°,  2.94 m/s
03m 25s,9.3 m,186°,  3.56 m/s
03m 30s,9.8 m,187°,  2.97 m/s
03m 45s,9.7 m,208°,  3.30 m/s
03m 50s,9.3 m,172°,  2.27 m/s
03m 55s,8.8 m,166°,  2.28 m/s
04m 10s,8.9 m,147°,  2.25 m/s
04m 15s,9.4 m,186°,  3.04 m/s
04m 20s,9.3 m,191°,  2.51 m/s
04m 35s,9.7 m,203°,  3.63 m/s
04m 40s,9.1 m,172°,  1.93 m/s
04m 45s,8.9 m,180°,  2.85 m/s
05m 00s,9.2 m,147°,  2.91 m/s
05m 55s,8.6 m,198°,  2.36 m/s
06m 00s,8.6 m,200°,  1.81 m/s
06m 15s,8.6 m,208°,  1.33 m/s
06m 20s,8.7 m,173°,  3.10 m/s
06m 25s,8.8 m,175°,  3.44 m/s
06m 40s,8.8 m,188°,  3.17 m/s
06m 45s,8.8 m,208°,  1.29 m/s
06m 50s,8.7 m,205°,  1.44 m/s
07m 05s,8.8 m,201°,  1.43 m/s
07m 10s,8.9 m,177°,  2.56 m/s
07m 15s,8.9 m,175°,  3.19 m/s
07m 30s,9.0 m,191°,  2.17 m/s
07m 35s,8.9 m,204°,  1.17 m/s
07m 40s,8.9 m,198°,  1.44 m/s
07m 50s,10.2 m,164°,  1.68 m/s
08m 20s,7.7 m,193°,  2.04 m/s
08m 45s,8.9 m,194°,  4.12 m/s
08m 50s,8.9 m,193°,  3.57 m/s
08m 55s,8.9 m,201°,  4.15 m/s
09m 15s,8.9 m,201°,  2.46 m/s
09m 20s,9.0 m,193°,  2.87 m/s
09m 25s,9.1 m,189°,  3.23 m/s
09m 40s,9.1 m,181°,  3.45 m/s
09m 45s,8.9 m,179°,  3.48 m/s
09m 50s,8.8 m,174°,  3.62 m/s
10m 05s,9.0 m,187°,  2.95 m/s
10m 10s,9.2 m,189°,  2.75 m/s
10m 15s,9.3 m,194°,  2.79 m/s
10m 30s,9.2 m,168°,  3.08 m/s
10m 35s,9.0 m,174°,  3.09 m/s
10m 40s,8.8 m,170°,  2.78 m/s
10m 55s,9.2 m,190°,  2.74 m/s
11m 00s,9.4 m,187°,  2.57 m/s
11m 20s,9.3 m,176°,  3.71 m/s
11m 25s,9.0 m,165°,  2.75 m/s
11m 40s,9.1 m,226°,  1.29 m/s
11m 45s,9.3 m,190°,  2.79 m/s
11m 50s,9.6 m,186°,  2.55 m/s
12m 05s,9.5 m,171°,  4.41 m/s
12m 10s,9.3 m,169°,  2.86 m/s
12m 15s,9.1 m,165°,  3.64 m/s
12m 30s,9.2 m,182°,  2.70 m/s
12m 35s,9.4 m,167°,  3.80 m/s
12m 40s,9.7 m,176°,  3.76 m/s
12m 55s,9.5 m,170°,  3.32 m/s
13m 00s,9.3 m,162°,  3.63 m/s
13m 05s,9.1 m,164°,  3.80 m/s
13m 40s,2.0 m,165°,  1.27 m/s
13m 45s,1.9 m,172°,  1.85 m/s
13m 55s,1.9 m,172°,  2.37 m/s
14m 00s,3.8 m,176°,  2.11 m/s
14m 05s,3.8 m,162°,  1.87 m/s
14m 11s,1.4 m,143°,  2.48 m/s
14m 20s,1.4 m,142°,  2.06 m/s
