Flight time,Altitude,Wind Direction,Wind Speed
09m 15s,28.9 m,184°,  3.93 m/s
09m 30s,28.3 m,215°,  4.13 m/s
09m 35s,28.1 m,196°,  3.84 m/s
09m 40s,28.1 m,196°,  3.67 m/s
09m 45s,28.0 m,200°,  3.80 m/s
09m 50s,28.0 m,199°,  3.86 m/s
09m 55s,27.9 m,197°,  3.96 m/s
10m 00s,27.9 m,196°,  3.93 m/s
10m 05s,27.8 m,195°,  3.81 m/s
10m 10s,27.7 m,189°,  3.60 m/s
10m 15s,27.6 m,195°,  3.25 m/s
10m 20s,27.6 m,189°,  2.99 m/s
10m 35s,27.5 m,166°,  3.49 m/s
10m 40s,27.9 m,178°,  4.00 m/s
10m 45s,28.3 m,180°,  4.05 m/s
10m 50s,28.6 m,179°,  3.45 m/s
10m 55s,29.0 m,183°,  3.92 m/s
11m 00s,29.4 m,184°,  3.95 m/s
11m 05s,29.8 m,186°,  3.60 m/s
11m 10s,29.6 m,184°,  3.60 m/s
11m 15s,29.2 m,179°,  4.07 m/s
11m 20s,28.7 m,180°,  3.43 m/s
11m 25s,28.3 m,179°,  4.17 m/s
11m 40s,28.7 m,194°,  3.80 m/s
11m 45s,29.2 m,186°,  3.80 m/s
11m 50s,29.6 m,189°,  3.79 m/s
11m 55s,29.7 m,193°,  3.42 m/s
12m 00s,29.4 m,192°,  3.12 m/s
12m 05s,29.0 m,189°,  3.64 m/s
12m 10s,28.6 m,193°,  3.36 m/s
12m 15s,28.3 m,188°,  3.60 m/s
12m 20s,27.9 m,187°,  3.74 m/s
12m 25s,27.5 m,186°,  3.75 m/s
12m 30s,27.1 m,191°,  2.96 m/s
12m 45s,27.2 m,179°,  3.60 m/s
12m 50s,27.3 m,174°,  3.99 m/s
12m 55s,27.4 m,177°,  4.01 m/s
13m 00s,27.6 m,178°,  3.86 m/s
13m 05s,27.7 m,178°,  3.58 m/s
13m 10s,27.8 m,182°,  3.48 m/s
13m 15s,27.9 m,179°,  3.51 m/s
13m 20s,28.1 m,174°,  4.51 m/s
13m 25s,28.2 m,173°,  4.16 m/s
13m 30s,28.4 m,177°,  4.44 m/s
13m 35s,28.5 m,187°,  4.41 m/s
13m 50s,28.6 m,188°,  3.26 m/s
13m 55s,28.5 m,185°,  3.44 m/s
14m 00s,28.3 m,185°,  3.12 m/s
14m 05s,28.2 m,190°,  3.15 m/s
14m 10s,28.0 m,188°,  2.96 m/s
14m 15s,27.9 m,183°,  3.53 m/s
14m 20s,27.7 m,189°,  3.08 m/s
14m 25s,27.5 m,183°,  3.37 m/s
14m 30s,27.4 m,187°,  3.50 m/s
14m 35s,27.3 m,191°,  3.01 m/s
14m 50s,27.4 m,150°,  3.84 m/s
14m 55s,27.5 m,178°,  3.49 m/s
15m 00s,27.7 m,172°,  3.93 m/s
15m 05s,27.8 m,171°,  4.13 m/s
15m 10s,27.9 m,172°,  4.18 m/s
15m 15s,28.1 m,174°,  4.13 m/s
15m 20s,28.2 m,178°,  3.48 m/s
15m 25s,28.4 m,177°,  3.93 m/s
15m 30s,28.5 m,173°,  3.70 m/s
15m 35s,28.7 m,174°,  4.10 m/s
15m 40s,28.8 m,177°,  4.20 m/s
15m 55s,28.8 m,202°,  4.25 m/s
16m 00s,28.6 m,184°,  3.79 m/s
16m 05s,28.5 m,189°,  3.32 m/s
16m 10s,28.4 m,186°,  2.83 m/s
16m 15s,28.3 m,190°,  3.40 m/s
16m 20s,28.2 m,186°,  3.44 m/s
16m 25s,28.1 m,181°,  3.11 m/s
16m 30s,28.0 m,185°,  3.50 m/s
16m 35s,27.9 m,183°,  3.44 m/s
16m 40s,27.7 m,180°,  3.18 m/s
16m 45s,27.6 m,184°,  2.76 m/s
17m 00s,28.0 m,183°,  2.97 m/s
17m 05s,28.1 m,177°,  3.43 m/s
17m 10s,28.2 m,179°,  3.73 m/s
17m 15s,28.3 m,176°,  3.98 m/s
17m 20s,28.4 m,182°,  3.45 m/s
17m 25s,28.5 m,177°,  3.64 m/s
17m 30s,28.6 m,174°,  4.09 m/s
17m 35s,28.6 m,171°,  3.79 m/s
17m 40s,28.7 m,172°,  4.29 m/s
17m 45s,28.8 m,178°,  4.18 m/s
17m 50s,28.9 m,177°,  4.41 m/s
18m 05s,29.0 m,195°,  3.30 m/s
18m 10s,28.9 m,196°,  3.25 m/s
18m 15s,28.9 m,192°,  3.31 m/s
18m 20s,28.9 m,196°,  3.37 m/s
18m 25s,28.9 m,188°,  3.21 m/s
18m 30s,28.9 m,188°,  2.55 m/s
18m 35s,28.9 m,187°,  3.65 m/s
18m 40s,28.9 m,191°,  3.63 m/s
18m 45s,29.0 m,189°,  2.84 m/s
18m 50s,28.9 m,187°,  3.17 m/s
18m 55s,28.9 m,195°,  3.94 m/s
19m 10s,29.7 m,191°,  2.77 m/s
19m 50s,49.6 m,174°,  3.88 m/s
00m 10s,14.6 m,204°,  2.59 m/s
00m 15s,29.6 m,199°,  3.59 m/s
00m 25s,30.2 m,145°,  2.04 m/s
00m 30s,30.2 m,176°,  3.12 m/s
00m 35s,30.2 m,165°,  2.37 m/s
00m 50s,30.6 m,260°,  0.54 m/s
00m 55s,30.0 m,178°,  2.09 m/s
01m 00s,29.2 m,178°,  2.58 m/s
01m 05s,28.4 m,191°,  3.12 m/s
01m 10s,28.1 m,188°,  2.75 m/s
01m 15s,28.3 m,188°,  2.72 m/s
01m 20s,28.5 m,186°,  2.76 m/s
01m 25s,28.7 m,186°,  2.87 m/s
01m 30s,28.8 m,185°,  2.90 m/s
01m 45s,29.4 m,192°,  4.10 m/s
01m 50s,29.6 m,191°,  3.88 m/s
01m 55s,29.8 m,190°,  3.72 m/s
02m 00s,30.0 m,185°,  3.58 m/s
02m 05s,30.2 m,188°,  4.31 m/s
02m 10s,30.5 m,189°,  4.37 m/s
02m 15s,30.7 m,184°,  4.55 m/s
02m 20s,30.6 m,184°,  4.13 m/s
02m 25s,30.1 m,181°,  4.02 m/s
02m 30s,29.6 m,186°,  3.98 m/s
02m 35s,29.0 m,178°,  3.03 m/s
02m 50s,30.0 m,184°,  2.88 m/s
02m 55s,30.6 m,186°,  3.44 m/s
03m 00s,30.7 m,186°,  3.06 m/s
03m 05s,30.5 m,193°,  3.00 m/s
03m 10s,30.2 m,187°,  2.75 m/s
03m 15s,30.0 m,196°,  2.53 m/s
03m 20s,29.7 m,187°,  2.53 m/s
03m 25s,29.5 m,187°,  2.45 m/s
03m 30s,29.2 m,186°,  3.10 m/s
03m 35s,29.0 m,190°,  3.00 m/s
03m 55s,28.8 m,188°,  4.21 m/s
04m 00s,29.1 m,191°,  4.12 m/s
04m 05s,29.4 m,190°,  4.20 m/s
04m 10s,29.7 m,190°,  4.16 m/s
04m 15s,30.1 m,187°,  4.02 m/s
04m 20s,30.4 m,188°,  4.10 m/s
04m 25s,30.7 m,192°,  4.23 m/s
04m 30s,30.7 m,194°,  3.87 m/s
04m 35s,30.3 m,194°,  3.66 m/s
04m 40s,29.8 m,190°,  3.79 m/s
05m 00s,29.4 m,198°,  2.34 m/s
05m 05s,29.3 m,200°,  2.35 m/s
05m 10s,29.2 m,201°,  2.45 m/s
05m 15s,29.1 m,197°,  2.59 m/s
05m 20s,28.9 m,196°,  2.91 m/s
05m 25s,28.9 m,197°,  2.94 m/s
05m 30s,28.8 m,194°,  2.88 m/s
05m 35s,28.6 m,195°,  2.83 m/s
05m 40s,28.5 m,194°,  2.83 m/s
05m 45s,28.4 m,194°,  2.85 m/s
06m 05s,29.0 m,190°,  3.86 m/s
06m 10s,29.1 m,192°,  3.86 m/s
06m 15s,29.2 m,195°,  3.75 m/s
06m 20s,29.2 m,189°,  3.53 m/s
06m 25s,29.3 m,189°,  3.64 m/s
06m 30s,29.4 m,193°,  3.88 m/s
06m 35s,29.5 m,191°,  4.08 m/s
06m 40s,29.6 m,190°,  4.14 m/s
06m 45s,29.6 m,189°,  3.91 m/s
06m 50s,29.7 m,193°,  3.65 m/s
07m 05s,29.3 m,225°,  2.06 m/s
07m 10s,29.2 m,206°,  2.67 m/s
07m 15s,29.2 m,204°,  2.75 m/s
07m 20s,29.2 m,198°,  2.64 m/s
07m 25s,29.2 m,200°,  2.54 m/s
07m 30s,29.1 m,194°,  2.72 m/s
07m 35s,29.1 m,195°,  2.49 m/s
07m 40s,29.1 m,195°,  2.75 m/s
07m 45s,29.1 m,201°,  2.87 m/s
07m 50s,29.0 m,199°,  2.96 m/s
07m 55s,29.0 m,199°,  2.94 m/s
08m 10s,28.9 m,192°,  5.26 m/s
08m 15s,28.9 m,193°,  4.11 m/s
08m 20s,28.9 m,193°,  4.00 m/s
08m 25s,28.9 m,195°,  4.09 m/s
08m 30s,28.9 m,195°,  3.88 m/s
08m 35s,28.9 m,196°,  3.95 m/s
08m 40s,28.9 m,190°,  3.73 m/s
08m 45s,28.9 m,191°,  3.87 m/s
08m 50s,28.9 m,186°,  3.33 m/s
08m 55s,28.9 m,194°,  3.40 m/s
09m 00s,28.9 m,195°,  3.44 m/s
09m 15s,28.5 m,204°,  2.21 m/s
09m 20s,28.5 m,190°,  2.29 m/s
09m 25s,28.5 m,193°,  2.52 m/s
09m 30s,28.5 m,201°,  2.43 m/s
09m 35s,28.5 m,200°,  2.32 m/s
09m 40s,28.5 m,200°,  2.45 m/s
09m 45s,28.5 m,203°,  2.41 m/s
09m 50s,28.5 m,199°,  2.78 m/s
09m 55s,28.5 m,198°,  2.77 m/s
10m 00s,28.5 m,195°,  2.90 m/s
10m 05s,28.5 m,190°,  2.79 m/s
10m 20s,28.1 m,198°,  3.60 m/s
10m 25s,28.1 m,194°,  3.57 m/s
10m 30s,28.1 m,194°,  3.37 m/s
10m 35s,28.0 m,190°,  3.75 m/s
10m 40s,28.1 m,189°,  3.67 m/s
10m 45s,28.1 m,197°,  3.64 m/s
10m 50s,28.0 m,189°,  3.31 m/s
10m 55s,28.0 m,187°,  3.77 m/s
11m 00s,28.1 m,188°,  3.56 m/s
11m 05s,28.0 m,188°,  3.37 m/s
11m 10s,28.1 m,188°,  3.27 m/s
11m 25s,28.0 m,196°,  2.43 m/s
11m 30s,28.0 m,192°,  2.36 m/s
11m 35s,28.0 m,193°,  2.24 m/s
11m 40s,27.9 m,197°,  2.36 m/s
11m 45s,27.9 m,201°,  2.23 m/s
11m 50s,27.9 m,202°,  2.35 m/s
11m 55s,28.0 m,191°,  2.40 m/s
12m 00s,28.0 m,190°,  2.29 m/s
12m 05s,27.9 m,192°,  2.37 m/s
12m 10s,28.0 m,190°,  2.44 m/s
12m 15s,27.9 m,193°,  2.40 m/s
12m 30s,28.0 m,191°,  3.11 m/s
12m 35s,28.0 m,188°,  3.21 m/s
12m 40s,28.1 m,186°,  3.57 m/s
12m 45s,28.1 m,185°,  3.50 m/s
12m 50s,28.1 m,195°,  3.51 m/s
12m 55s,28.2 m,189°,  3.09 m/s
13m 00s,28.2 m,189°,  3.94 m/s
13m 05s,28.2 m,190°,  3.88 m/s
13m 10s,28.2 m,191°,  3.71 m/s
13m 15s,28.3 m,192°,  3.51 m/s
13m 20s,28.3 m,190°,  3.12 m/s
13m 35s,28.6 m,192°,  2.54 m/s
13m 40s,28.6 m,188°,  2.35 m/s
13m 45s,28.5 m,184°,  2.61 m/s
13m 50s,28.4 m,184°,  2.69 m/s
13m 55s,28.3 m,187°,  2.91 m/s
14m 00s,28.3 m,184°,  3.10 m/s
14m 05s,28.2 m,183°,  2.91 m/s
14m 10s,28.2 m,183°,  2.68 m/s
14m 15s,28.1 m,182°,  2.92 m/s
14m 20s,28.0 m,188°,  2.48 m/s
14m 40s,28.1 m,196°,  2.82 m/s
14m 45s,28.2 m,195°,  2.86 m/s
14m 50s,28.3 m,190°,  3.26 m/s
14m 55s,28.4 m,185°,  3.34 m/s
15m 00s,28.5 m,190°,  3.75 m/s
15m 05s,28.6 m,194°,  3.89 m/s
15m 10s,28.7 m,183°,  3.74 m/s
15m 15s,28.8 m,191°,  4.24 m/s
15m 20s,28.9 m,194°,  4.07 m/s
15m 25s,28.9 m,195°,  3.59 m/s
15m 40s,29.1 m,203°,  1.68 m/s
15m 45s,28.8 m,195°,  2.51 m/s
15m 50s,28.6 m,189°,  2.42 m/s
15m 55s,28.3 m,185°,  2.34 m/s
16m 00s,28.1 m,191°,  2.37 m/s
16m 10s,27.9 m,205°,  3.50 m/s
16m 15s,27.8 m,202°,  3.32 m/s
16m 25s,44.5 m,189°,  2.43 m/s
16m 40s,49.8 m,182°,  7.76 m/s
16m 55s,49.8 m,181°,  3.96 m/s
17m 00s,49.8 m,178°,  3.76 m/s
17m 05s,49.8 m,213°,  2.72 m/s
