TimeStamp (UTC)," ""Latitude"""," ""Longitude"""," ""Altitude (Meter AGL)"""," ""Drone Yaw""",CO2 (ppm),Wind Direction,,Wind Speed
UTC 221212 123530 5 9 ,53.32907104,5.93375206,29.43,256.64,406,193°,,  3.68 m/s
UTC 221212 123535 5 9 ,53.32902527,5.933385372,29.28,256.61,405,188°,,  4.40 m/s
UTC 221212 123540 5 9 ,53.32897568,5.933021545,29.17,256.52,408,188°,,  4.11 m/s
UTC 221212 123544 5 9 ,53.32893372,5.932725906,29.09,256.59,410,186°,,  3.69 m/
UTC 221212 123550 5 9 ,53.3288765,5.932286739,28.93,256.62,410,190°,,  3.45 m/s
UTC 221212 123554 5 9 ,53.3288269,5.931917667,28.78,256.56,415,191°,,  3.76 m/s
UTC 221212 123600 5 9 ,53.32877731,5.931550026,28.64,256.63,417,188°,,  4.14 m/s
UTC 221212 123605 5 9 ,53.32873154,5.931183338,28.52,256.49,420,190°,,  3.85 m/s
UTC 221212 123610 5 9 ,53.3286972,5.930831432,28.34,289.06,420,194°,,  3.61 m/s
UTC 221212 123630 5 9 ,53.32901382,5.931921959,28.3,77.3,450,180°,,  3.81 m/s
UTC 221212 123634 5 9 ,53.3290596,5.932292461,28.35,77.31,455,172°,,  3.75 m/s
UTC 221212 123640 5 9 ,53.32910919,5.932659149,28.47,77.27,455,172°,,  3.52 m/s
UTC 221212 123645 5 9 ,53.32915878,5.93302536,28.51,77.21,459,174°,,  3.62 m/s
UTC 221212 123650 5 9 ,53.32920837,5.933393955,28.62,77.2,455,178°,,  3.96 m/s
UTC 221212 123655 5 9 ,53.32925797,5.933760643,28.69,77.25,455,181°,,  4.06 m/s
UTC 221212 123700 5 9 ,53.32930756,5.934128761,28.77,77.12,459,180°,,  4.12 m/s
UTC 221212 123705 5 9 ,53.32935333,5.934495449,28.86,77.3,450,181°,,  4.12 m/s
UTC 221212 123709 5 9 ,53.32940292,5.934863091,28.91,77.15,459,184°,,  4.10 m/s
UTC 221212 123715 5 9 ,53.32948685,5.935171127,28.83,17.72,455,184°,,  3.93 m/s
UTC 221212 123730 5 9 ,53.32950974,5.9342556,28.18,256.49,405,215°,,  4.13 m/s
UTC 221212 123735 5 9 ,53.32946014,5.933889866,28.14,256.71,400,196°,,  3.84 m/s
UTC 221212 123740 5 9 ,53.32941055,5.933522224,28.06,256.54,407,196°,,  3.67 m/s
UTC 221212 123745 5 9 ,53.32936096,5.933153629,28,256.5,408,200°,,  3.80 m/s
UTC 221212 123750 5 9 ,53.32931137,5.932787418,27.92,256.72,411,199°,,  3.86 m/s
UTC 221212 123755 5 9 ,53.32926178,5.932421684,27.9,256.55,408,197°,,  3.96 m/s
UTC 221212 123800 5 9 ,53.329216,5.932054997,27.84,256.52,411,196°,,  3.93 m/s
UTC 221212 123805 5 9 ,53.32916641,5.931684971,27.74,256.53,418,195°,,  3.81 m/s
UTC 221212 123810 5 9 ,53.32911682,5.931319237,27.63,256.36,427,189°,,  3.60 m/s
UTC 221212 123815 5 9 ,53.32906723,5.93095398,27.63,256.44,433,195°,,  3.25 m/s
UTC 221212 123820 5 9 ,53.32910156,5.93064785,27.27,341.22,439,189°,,  2.99 m/s
UTC 221212 123835 5 9 ,53.32933044,5.93155098,28,77.22,459,166°,,  3.49 m/s
UTC 221212 123839 5 9 ,53.32938004,5.931918621,28.38,77.24,466,178°,,  4.00 m/s
UTC 221212 123845 5 9 ,53.32942963,5.932286739,28.76,77.32,459,180°,,  4.05 m/s
UTC 221212 123850 5 9 ,53.32947922,5.932653904,29.15,77.29,463,179°,,  3.45 m/s
UTC 221212 123855 5 9 ,53.32952499,5.933020115,29.52,77.26,466,183°,,  3.92 m/s
UTC 221212 123900 5 9 ,53.32957459,5.93338728,29.8,77.39,466,184°,,  3.95 m/s
UTC 221212 123905 5 9 ,53.32962418,5.933752537,29.62,77.24,466,186°,,  3.60 m/s
UTC 221212 123910 5 9 ,53.32967377,5.934119701,29.17,77.51,463,184°,,  3.60 m/s
UTC 221212 123915 5 9 ,53.32972336,5.93448782,28.7,77.15,463,179°,,  4.07 m/s
UTC 221212 123920 5 9 ,53.32977295,5.934854984,28.22,77.28,456,180°,,  3.43 m/s
UTC 221212 123925 5 9 ,53.32990646,5.935027123,27.99,346.13,463,179°,,  4.17 m/s
UTC 221212 123940 5 9 ,53.32984161,5.934002399,29.3,256.61,411,194°,,  3.80 m/s
UTC 221212 123945 5 9 ,53.32979202,5.933635712,29.72,256.58,408,186°,,  3.80 m/s
UTC 221212 123950 5 9 ,53.32974243,5.933267117,29.75,256.58,408,189°,,  3.79 m/s
UTC 221212 123954 5 9 ,53.32970428,5.932975769,29.49,256.55,418,193°,,  3.42 m/s
UTC 221212 123959 5 9 ,53.32965469,5.932608128,29.06,256.56,416,192°,,  3.12 m/s
UTC 221212 124004 5 9 ,53.32959747,5.932168484,28.62,256.54,411,189°,,  3.64 m/s
UTC 221212 124010 5 9 ,53.32954788,5.931799889,28.27,256.61,416,193°,,  3.36 m/s
UTC 221212 124015 5 9 ,53.32949829,5.931433201,27.89,256.7,413,188°,,  3.60 m/s
UTC 221212 124020 5 9 ,53.3294487,5.931066513,27.53,256.49,423,187°,,  3.74 m/s
UTC 221212 124025 5 9 ,53.32940292,5.930701256,27.14,256.26,433,186°,,  3.75 m/s
UTC 221212 124030 5 9 ,53.32952881,5.930523396,27.01,11.45,442,191°,,  2.96 m/s
UTC 221212 124045 5 9 ,53.32970047,5.931562901,27.34,77.24,463,179°,,  3.60 m/s
UTC 221212 124050 5 9 ,53.32975006,5.931930065,27.48,77.23,466,174°,,  3.99 m/s
UTC 221212 124055 5 9 ,53.32979965,5.932296276,27.67,77.3,466,177°,,  4.01 m/s
UTC 221212 124100 5 9 ,53.32984543,5.932664394,27.79,77.29,463,178°,,  3.86 m/
UTC 221212 124105 5 9 ,53.32989502,5.933031082,27.92,77.26,466,178°,,  3.58 m/s
UTC 221212 124110 5 9 ,53.32994461,5.933398724,27.99,77.14,463,182°,,  3.48 m/s
UTC 221212 124114 5 9 ,53.32998657,5.933691025,28.11,77.23,459,179°,,  3.51 m/s
UTC 221212 124120 5 9 ,53.33004379,5.934132099,28.3,77.36,463,174°,,  4.51 m/s
UTC 221212 124125 5 9 ,53.33009338,5.934497356,28.44,77.25,459,173°,,  4.16 m/s
UTC 221212 124130 5 9 ,53.33014297,5.934853077,28.57,66.73,456,177°,,  4.44 m/
UTC 221212 124135 5 9 ,53.33031082,5.934811115,28.94,291.68,456,187°,,  4.41 m/s
UTC 221212 124150 5 9 ,53.33017349,5.933734894,28.5,256.5,411,188°,,  3.26 m/s
UTC 221212 124155 5 9 ,53.3301239,5.933366299,28.35,256.66,408,185°,,  3.44 m/s
UTC 221212 124200 5 9 ,53.33007431,5.933000088,28.2,256.59,405,185°,,  3.12 m/s
UTC 221212 124205 5 9 ,53.33002853,5.932632923,28.08,256.63,408,190°,,  3.15 m/s
UTC 221212 124210 5 9 ,53.32997894,5.932266712,27.94,256.54,408,188°,,  2.96 m/s
UTC 221212 124215 5 9 ,53.32992935,5.93189764,27.75,256.49,416,183°,,  3.53 m/s
UTC 221212 124220 5 9 ,53.32987976,5.931531429,27.57,256.61,423,189°,,  3.08 m/s
UTC 221212 124225 5 9 ,53.32983017,5.931164742,27.44,256.57,423,183°,,  3.37 m/s
UTC 221212 124230 5 9 ,53.32978439,5.930799007,27.33,256.57,425,187°,,  3.50 m/s
UTC 221212 124235 5 9 ,53.32976532,5.930449963,27.14,303.84,433,191°,,  3.01 m/s
UTC 221212 124250 5 9 ,53.33002472,5.931230545,27.61,77.41,456,150°,,  3.84 m/s
UTC 221212 124255 5 9 ,53.33007431,5.931595802,27.76,77.24,459,178°,,  3.49 m/s
UTC 221212 124300 5 9 ,53.3301239,5.931962967,27.84,77.24,466,172°,,  3.93 m/s
UTC 221212 124305 5 9 ,53.33017349,5.932332516,28.02,77.29,470,171°,,  4.13 m/s
UTC 221212 124310 5 9 ,53.33021927,5.932699204,28.16,77.41,470,172°,,  4.18 m/s
UTC 221212 124315 5 9 ,53.33026886,5.933065891,28.3,77.34,466,174°,,  4.13 m/s
UTC 221212 124319 5 9 ,53.33031845,5.93343401,28.47,77.28,466,178°,,  3.48 m/s
UTC 221212 124325 5 9 ,53.33036804,5.933798313,28.59,77.21,466,177°,,  3.93 m/s
UTC 221212 124330 5 9 ,53.33041382,5.934165001,28.75,77.24,463,173°,,  3.70 m/s
UTC 221212 124335 5 9 ,53.33046341,5.934533596,28.87,77.3,463,174°,,  4.10 m/s
UTC 221212 124340 5 9 ,53.33057404,5.934781551,28.97,351.99,466,177°,,  4.20 m/s
UTC 221212 124355 5 9 ,53.33055115,5.933811188,28.67,256.57,416,202°,,  4.25 m/s
UTC 221212 124400 5 9 ,53.33050156,5.933443546,28.59,256.52,413,184°,,  3.79 m/s
UTC 221212 124405 5 9 ,53.33045578,5.933075428,28.45,256.67,411,189°,,  3.32 m/s
UTC 221212 124410 5 9 ,53.33040619,5.932710171,28.36,256.49,411,186°,,  2.83 m/s
UTC 221212 124415 5 9 ,53.3303566,5.93234396,28.22,256.47,416,190°,,  3.40 m/s
UTC 221212 124420 5 9 ,53.33030701,5.931974411,28.1,256.61,423,186°,,  3.44 m/s
UTC 221212 124425 5 9 ,53.33026123,5.931607723,27.98,256.48,423,181°,,  3.11 m/s
UTC 221212 124430 5 9 ,53.33021164,5.931241512,27.88,256.54,425,185°,,  3.50 m/s
UTC 221212 124435 5 9 ,53.33016205,5.930876255,27.76,256.44,425,183°,,  3.44 m/s
UTC 221212 124440 5 9 ,53.33011246,5.930506706,27.61,256.3,436,180°,,  3.18 m/s
UTC 221212 124445 5 9 ,53.33020782,5.930278778,27.74,352.68,442,184°,,  2.76 m/
UTC 221212 124500 5 9 ,53.33040237,5.931287289,28.19,77.3,466,183°,,  2.97 m/s
UTC 221212 124505 5 9 ,53.33044815,5.93165493,28.3,77.19,470,177°,,  3.43 m/s
UTC 221212 124510 5 9 ,53.33049774,5.932021618,28.35,77.34,470,179°,,  3.73 m/s
UTC 221212 124515 5 9 ,53.33055496,5.932463169,28.46,77.29,470,176°,,  3.98 m/s
UTC 221212 124520 5 9 ,53.33059692,5.932756424,28.52,77.3,470,182°,,  3.45 m/s
UTC 221212 124524 5 9 ,53.33063507,5.933049202,28.6,77.27,470,177°,,  3.64 m/s
UTC 221212 124530 5 9 ,53.33069229,5.933488369,28.67,77.16,470,174°,,  4.09 m/s
UTC 221212 124535 5 9 ,53.33074188,5.933855534,28.75,77.24,466,171°,,  3.79 m/s
UTC 221212 124540 5 9 ,53.33079147,5.934223175,28.84,77.24,466,172°,,  4.29 m/s
UTC 221212 124545 5 9 ,53.33084106,5.93459177,28.95,77.72,459,178°,,  4.18 m/s
UTC 221212 124550 5 9 ,53.33085632,5.934627533,29.05,202.87,452,177°,,  4.41 m/s
