TimeStamp (UTC)," ""Latitude"""," ""Longitude"""," ""Altitude (Meter ASL)"""," ""Drone Yaw""",CO2 (ppm),Wind Direction,,Wind Speed
UTC 221221 115030 5 9 ,53.32876205,5.932437897,8.98,163.44,508,194°,,  6.44 m/s
UTC 221221 115035 5 9 ,53.32876205,5.93243742,8.98,163.61,502,200°,,  7.78 m/s
UTC 221221 115040 5 9 ,53.32877731,5.932429314,8.98,162.64,502,198°,,  7.28 m/s
UTC 221221 115100 5 9 ,53.32811356,5.932741642,8.73,163.23,454,206°,,  6.38 m/s
UTC 221221 115105 5 9 ,53.32799149,5.932831764,8.65,71.2,466,203°,,  6.85 m/s
UTC 221221 115118 5 9 ,53.32863998,5.932534695,8.98,342.66,502,194°,,  7.21 m/s
UTC 221221 115130 5 9 ,53.32886505,5.932465553,9.17,113.65,491,195°,,  7.61 m/s
UTC 221221 115145 5 9 ,53.32882309,5.93249464,9.17,162.86,491,192°,,  6.81 m/s
UTC 221221 115200 5 9 ,53.32831192,5.932738304,8.91,163.39,462,203°,,  8.14 m/s
UTC 221221 115204 5 9 ,53.3280983,5.932843208,8.81,163.25,463,208°,,  7.11 m/s
UTC 221221 115211 5 9 ,53.32803345,5.932927609,8.76,343.62,476,205°,,  6.01 m/s
UTC 221221 115225 5 9 ,53.32859039,5.932653427,9.11,342.77,486,197°,,  5.47 m/s
UTC 221221 115230 5 9 ,53.32880402,5.932548523,9.24,343.06,480,185°,,  8.09 m/s
UTC 221221 115235 5 9 ,53.32887268,5.932561874,9.4,149.2,486,191°,,  8.94 m/s
UTC 221221 115305 5 9 ,53.32828903,5.932844162,8.97,163.58,466,199°,,  7.01 m/s
UTC 221221 115315 5 9 ,53.32830048,5.932840824,8.95,162.87,486,207°,,  6.98 m/s
UTC 221221 115350 5 9 ,53.32860947,5.932736874,9.27,342.65,491,200°,,  7.39 m/s
UTC 221221 115355 5 9 ,53.32882309,5.932632923,9.43,342.82,497,193°,,  7.53 m/s
UTC 221221 115400 5 9 ,53.32886887,5.932662487,9.54,162.18,497,192°,,  7.79 m/s
UTC 221221 115425 5 9 ,53.32835007,5.932909489,9.15,163.02,491,198°,,  7.87 m/s
UTC 221221 115430 5 9 ,53.32813263,5.933013439,8.97,163.49,466,205°,,  8.57 m/s
UTC 221221 115435 5 9 ,53.32804489,5.933102608,8.83,37.85,483,209°,,  7.01 m/s
UTC 221221 115450 5 9 ,53.3286171,5.932827473,9.42,342.85,502,194°,,  6.18 m/s
UTC 221221 115455 5 9 ,53.32883072,5.932723045,9.61,342.78,497,192°,,  7.01 m/s
UTC 221221 115500 5 9 ,53.3289032,5.932737351,9.77,151.11,497,195°,,  7.28 m/s
UTC 221221 115548 5 9 ,53.32834244,5.933008194,9.19,163.58,520,195°,,  5.66 m/s
UTC 221221 115600 5 9 ,53.32804871,5.933168888,8.91,86.54,480,190°,,  8.41 m/s
UTC 221221 115615 5 9 ,53.32859802,5.932929516,9.51,343.11,508,194°,,  8.89 m/s
UTC 221221 115620 5 9 ,53.32881165,5.932826042,9.74,342.56,517,193°,,  6.15 m/s
UTC 221221 115625 5 9 ,53.32892609,5.932806969,9.89,93.64,517,189°,,  7.06 m/s
UTC 221221 115655 5 9 ,53.32830048,5.933121204,9.23,163.23,476,198°,,  7.07 m/s
UTC 221221 115700 5 9 ,53.32808685,5.933225155,9.07,165.32,473,204°,,  7.14 m/s
UTC 221221 115720 5 9 ,53.32871628,5.932967186,9.68,342.67,506,202°,,  6.93 m/s
UTC 221221 115725 5 9 ,53.32892227,5.932866573,9.88,342.35,508,194°,,  7.79 m/s
UTC 221221 115800 5 9 ,53.32868195,5.933032036,9.65,162.85,508,190°,,  5.91 m/s
UTC 221221 115815 5 9 ,53.32856369,5.933089256,9.53,163.06,506,192°,,  6.49 m/s
UTC 221221 115830 5 9 ,53.32807922,5.933357716,9.07,64.37,486,198°,,  5.11 m/s
UTC 221221 115845 5 9 ,53.3286438,5.933095932,9.63,342.97,534,190°,,  4.90 m/s
UTC 221221 115850 5 9 ,53.32886124,5.932991028,9.82,342.74,534,183°,,  6.75 m/s
UTC 221221 115855 5 9 ,53.32895279,5.932991028,9.91,122.38,530,183°,,  7.53 m/s
UTC 221221 115925 5 9 ,53.32832718,5.933297157,9.36,162.44,483,190°,,  8.45 m/s
UTC 221221 115930 5 9 ,53.32811356,5.933398724,9.27,165.49,473,208°,,  7.19 m/s
UTC 221221 115950 5 9 ,53.32875061,5.933138847,9.74,342.53,542,191°,,  7.48 m/s
UTC 221221 115956 5 9 ,53.32897186,5.933035851,9.91,15.36,520,193°,,  7.62 m/s
UTC 221221 120008 5 9 ,53.32844925,5.933329105,9.58,163.94,502,202°,,  6.86 m/s
UTC 221221 120015 5 9 ,53.32827759,5.933414459,9.42,162.79,491,202°,,  6.47 m/s
UTC 221221 120020 5 9 ,53.3280983,5.933503151,9.37,141.42,497,203°,,  5.09 m/s
UTC 221221 120035 5 9 ,53.3286171,5.933299065,9.67,342.64,530,198°,,  6.59 m/
UTC 221221 120042 5 9 ,53.32891846,5.933151245,9.88,342.76,552,198°,,  8.56 m/s
UTC 221221 120045 5 9 ,53.32898331,5.933135033,9.9,58.59,517,197°,,  9.24 m/s
UTC 221221 120115 5 9 ,53.3282547,5.933519363,9.56,162.87,476,197°,,  7.75 m/s
UTC 221221 120120 5 9 ,53.32811737,5.933609009,9.47,79.02,483,199°,,  7.90 m/s
UTC 221221 120135 5 9 ,53.32866287,5.933370113,9.79,342.47,502,196°,,  7.28 m/s
UTC 221221 120140 5 9 ,53.32888031,5.933263779,9.85,342.82,517,196°,,  7.67 m/
UTC 221221 120145 5 9 ,53.32899857,5.93323946,9.91,86.05,506,192°,,  7.53 m/s
UTC 221221 120200 5 9 ,53.32843399,5.933523178,9.76,163.67,483,201°,,  5.99 m/s
UTC 221221 120205 5 9 ,53.32822418,5.933629036,9.68,163.12,473,203°,,  5.84 m/s
UTC 221221 120210 5 9 ,53.32814789,5.933714867,9.65,17.35,491,194°,,  7.02 m/s
UTC 221221 120225 5 9 ,53.32873154,5.933431625,9.85,342.69,520,190°,,  7.23 m/s
UTC 221221 120230 5 9 ,53.32898712,5.933306694,9.9,342.07,534,201°,,  6.96 m/s
UTC 221221 120235 5 9 ,53.32899857,5.933349133,9.93,160.62,508,198°,,  7.39 m/
UTC 221221 120250 5 9 ,53.32838821,5.933642387,9.84,163.93,486,209°,,  5.57 m/s
UTC 221221 120255 5 9 ,53.32817459,5.933746338,9.78,164.76,483,202°,,  6.78 m/s
UTC 221221 120310 5 9 ,53.32859039,5.933591843,9.89,342.19,520,211°,,  3.82 m/s
UTC 221221 120314 5 9 ,53.32876205,5.933508396,9.94,342.73,530,186°,,  7.87 m/s
UTC 221221 120330 5 9 ,53.32877731,5.933549881,9.97,163.41,502,194°,,  7.27 m/s
UTC 221221 120335 5 9 ,53.32855988,5.933654785,9.93,162.69,497,197°,,  7.36 m/s
UTC 221221 120341 5 9 ,53.32847214,5.933695793,9.9,163.75,508,204°,,  7.70 m/s
UTC 221221 120349 5 9 ,53.3285141,5.933677673,9.86,163.13,530,192°,,  5.23 m/s
UTC 221221 120405 5 9 ,53.32817841,5.933888912,9.71,9.28,506,191°,,  7.20 m/s
UTC 221221 120420 5 9 ,53.32876587,5.933599949,9.97,342.87,524,189°,,  7.99 m/s
UTC 221221 120425 5 9 ,53.32898331,5.933495522,10.02,342.53,520,195°,,  6.74 m/s
UTC 221221 120430 5 9 ,53.32902527,5.933525085,10.08,161.72,520,198°,,  7.21 m/s
UTC 221221 120445 5 9 ,53.32852554,5.933766365,9.82,163.29,530,212°,,  5.30 m/s
UTC 221221 120505 5 9 ,53.32819366,5.933975697,9.68,19.62,517,196°,,  7.11 m/s
UTC 221221 120520 5 9 ,53.32877731,5.933689594,9.99,342.91,546,195°,,  7.45 m/s
UTC 221221 120526 5 9 ,53.3290329,5.933564186,10.07,342.14,539,198°,,  9.15 m/s
UTC 221221 120530 5 9 ,53.32904053,5.933610916,10.15,162.09,530,194°,,  6.81 m/s
UTC 221221 120545 5 9 ,53.32843781,5.93390131,9.8,163.61,506,208°,,  9.63 m/s
UTC 221221 120550 5 9 ,53.32822037,5.934004784,9.72,164.16,502,212°,,  9.17 m/s
UTC 221221 120555 5 9 ,53.32822418,5.934052944,9.58,343.45,517,207°,,  6.39 m/s
UTC 221221 120610 5 9 ,53.32883835,5.93375349,10,342.93,508,197°,,  7.70 m/s
UTC 221221 120615 5 9 ,53.32898331,5.933680534,10.15,60.52,524,194°,,  7.27 m/s
UTC 221221 120640 5 9 ,53.3284874,5.933972836,10.15,162.27,542,206°,,  5.27 m/s
UTC 221221 120650 5 9 ,53.32822037,5.934101582,9.55,164.14,524,201°,,  6.99 m/s
UTC 221221 120705 5 9 ,53.32820892,5.934105396,20.83,343.75,506,200°,,  5.87 m/s
