TimeStamp (UTC)," ""Latitude"""," ""Longitude"""," ""Altitude (Meter ASL)"""," ""Drone Yaw""",CO2 (ppm),Wind Direction,,Wind Speed
UTC 221221 121615 5 9 ,53.32843781,5.93537426,19.11,76.97,476,205°,,  9.23 m/s
UTC 221221 121620 5 9 ,53.32853317,5.935375214,19.28,280.25,462,205°,,  9.23 m/s
UTC 221221 121625 5 9 ,53.32849121,5.935072899,19.22,255.91,439,204°,,  8.98 m/s
UTC 221221 121630 5 9 ,53.32843018,5.934701443,19.15,254.82,426,204°,,  6.86 m/s
UTC 221221 121645 5 9 ,53.32826614,5.933601856,18.79,255.96,407,197°,,  10.25 m/s
UTC 221221 121650 5 9 ,53.32821274,5.93323803,18.64,256.03,413,201°,,  9.80 m/s
UTC 221221 121655 5 9 ,53.32815552,5.932870388,18.53,255.1,409,195°,,  10.52 m/s
UTC 221221 121700 5 9 ,53.32810593,5.932521343,18.4,255.41,416,201°,,  11.63 m/s
UTC 221221 121705 5 9 ,53.32819748,5.932506084,18.29,73.46,444,197°,,  10.68 m/s
UTC 221221 121710 5 9 ,53.32824326,5.932816029,18.43,75.91,465,197°,,  10.07 m/s
UTC 221221 121715 5 9 ,53.32829666,5.933187962,18.61,76.12,470,199°,,  9.13 m/s
UTC 221221 121730 5 9 ,53.32845688,5.93428278,19.14,75.65,480,203°,,  10.64 m/s
UTC 221221 121735 5 9 ,53.3285141,5.934652329,19.3,75.97,485,206°,,  9.84 m/s
UTC 221221 121740 5 9 ,53.32857132,5.935015202,19.47,75.92,480,205°,,  9.46 m/s
UTC 221221 121746 5 9 ,53.3286438,5.935373306,19.71,19.73,485,207°,,  9.50 m/s
UTC 221221 121750 5 9 ,53.32870102,5.93524456,19.93,257.48,451,211°,,  7.89 m/
UTC 221221 121755 5 9 ,53.32865143,5.934915066,19.75,256.33,427,208°,,  8.52 m/s
UTC 221221 121815 5 9 ,53.32843018,5.933450699,18.9,255.61,427,197°,,  9.01 m/s
UTC 221221 121820 5 9 ,53.32837677,5.933085442,18.66,255.72,426,198°,,  10.75 m/s
UTC 221221 121825 5 9 ,53.32831955,5.932720661,18.43,255.56,416,198°,,  10.29 m/s
UTC 221221 121830 5 9 ,53.32827759,5.932398796,18.25,284.8,436,193°,,  9.61 m/s
UTC 221221 121835 5 9 ,53.32838058,5.932470799,18.21,74.84,451,199°,,  10.55 m/s
UTC 221221 121840 5 9 ,53.32842636,5.932816029,18.48,75.89,457,198°,,  10.39 m/s
UTC 221221 121900 5 9 ,53.32864761,5.93428278,19.6,76,465,208°,,  9.43 m/s
UTC 221221 121905 5 9 ,53.32870102,5.934648037,19.89,76.05,465,207°,,  8.99 m/s
UTC 221221 121909 5 9 ,53.32874298,5.934939385,20.12,76.01,462,206°,,  9.14 m/s
UTC 221221 121915 5 9 ,53.32881546,5.93529129,20.43,17.01,465,206°,,  10.14 m/s
UTC 221221 121920 5 9 ,53.32886505,5.935105801,20.58,256.16,436,206°,,  10.42 m/s
UTC 221221 121925 5 9 ,53.32880783,5.934745789,20.24,256,418,208°,,  10.71 m/s
UTC 221221 121940 5 9 ,53.3286438,5.933648586,19.31,255.46,415,202°,,  10.88 m/s
UTC 221221 121945 5 9 ,53.32859039,5.933283329,18.93,255.97,415,199°,,  11.23 m/s
UTC 221221 121950 5 9 ,53.32853699,5.932915211,18.63,255.74,422,199°,,  11.41 m/
UTC 221221 121955 5 9 ,53.32846832,5.932476997,18.23,255.77,428,198°,,  9.56 m/s
UTC 221221 122005 5 9 ,53.32855988,5.932463169,18.17,75.43,463,193°,,  11.00 m/s
UTC 221221 122010 5 9 ,53.32861328,5.932830811,18.52,75.83,475,196°,,  9.35 m/s
UTC 221221 122025 5 9 ,53.32877731,5.933928013,19.56,75.7,482,200°,,  8.00 m/s
UTC 221221 122029 5 9 ,53.32882309,5.934221745,19.84,75.86,496,198°,,  8.29 m/s
UTC 221221 122035 5 9 ,53.32888794,5.934655666,20.27,75.73,482,201°,,  8.38 m/s
UTC 221221 122040 5 9 ,53.32894135,5.935024262,20.6,75.86,492,203°,,  8.82 m/s
UTC 221221 122045 5 9 ,53.32902527,5.935202122,20.72,342.81,480,205°,,  9.30 m/s
UTC 221221 122050 5 9 ,53.32902527,5.934956551,20.5,255.96,463,204°,,  7.95 m/s
UTC 221221 122055 5 9 ,53.32897186,5.934592247,20.2,255.8,434,206°,,  9.19 m/s
UTC 221221 122110 5 9 ,53.32880783,5.933496952,19.18,255.73,424,201°,,  9.95 m/
UTC 221221 122115 5 9 ,53.32875061,5.933132172,18.85,255.55,424,194°,,  9.29 m/s
UTC 221221 122120 5 9 ,53.3286972,5.932768345,18.53,255.73,424,196°,,  9.59 m/s
UTC 221221 122125 5 9 ,53.3286438,5.932402611,18.16,255.64,428,198°,,  9.69 m/s
UTC 221221 122130 5 9 ,53.32868195,5.932204247,18.17,354.13,450,195°,,  9.39 m/s
UTC 221221 122135 5 9 ,53.32874298,5.932445049,18.43,75.67,475,196°,,  8.65 m/s
UTC 221221 122140 5 9 ,53.32879639,5.932812214,18.74,75.68,486,196°,,  8.52 m/s
UTC 221221 122155 5 9 ,53.32896042,5.933911324,19.63,75.81,492,199°,,  8.63 m/s
UTC 221221 122200 5 9 ,53.32901382,5.934275627,19.94,76.05,482,202°,,  9.76 m/s
UTC 221221 122205 5 9 ,53.32906723,5.934640884,20.24,75.94,486,203°,,  10.93 m/s
UTC 221221 122210 5 9 ,53.32912445,5.935004711,20.53,75.97,486,207°,,  9.52 m/s
UTC 221221 122215 5 9 ,53.329216,5.935094357,20.31,314.53,480,202°,,  8.77 m/s
UTC 221221 122220 5 9 ,53.3291893,5.93480444,20.14,255.06,454,211°,,  8.78 m/s
UTC 221221 122225 5 9 ,53.32913208,5.934434414,19.91,256.46,439,206°,,  8.33 m/s
UTC 221221 122240 5 9 ,53.32896805,5.933337688,19.24,255.87,439,196°,,  8.20 m/s
UTC 221221 122245 5 9 ,53.32891083,5.932974815,19.06,254.64,439,198°,,  9.70 m/s
UTC 221221 122250 5 9 ,53.32885742,5.93260622,18.81,255.62,445,199°,,  11.08 m/s
UTC 221221 122255 5 9 ,53.32880402,5.93224287,18.53,254.99,439,196°,,  10.49 m/s
UTC 221221 122300 5 9 ,53.32888412,5.93214798,18.63,47.23,460,196°,,  10.45 m/s
UTC 221221 122305 5 9 ,53.32893753,5.932518005,18.76,76.02,496,195°,,  8.57 m/s
UTC 221221 122311 5 9 ,53.32899094,5.932888508,18.92,75.89,502,199°,,  8.61 m/s
UTC 221221 122325 5 9 ,53.32914734,5.933909416,19.32,75.89,496,206°,,  8.13 m/s
UTC 221221 122330 5 9 ,53.32920074,5.934272289,19.47,75.76,496,210°,,  8.35 m/s
UTC 221221 122335 5 9 ,53.32925415,5.934636593,19.64,75.86,502,209°,,  9.15 m/s
UTC 221221 122340 5 9 ,53.32930756,5.934994221,19.76,76.81,506,209°,,  8.77 m/s
UTC 221221 122345 5 9 ,53.32939529,5.934960842,19.12,266.74,492,211°,,  8.56 m/s
UTC 221221 122350 5 9 ,53.3293457,5.9346385,19.16,255.51,463,206°,,  8.60 m/s
UTC 221221 122355 5 9 ,53.3292923,5.934274197,19.09,255.73,450,207°,,  8.23 m/s
UTC 221221 122410 5 9 ,53.32912827,5.933177471,18.9,255.78,424,197°,,  8.59 m/s
UTC 221221 122415 5 9 ,53.32907486,5.932811737,18.86,256.31,422,196°,,  7.95 m/s
UTC 221221 122420 5 9 ,53.32901764,5.932445526,18.73,255.27,422,199°,,  11.85 m/s
UTC 221221 122425 5 9 ,53.32896805,5.932106972,18.73,260.16,434,199°,,  11.86 m/s
UTC 221221 122430 5 9 ,53.32907104,5.9321661,18.54,75.49,475,198°,,  11.37 m/s
UTC 221221 122435 5 9 ,53.32911301,5.932441235,18.57,75.9,477,199°,,  10.61 m/s
UTC 221221 122440 5 9 ,53.32916641,5.932812214,18.59,76.06,482,196°,,  7.99 m/s
UTC 221221 122455 5 9 ,53.32933044,5.933906078,18.67,75.96,496,209°,,  10.14 m/s
UTC 221221 122500 5 9 ,53.32938385,5.934272289,18.7,75.93,496,209°,,  9.77 m/s
UTC 221221 122505 5 9 ,53.3294487,5.934709549,18.73,76.24,506,209°,,  8.62 m/s
UTC 221221 122510 5 9 ,53.32949066,5.934958458,18.71,57.63,496,206°,,  9.44 m/s
UTC 221221 122515 5 9 ,53.32956314,5.934835434,18.41,257.32,480,212°,,  9.95 m/
UTC 221221 122520 5 9 ,53.32951355,5.934495449,18.47,255.49,454,205°,,  9.22 m/s
UTC 221221 122540 5 9 ,53.3292923,5.933031559,18.49,255.31,435,196°,,  10.78 m/s
UTC 221221 122545 5 9 ,53.32923508,5.932662964,18.49,255.37,435,196°,,  11.24 m/s
UTC 221221 122550 5 9 ,53.32918167,5.932299614,18.48,255.64,435,198°,,  10.09 m/s
UTC 221221 122555 5 9 ,53.32915115,5.931992054,18.43,297.07,450,198°,,  8.72 m/s
UTC 221221 122601 5 9 ,53.32925415,5.932144165,18.14,75.49,475,196°,,  7.18 m/s
UTC 221221 122605 5 9 ,53.32929611,5.932433128,18.16,75.7,482,193°,,  8.54 m/s
UTC 221221 122620 5 9 ,53.32946014,5.933530808,18.15,76.03,492,188°,,  7.49 m/s
UTC 221221 122625 5 9 ,53.32951355,5.933897972,18.17,76.22,486,196°,,  8.34 m/s
UTC 221221 122630 5 9 ,53.32956696,5.934258938,18.13,76.18,492,202°,,  9.21 m/s
UTC 221221 122635 5 9 ,53.32962418,5.934620857,18.15,75.61,496,194°,,  9.63 m/s
UTC 221221 122640 5 9 ,53.32968521,5.934894085,18.03,10.93,492,207°,,  11.01 m/s
UTC 221221 122645 5 9 ,53.32972717,5.934711456,17.95,256.46,463,206°,,  9.78 m/s
UTC 221221 122650 5 9 ,53.32967758,5.934362412,17.94,255.67,443,204°,,  9.30 m/s
UTC 221221 122705 5 9 ,53.32950974,5.933261395,17.91,255.86,435,204°,,  12.11 m/s
UTC 221221 122710 5 9 ,53.32945633,5.932896614,17.92,255.56,428,196°,,  10.94 m/s
UTC 221221 122714 5 9 ,53.32940292,5.932530403,17.87,255.7,435,198°,,  11.17 m/s
UTC 221221 122720 5 9 ,53.3293457,5.9321661,17.87,255.42,434,199°,,  9.74 m/s
UTC 221221 122725 5 9 ,53.32934189,5.931889534,17.66,330.16,463,197°,,  9.37 m/s
UTC 221221 122730 5 9 ,53.32942581,5.932047367,17.47,75.37,486,194°,,  10.48 m/s
UTC 221221 122735 5 9 ,53.3294754,5.932404518,17.55,76.02,498,196°,,  8.86 m/s
UTC 221221 122750 5 9 ,53.32963943,5.933504582,17.77,75.73,502,193°,,  7.44 m/s
UTC 221221 122755 5 9 ,53.32969666,5.933866978,17.84,76.4,496,202°,,  7.72 m/s
UTC 221221 122800 5 9 ,53.32975006,5.934233189,17.9,75.69,498,206°,,  9.34 m/s
UTC 221221 122805 5 9 ,53.32980347,5.934597969,17.99,75.87,498,205°,,  8.31 m/s
UTC 221221 122810 5 9 ,53.32987976,5.934815407,18.07,345.17,486,203°,,  8.02 m/s
UTC 221221 122815 5 9 ,53.32989883,5.934587956,18.44,256.57,470,211°,,  8.93 m/s
UTC 221221 122820 5 9 ,53.32984543,5.934223652,18.92,256.53,450,201°,,  9.02 m/s
UTC 221221 122836 5 9 ,53.32966232,5.933052063,19.27,255.19,439,196°,,  11.69 m/s
UTC 221221 122840 5 9 ,53.32961655,5.932762623,18.81,254.68,460,195°,,  11.57 m/s
UTC 221221 122845 5 9 ,53.32955933,5.932397366,18.21,254.92,457,196°,,  10.40 m/s
UTC 221221 122850 5 9 ,53.32949066,5.932042599,17.58,239.89,445,201°,,  7.63 m/s
UTC 221221 122855 5 9 ,53.32928467,5.93195343,17.57,165.1,445,191°,,  9.39 m/s
UTC 221221 122900 5 9 ,53.32907104,5.932054043,17.67,164.22,450,185°,,  10.26 m/s
UTC 221221 122905 5 9 ,53.32885361,5.93214941,17.84,164.55,454,192°,,  9.57 m/s
UTC 221221 122916 5 9 ,53.32837296,5.932377338,18.06,159.61,460,208°,,  8.44 m/s
UTC 221221 122920 5 9 ,53.32820511,5.932480812,18.06,159.64,463,207°,,  11.92 m/s
UTC 221221 122925 5 9 ,53.3279953,5.932611942,18.05,159.14,475,210°,,  11.56 m/s
UTC 221221 122930 5 9 ,53.32782745,5.932696819,18.14,110.41,477,211°,,  10.50 m/s
UTC 221221 122935 5 9 ,53.32793808,5.932683468,17.94,344.39,506,206°,,  7.83 m/s
UTC 221221 122940 5 9 ,53.32814026,5.932597637,17.93,344.6,519,205°,,  7.62 m/s
UTC 221221 123000 5 9 ,53.32901764,5.93223381,17.75,344.93,498,195°,,  6.77 m/s
UTC 221221 123004 5 9 ,53.32928085,5.932122707,17.69,345.29,519,195°,,  7.54 m/s
UTC 221221 123010 5 9 ,53.32945633,5.932049751,17.65,344.27,514,200°,,  8.50 m/s
UTC 221221 123015 5 9 ,53.32950211,5.93218708,17.87,137.52,506,199°,,  7.90 m/s
UTC 221221 123020 5 9 ,53.32932281,5.932265759,17.88,165.31,482,196°,,  6.60 m/s
UTC 221221 123025 5 9 ,53.32910156,5.93235302,18.04,165.93,470,194°,,  7.37 m/s
UTC 221221 123040 5 9 ,53.32844543,5.932623386,18.14,165.57,460,202°,,  8.80 m/s
UTC 221221 123045 5 9 ,53.328228,5.9327178,18.14,164.48,457,209°,,  8.86 m/s
UTC 221221 123050 5 9 ,53.32801056,5.93280983,18.23,164.67,457,210°,,  9.72 m/s
UTC 221221 123055 5 9 ,53.32780075,5.932897091,18.3,165.63,457,202°,,  7.75 m/s
UTC 221221 123100 5 9 ,53.32784271,5.933036327,18.37,346.87,463,197°,,  9.84 m/s
UTC 221221 123105 5 9 ,53.328022,5.932954788,18.34,345.38,482,209°,,  11.07 m/s
UTC 221221 123110 5 9 ,53.32824326,5.932864189,18.32,344.84,492,210°,,  10.01 m/s
UTC 221221 123125 5 9 ,53.32889938,5.932591915,18.21,344.55,506,194°,,  8.84 m
UTC 221221 123130 5 9 ,53.32912064,5.932500362,18.17,345.21,514,194°,,  9.01 m/s
UTC 221221 123136 5 9 ,53.32938385,5.932392597,18.12,344.77,523,195°,,  9.48 m/s
UTC 221221 123140 5 9 ,53.32953644,5.932330132,18.09,356.29,506,194°,,  7.96 m/s
UTC 221221 123146 5 9 ,53.32948303,5.932514191,18.36,164.75,496,202°,,  7.46 m/
UTC 221221 123150 5 9 ,53.32931137,5.932579041,18.42,165.25,486,198°,,  9.44 m/s
UTC 221221 123210 5 9 ,53.32843781,5.932941914,18.59,165.27,463,214°,,  9.82 m/s
UTC 221221 123215 5 9 ,53.32821655,5.933028698,18.65,165.32,460,209°,,  8.74 m/s
UTC 221221 123219 5 9 ,53.32804489,5.933104992,18.68,164.97,460,209°,,  9.05 m/s
UTC 221221 123225 5 9 ,53.32782364,5.933220387,18.78,120.36,463,213°,,  9.33 m/s
UTC 221221 123230 5 9 ,53.32792664,5.933310986,18.86,345.82,457,205°,,  7.55 m/s
UTC 221221 123235 5 9 ,53.32813263,5.933220863,18.86,345,480,209°,,  9.11 m/s
UTC 221221 123250 5 9 ,53.32878876,5.932948113,18.74,344.7,506,206°,,  8.95 m/s
UTC 221221 123254 5 9 ,53.32905197,5.932837486,18.68,345.1,534,191°,,  10.64 m/
UTC 221221 123300 5 9 ,53.32922363,5.932765484,18.66,345.04,530,202°,,  9.16 m/s
UTC 221221 123305 5 9 ,53.32944489,5.932675362,18.61,344.8,530,199°,,  10.40 m/s
UTC 221221 123310 5 9 ,53.32960892,5.932664871,18.71,65.83,523,199°,,  9.41 m/s
UTC 221221 123315 5 9 ,53.32951736,5.932806492,18.89,165.06,502,195°,,  8.52 m/s
UTC 221221 123320 5 9 ,53.32929993,5.93289423,18.96,165.83,482,201°,,  8.60 m/s
UTC 221221 123335 5 9 ,53.3286438,5.933164597,19.07,164.79,470,205°,,  10.18 m/s
UTC 221221 123340 5 9 ,53.32842636,5.933252811,19.1,165.44,470,215°,,  9.29 m/s
UTC 221221 123345 5 9 ,53.32820892,5.933345318,19.16,165.14,470,207°,,  9.37 m/s
UTC 221221 123350 5 9 ,53.32799149,5.93343401,19.16,165.48,463,213°,,  9.58 m/s
UTC 221221 123355 5 9 ,53.32787323,5.933570385,19.31,75.67,480,211°,,  10.42 m/s
UTC 221221 123400 5 9 ,53.32801056,5.933581829,19.39,345.48,486,212°,,  9.11 m/
UTC 221221 123405 5 9 ,53.32821274,5.933498383,19.37,345.04,496,215°,,  9.05 m/s
UTC 221221 123420 5 9 ,53.32886887,5.933227062,19.28,344.98,543,209°,,  5.51 m/s
UTC 221221 123425 5 9 ,53.3290863,5.933134556,19.24,344.85,530,198°,,  8.10 m/s
UTC 221221 123430 5 9 ,53.32930756,5.933042526,19.17,344.89,530,201°,,  8.48 m/s
UTC 221221 123435 5 9 ,53.32952499,5.932951927,19.14,345.01,526,199°,,  8.90 m/s
UTC 221221 123440 5 9 ,53.32966232,5.932988644,19.29,75.89,519,203°,,  8.72 m/s
UTC 221221 123445 5 9 ,53.32952499,5.933112145,19.4,164.78,506,202°,,  8.18 m/s
UTC 221221 123449 5 9 ,53.3293457,5.93318224,19.45,165.41,496,203°,,  8.77 m/s
UTC 221221 123505 5 9 ,53.32865143,5.933471203,19.6,165.16,482,216°,,  8.93 m/s
UTC 221221 123510 5 9 ,53.32843018,5.933564186,19.64,165.35,486,212°,,  8.52 m/s
UTC 221221 123513 5 9 ,53.32825851,5.933633804,19.65,165.15,486,214°,,  6.59 m/s
UTC 221221 123520 5 9 ,53.3279953,5.933744907,19.69,164.93,486,219°,,  8.40 m/s
UTC 221221 123525 5 9 ,53.32793045,5.933898449,19.8,53.83,492,216°,,  9.24 m/s
UTC 221221 123530 5 9 ,53.32809448,5.933856487,19.79,345.44,506,209°,,  9.45 m/s
UTC 221221 123535 5 9 ,53.32831192,5.933766842,19.8,345.05,492,216°,,  8.61 m/s
UTC 221221 123550 5 9 ,53.32896805,5.933495045,19.73,344.76,502,210°,,  7.05 m/s
UTC 221221 123555 5 9 ,53.32918549,5.933401585,19.69,345.2,506,200°,,  8.09 m/s
UTC 221221 123600 5 9 ,53.32940292,5.933310509,19.66,344.75,523,200°,,  7.87 m/s
UTC 221221 123605 5 9 ,53.32962036,5.93322134,19.66,344.46,526,204°,,  9.70 m/s
UTC 221221 123610 5 9 ,53.32969666,5.933333874,19.86,119.11,523,204°,,  8.69 m/s
UTC 221221 123615 5 9 ,53.32952118,5.93342495,19.84,164.58,514,195°,,  8.00 m/s
UTC 221221 123620 5 9 ,53.32929993,5.933511257,19.87,164.98,502,195°,,  7.56 m/s
UTC 221221 123635 5 9 ,53.3286438,5.933781147,19.85,165.53,475,216°,,  9.46 m/s
UTC 221221 123640 5 9 ,53.32842636,5.933871746,19.86,165.67,460,210°,,  8.67 m/s
UTC 221221 123645 5 9 ,53.32820892,5.93396616,19.83,164.72,463,208°,,  8.39 m/s
UTC 221221 123650 5 9 ,53.32799149,5.934053898,19.88,167.09,470,208°,,  8.32 m/s
UTC 221221 123654 5 9 ,53.32798004,5.934196472,19.6,47.23,498,203°,,  7.00 m/s
UTC 221221 123700 5 9 ,53.32819748,5.934125423,19.65,344.85,506,205°,,  7.72 m/s
UTC 221221 123705 5 9 ,53.32841492,5.93403244,19.7,345.11,523,209°,,  8.29 m/s
UTC 221221 123720 5 9 ,53.32907486,5.933761597,19.78,344.96,548,203°,,  7.01 m/s
UTC 221221 123725 5 9 ,53.32928848,5.933670998,19.85,345.14,543,199°,,  6.80 m/s
UTC 221221 123730 5 9 ,53.32950592,5.933578491,19.87,345.38,548,197°,,  8.06 m/s
UTC 221221 123735 5 9 ,53.32971573,5.933494568,19.88,347.78,530,197°,,  9.86 m/s
UTC 221221 123740 5 9 ,53.3297081,5.933658123,19.92,165,523,202°,,  9.01 m/s
UTC 221221 123745 5 9 ,53.32951355,5.933735848,19.84,165.27,498,202°,,  6.97 m/s
UTC 221221 123750 5 9 ,53.3292923,5.933822632,19.82,165.2,482,203°,,  7.79 m/
UTC 221221 123805 5 9 ,53.32863617,5.93409729,19.57,164.96,492,203°,,  8.53 m/s
UTC 221221 123810 5 9 ,53.32842255,5.934187889,19.51,165.06,496,209°,,  9.21 m/s
UTC 221221 123816 5 9 ,53.32815933,5.934299469,19.45,164.84,482,213°,,  9.42 m/s
UTC 221221 123820 5 9 ,53.32801056,5.934367657,19.45,142,502,221°,,  8.84 m/s
UTC 221221 123825 5 9 ,53.32808685,5.934484959,19.19,346.02,514,212°,,  9.34 m/s
UTC 221221 123830 5 9 ,53.32828522,5.934396267,19.29,345.25,530,213°,,  10.94 m/s
UTC 221221 123850 5 9 ,53.3291626,5.934031963,19.66,345.27,530,213°,,  8.65 m/s
UTC 221221 123855 5 9 ,53.32938004,5.933940411,19.75,345.31,555,212°,,  9.60 m/s
UTC 221221 123900 5 9 ,53.32960129,5.933849812,19.83,345.01,561,211°,,  9.66 m/s
UTC 221221 123905 5 9 ,53.32978439,5.933797836,19.86,34.13,561,209°,,  9.42 m/s
UTC 221221 123910 5 9 ,53.32971954,5.933961868,19.67,164.48,543,212°,,  7.73 m/s
UTC 221221 123915 5 9 ,53.32950974,5.934045315,19.64,165.36,534,210°,,  7.94 m/s
UTC 221221 123930 5 9 ,53.32885361,5.934317589,19.42,165.04,526,207°,,  9.96 m/s
UTC 221221 123935 5 9 ,53.32863617,5.934408188,19.3,164.65,523,221°,,  9.72 m/s
UTC 221221 123940 5 9 ,53.32841873,5.93449831,19.22,164.92,523,224°,,  10.65 m/s
UTC 221221 123945 5 9 ,53.32819748,5.934586525,19.16,165.76,514,220°,,  10.00 m/s
UTC 221221 123950 5 9 ,53.32804489,5.93470335,18.99,90,526,223°,,  9.99 m/s
UTC 221221 123955 5 9 ,53.32816315,5.934758663,18.96,345.29,543,225°,,  11.53 m/s
UTC 221221 124000 5 9 ,53.32841492,5.93465519,19.01,344.97,552,218°,,  9.85 m/s
UTC 221221 124015 5 9 ,53.32902908,5.934398174,19.17,345.12,555,223°,,  6.61 m/s
UTC 221221 124020 5 9 ,53.32924652,5.934307575,19.24,345.02,567,210°,,  10.04 m/s
UTC 221221 124023 5 9 ,53.32938004,5.934253216,19.27,344.99,596,206°,,  9.84 m/s
UTC 221221 124030 5 9 ,53.3296814,5.934124947,19.35,345.29,567,203°,,  10.37 m/s
UTC 221221 124035 5 9 ,53.32984161,5.934120655,19.2,68.84,572,204°,,  9.18 m/s
UTC 221221 124040 5 9 ,53.32973862,5.93426466,18.99,164.11,548,206°,,  9.41 m/s
UTC 221221 124045 5 9 ,53.32952499,5.934350491,18.96,165.02,530,207°,,  9.34 m/s
UTC 221221 124100 5 9 ,53.32886124,5.934621334,18.92,165.4,506,213°,,  10.09 m/s
UTC 221221 124105 5 9 ,53.32864761,5.934713364,18.91,165.51,502,214°,,  10.33 m/s
UTC 221221 124110 5 9 ,53.32842636,5.934802532,18.85,165.79,502,213°,,  8.55 m/s
UTC 221221 124115 5 9 ,53.32820892,5.934892178,18.83,165.55,502,215°,,  8.30 m/s
UTC 221221 124120 5 9 ,53.3280983,5.935034752,18.68,75.55,514,217°,,  9.34 m/s
UTC 221221 124125 5 9 ,53.32823944,5.935036182,18.7,345.17,530,215°,,  7.99 m/s
UTC 221221 124130 5 9 ,53.32845306,5.934948921,18.69,344.89,526,212°,,  6.92 m/s
UTC 221221 124145 5 9 ,53.32910919,5.93467617,18.69,344.89,552,209°,,  6.30 m/s
UTC 221221 124150 5 9 ,53.32937241,5.934566498,18.7,344.94,572,200°,,  8.56 m/s
UTC 221221 124155 5 9 ,53.32954788,5.934493065,18.68,344.81,572,208°,,  6.37 m/s
UTC 221221 124200 5 9 ,53.32976532,5.934401035,18.69,344.84,575,209°,,  8.64 m/s
UTC 221221 124205 5 9 ,53.32989502,5.934450626,18.52,77.96,567,207°,,  8.80 m/s
UTC 221221 124210 5 9 ,53.32975388,5.934565544,18.41,165.2,543,207°,,  9.34 m/s
UTC 221221 124215 5 9 ,53.32953262,5.934653759,18.53,165.48,523,204°,,  8.35 m/s
UTC 221221 124230 5 9 ,53.3288765,5.934927464,18.64,165.78,506,206°,,  8.76 m/s
UTC 221221 124235 5 9 ,53.32865906,5.935018539,18.64,165.18,502,207°,,  7.82 m/s
UTC 221221 124239 5 9 ,53.32835388,5.935144901,18.7,165.01,502,208°,,  7.60 m/s
UTC 221221 124245 5 9 ,53.32822418,5.935199738,18.73,164.96,498,211°,,  6.59 m/s
UTC 221221 124250 5 9 ,53.3281517,5.935351849,18.73,56.96,514,214°,,  7.30 m/s
UTC 221221 124255 5 9 ,53.32830429,5.935320377,18.73,345.58,537,214°,,  8.42 m/s
UTC 221221 124300 5 9 ,53.32850647,5.935236931,18.69,344.74,548,208°,,  9.31 m/s
UTC 221221 124315 5 9 ,53.32916641,5.93496275,18.54,344.91,567,220°,,  6.80 m/s
