TimeStamp (UTC)," ""Latitude"""," ""Longitude"""," ""Altitude (Meter ASL)"""," ""Drone Yaw""",CO2 (ppm),Wind Direction,,Wind Speed
UTC 221221 125400 5 9 ,53.3290596,5.935022354,30.36,77.48,561,191°,,  9.61 m/s
UTC 221221 125405 5 9 ,53.32915115,5.935303688,30.26,2.87,561,199°,,  7.17 m/s
UTC 221221 125410 5 9 ,53.32925415,5.935094357,29.88,259.23,530,198°,,  9.11 m/s
UTC 221221 125415 5 9 ,53.32920837,5.934736729,29.73,257.33,496,197°,,  7.46 m/s
UTC 221221 125420 5 9 ,53.32915497,5.934366703,29.58,256.71,492,194°,,  8.05 m/s
UTC 221221 125425 5 9 ,53.32910538,5.934000492,29.45,257.08,486,194°,,  8.30 m/s
UTC 221221 125430 5 9 ,53.32905579,5.933633804,29.36,256.89,496,204°,,  13.15 m/s
UTC 221221 125435 5 9 ,53.3290062,5.93326664,29.23,255.84,486,185°,,  12.95 m/s
UTC 221221 125450 5 9 ,53.32886124,5.932163715,28.81,257.2,519,207°,,  13.45 m/s
UTC 221221 125455 5 9 ,53.32881165,5.931797504,28.67,257.15,523,203°,,  11.09 m/s
UTC 221221 125500 5 9 ,53.32876968,5.931435108,28.54,258.1,496,209°,,  10.42 m/s
UTC 221221 125505 5 9 ,53.32872009,5.931060314,28.46,257.41,498,210°,,  7.70 m/s
UTC 221221 125510 5 9 ,53.3287468,5.930762291,28.13,340.34,526,185°,,  9.14 m/s
UTC 221221 125515 5 9 ,53.32888031,5.930900097,28.05,76.72,543,201°,,  9.58 m/s
UTC 221221 125520 5 9 ,53.3289299,5.931271553,28.08,77.8,534,216°,,  12.61 m/s
UTC 221221 125525 5 9 ,53.32897568,5.931635857,28.14,77.61,534,210°,,  12.13 m/s
UTC 221221 125530 5 9 ,53.32902145,5.932003021,28.3,77.41,537,207°,,  12.95 m/s
UTC 221221 125535 5 9 ,53.32906723,5.932368279,28.35,77.97,543,207°,,  11.53 m/s
UTC 221221 125540 5 9 ,53.32912064,5.932733059,28.38,77.01,543,212°,,  11.48 m/s
UTC 221221 125555 5 9 ,53.32926941,5.933837414,28.63,77.6,530,208°,,  13.98 m/s
UTC 221221 125600 5 9 ,53.329319,5.934205055,28.7,77.57,526,203°,,  13.50 m/s
UTC 221221 125605 5 9 ,53.32936478,5.934570789,28.78,78.1,530,208°,,  13.56 m/s
UTC 221221 125610 5 9 ,53.32941437,5.934940338,28.86,76.95,534,197°,,  12.94 m/s
UTC 221221 125615 5 9 ,53.32952881,5.935167313,28.57,348.57,523,202°,,  15.96 m/s
UTC 221221 125620 5 9 ,53.32959366,5.934853554,28.22,258.97,496,205°,,  16.38 m/s
UTC 221221 125625 5 9 ,53.3295517,5.934582233,28.24,257.19,480,203°,,  14.72 m/s
UTC 221221 125630 5 9 ,53.32950211,5.934208393,28.15,257.47,475,201°,,  12.69 m/s
UTC 221221 125635 5 9 ,53.32945251,5.933842182,28.05,257.63,460,196°,,  14.70 m/s
UTC 221221 125642 5 9 ,53.32938385,5.933326244,27.97,258.59,445,205°,,  12.18 m/s
UTC 221221 125702 5 9 ,53.32918549,5.931856155,27.78,257.13,470,208°,,  13.34 m/s
UTC 221221 125705 5 9 ,53.32915878,5.931636334,27.69,258.65,463,204°,,  12.45 m/s
UTC 221221 125710 5 9 ,53.32910538,5.93127346,27.66,256.97,480,199°,,  12.58 m/s
UTC 221221 125715 5 9 ,53.3290596,5.930905342,27.54,258.65,475,204°,,  11.58 m/s
UTC 221221 125720 5 9 ,53.32912827,5.930639267,27.24,345.43,514,204°,,  13.72 m/s
UTC 221221 125725 5 9 ,53.32923889,5.930835247,27.09,77.13,526,203°,,  13.63 m/s
UTC 221221 125730 5 9 ,53.32928467,5.931202889,27.15,77.49,534,196°,,  12.17 m/s
UTC 221221 125735 5 9 ,53.32933426,5.93157196,27.21,77.86,534,206°,,  9.99 m/s
UTC 221221 125740 5 9 ,53.32938385,5.931938171,27.27,77.23,534,206°,,  15.26 m/s
UTC 221221 125745 5 9 ,53.32942963,5.932305336,27.32,77.33,537,206°,,  13.43 m/s
UTC 221221 125805 5 9 ,53.32962418,5.933773994,27.67,77.63,543,199°,,  13.02 m/s
UTC 221221 125810 5 9 ,53.32967758,5.934144497,27.72,78.11,530,204°,,  13.20 m/s
UTC 221221 125815 5 9 ,53.32972336,5.934508324,27.8,77.67,530,197°,,  13.72 m/s
UTC 221221 125820 5 9 ,53.32977295,5.934873104,27.82,77.06,534,203°,,  11.67 m/s
UTC 221221 125826 5 9 ,53.3299408,5.934990406,27.98,319.19,537,199°,,  11.66 m/s
UTC 221221 125830 5 9 ,53.32994461,5.93475008,27.95,259.34,523,203°,,  11.54 m/s
UTC 221221 125835 5 9 ,53.32989502,5.934382439,27.8,258.39,502,201°,,  13.37 m/s
UTC 221221 125840 5 9 ,53.32984543,5.934013844,27.78,257.96,498,200°,,  14.12 m/s
UTC 221221 125845 5 9 ,53.32979584,5.933642864,27.67,257.89,486,197°,,  13.58 m/s
UTC 221221 125850 5 9 ,53.32974243,5.93327713,27.61,256.56,482,201°,,  12.77 m/s
UTC 221221 125905 5 9 ,53.32960129,5.932178497,27.33,257.5,486,186°,,  9.30 m/s
UTC 221221 125910 5 9 ,53.3295517,5.931809425,27.25,257.92,482,203°,,  10.78 m/s
UTC 221221 125915 5 9 ,53.32950211,5.931441784,27.18,257.31,482,201°,,  12.96 m/s
UTC 221221 125920 5 9 ,53.32945251,5.931075096,27.04,257.34,482,205°,,  13.29 m/s
UTC 221221 125925 5 9 ,53.32940292,5.930709362,27,257.33,492,207°,,  13.51 m/s
UTC 221221 125930 5 9 ,53.32952118,5.930517197,26.96,7.37,530,207°,,  11.69 m/s
UTC 221221 125935 5 9 ,53.32959747,5.93076849,27.05,76.73,548,205°,,  13.01 m/s
UTC 221221 125940 5 9 ,53.32964325,5.931136608,27.18,77.57,567,208°,,  13.54 m/s
UTC 221221 125945 5 9 ,53.32969284,5.931501389,27.28,77.67,548,205°,,  9.61 m/s
UTC 221221 125950 5 9 ,53.32974243,5.931871414,27.42,77.89,543,207°,,  12.79 m/s
UTC 221221 125955 5 9 ,53.32979202,5.932240486,27.54,77.6,534,206°,,  13.05 m/s
UTC 221221 130010 5 9 ,53.32993698,5.933341503,27.96,77.83,534,203°,,  14.48 m/s
UTC 221221 130015 5 9 ,53.32998276,5.933703899,28.04,77.51,543,199°,,  14.52 m/s
UTC 221221 130020 5 9 ,53.33004761,5.934148312,28.22,77.72,548,197°,,  14.06 m/s
UTC 221221 130025 5 9 ,53.33008575,5.93444109,28.34,77.68,530,194°,,  13.01 m/s
UTC 221221 130030 5 9 ,53.33013153,5.934807777,28.45,78.76,537,196°,,  13.12 m/s
UTC 221221 130035 5 9 ,53.33029175,5.934860706,28.79,319.26,530,192°,,  12.66 m/s
UTC 221221 130040 5 9 ,53.33028412,5.934547424,28.8,258.45,519,197°,,  13.96 m/s
UTC 221221 130045 5 9 ,53.33023453,5.934175968,28.66,257.54,496,194°,,  14.86 m/s
UTC 221221 130051 5 9 ,53.33017349,5.933734417,28.46,258.15,482,195°,,  14.22 m/s
UTC 221221 130055 5 9 ,53.33013535,5.933440208,28.31,257.65,482,202°,,  15.41 m/s
UTC 221221 130100 5 9 ,53.33007813,5.932999134,28.14,257.73,498,198°,,  14.43 m/s
UTC 221221 130115 5 9 ,53.3299408,5.93197155,27.75,258.08,480,201°,,  13.38 m/s
UTC 221221 130120 5 9 ,53.3298912,5.931605339,27.62,257.3,463,206°,,  12.71 m/s
UTC 221221 130125 5 9 ,53.32984161,5.931244373,27.35,258.36,460,205°,,  12.77 m/s
UTC 221221 130130 5 9 ,53.32979202,5.930874825,27.29,258.02,463,204°,,  11.87 m/s
UTC 221221 130135 5 9 ,53.32975006,5.930517197,27.19,269.11,475,206°,,  12.69 m/s
UTC 221221 130140 5 9 ,53.32992554,5.930473328,27.21,60.84,502,204°,,  11.01 m/s
UTC 221221 130145 5 9 ,53.32995987,5.93073225,27.34,76.76,502,201°,,  10.77 m/
UTC 221221 130150 5 9 ,53.33000565,5.93110466,27.49,77.81,519,199°,,  11.61 m/s
UTC 221221 130155 5 9 ,53.33005524,5.931473255,27.6,77.63,526,201°,,  12.65 m/s
UTC 221221 130200 5 9 ,53.33010483,5.931841373,27.75,77.56,534,203°,,  12.87 m/s
UTC 221221 130205 5 9 ,53.33016586,5.932283878,27.96,77.67,543,202°,,  13.22 m/s
UTC 221221 130220 5 9 ,53.33030319,5.933310032,28.36,77.58,537,201°,,  16.58 m/s
UTC 221221 130225 5 9 ,53.33035278,5.933676243,28.47,77.67,534,199°,,  15.07 m/s
UTC 221221 130230 5 9 ,53.33039856,5.934044361,28.61,77.8,530,204°,,  12.64 m/s
UTC 221221 130235 5 9 ,53.33044815,5.934411526,28.74,77.77,526,199°,,  12.77 m/s
UTC 221221 130245 5 9 ,53.33066177,5.934666634,28.91,285.31,530,192°,,  12.05 m/s
UTC 221221 130250 5 9 ,53.33063126,5.934355259,28.82,259.02,477,194°,,  10.71 m/s
UTC 221221 130255 5 9 ,53.33057785,5.933986187,28.71,258.05,480,196°,,  11.73 m/s
UTC 221221 130300 5 9 ,53.33052444,5.933616161,28.64,256.8,477,195°,,  14.10 m/s
UTC 221221 130305 5 9 ,53.33047485,5.93324852,28.46,257.58,480,197°,,  15.17 m/s
UTC 221221 130310 5 9 ,53.33043289,5.932879448,28.31,257.74,477,197°,,  13.86 m/s
UTC 221221 130325 5 9 ,53.3302803,5.931781769,27.94,257.83,502,203°,,  11.90 m/
UTC 221221 130329 5 9 ,53.33024597,5.931487083,27.88,257.72,496,200°,,  11.02 m/s
UTC 221221 130335 5 9 ,53.33018494,5.931048393,27.73,258.04,477,197°,,  12.08 m/s
UTC 221221 130340 5 9 ,53.33013535,5.930680275,27.7,257.73,482,201°,,  11.50 m/s
UTC 221221 130345 5 9 ,53.33011627,5.930330753,27.7,301.9,502,200°,,  12.54 m/s
UTC 221221 130350 5 9 ,53.3302803,5.930355549,27.89,62.14,526,200°,,  11.27 m/s
UTC 221221 130355 5 9 ,53.33032227,5.930696487,27.99,77.33,530,203°,,  12.53 m/s
UTC 221221 130400 5 9 ,53.33036804,5.931063652,28.04,77.29,537,198°,,  11.96 m/s
UTC 221221 130405 5 9 ,53.33042145,5.931428433,28.16,77.15,543,199°,,  10.38 m/s
UTC 221221 130410 5 9 ,53.33046722,5.931797504,28.25,77.51,543,200°,,  10.89 m/s
UTC 221221 130415 5 9 ,53.33051682,5.932163715,28.32,77.67,537,204°,,  11.48 m/s
UTC 221221 130430 5 9 ,53.33066559,5.93326664,28.58,77.22,548,206°,,  12.56 m/s
UTC 221221 130435 5 9 ,53.33071136,5.933633804,28.67,77.38,555,208°,,  11.88 m/s
UTC 221221 130440 5 9 ,53.33076096,5.934001446,28.77,77.44,561,209°,,  12.78 m/s
UTC 221221 130445 5 9 ,53.33081055,5.934367657,28.83,77.73,552,209°,,  13.92 m/s
UTC 221221 130450 5 9 ,53.33085251,5.934675694,28.93,74.1,543,207°,,  13.76 m/s
UTC 221221 130500 5 9 ,53.33062744,5.934707165,28.91,166.83,519,215°,,  12.57 m/s
UTC 221221 130505 5 9 ,53.33040619,5.934789181,28.95,166.58,506,207°,,  12.31 m/s
UTC 221221 130510 5 9 ,53.33018875,5.934872627,28.91,165.76,514,203°,,  11.73 m/s
UTC 221221 130515 5 9 ,53.32997131,5.934955597,28.88,165.19,502,213°,,  11.55 m/s
UTC 221221 130520 5 9 ,53.32975006,5.935033798,28.96,167.03,498,213°,,  13.55 m/s
UTC 221221 130535 5 9 ,53.32909012,5.935277462,28.91,166.21,514,196°,,  11.43 m/s
UTC 221221 130540 5 9 ,53.32887268,5.935358048,28.96,166.94,506,197°,,  12.29 m/s
UTC 221221 130545 5 9 ,53.32865143,5.935446739,28.93,166.58,514,201°,,  10.90 m/s
UTC 221221 130550 5 9 ,53.32843399,5.935528278,28.85,165.07,506,201°,,  9.53 m/s
UTC 221221 130555 5 9 ,53.32822037,5.93558979,28.92,188.04,502,204°,,  10.21 m/s
UTC 221221 130600 5 9 ,53.32820511,5.935289383,28.79,328.03,514,197°,,  10.04 m/s
UTC 221221 130605 5 9 ,53.32842255,5.935217857,28.76,345.86,498,202°,,  11.22 m/s
UTC 221221 130611 5 9 ,53.32868576,5.93512249,28.79,346.53,498,198°,,  12.48 m/s
UTC 221221 130616 5 9 ,53.32890701,5.935041904,28.79,346.46,519,195°,,  14.20 m/s
UTC 221221 130621 5 9 ,53.32912445,5.934959412,28.79,346.28,543,208°,,  11.80 m/s
UTC 221221 130626 5 9 ,53.3293457,5.934878826,28.83,346.45,548,202°,,  12.72 m/s
UTC 221221 130641 5 9 ,53.33000565,5.934632301,28.86,346.07,506,208°,,  11.66 m/s
UTC 221221 130646 5 9 ,53.33022308,5.934551239,28.9,346.29,482,210°,,  10.79 m/s
UTC 221221 130650 5 9 ,53.33039474,5.934487343,28.9,346.44,534,207°,,  9.84 m/s
UTC 221221 130655 5 9 ,53.330616,5.93440342,28.88,345.68,523,204°,,  11.15 m/s
UTC 221221 130659 5 9 ,53.33081436,5.934289455,28.88,301.78,514,211°,,  11.84 m/s
UTC 221221 130706 5 9 ,53.33069611,5.934055328,28.97,165.82,502,205°,,  12.87 m/s
UTC 221221 130710 5 9 ,53.33052063,5.934129238,28.9,165.96,492,203°,,  11.54 m/s
UTC 221221 130715 5 9 ,53.3302536,5.93422842,28.9,166.68,498,212°,,  14.35 m/s
UTC 221221 130720 5 9 ,53.33007813,5.93429327,28.84,166.43,492,214°,,  12.61 m/s
UTC 221221 130725 5 9 ,53.32986069,5.934375763,28.84,166.05,492,207°,,  13.92 m/s
UTC 221221 130730 5 9 ,53.32963943,5.934459686,28.87,166.37,496,212°,,  12.06 m/s
UTC 221221 130745 5 9 ,53.32898712,5.934707642,28.76,165,496,201°,,  13.91 m/s
UTC 221221 130750 5 9 ,53.32876205,5.934788227,28.79,166.6,496,197°,,  13.70 m/s
UTC 221221 130755 5 9 ,53.32854843,5.934867382,28.74,165.9,486,198°,,  11.78 m/s
UTC 221221 130800 5 9 ,53.32832336,5.934949875,28.76,165.85,486,196°,,  12.62 m/s
UTC 221221 130804 5 9 ,53.32815933,5.935006142,28.69,177.61,477,201°,,  13.45 m/
UTC 221221 130810 5 9 ,53.32814789,5.934693337,28.98,338.72,482,202°,,  13.19 m/s
UTC 221221 130815 5 9 ,53.3283577,5.934626102,28.91,345.64,454,199°,,  12.59 m/s
UTC 221221 130820 5 9 ,53.32857895,5.934544087,28.89,346.38,443,197°,,  12.07 m/s
UTC 221221 130822 5 9 ,53.32875443,5.93447876,28.87,346.54,463,196°,,  11.62 m/s
UTC 221221 130830 5 9 ,53.32901764,5.934382439,28.88,346.68,460,197°,,  12.29 m/s
UTC 221221 130835 5 9 ,53.32923889,5.934302807,28.8,346.02,454,198°,,  12.09 m/s
UTC 221221 130848 5 9 ,53.3299408,5.934038162,28.72,345.93,457,206°,,  14.17 m/s
UTC 221221 130855 5 9 ,53.33011627,5.933973312,28.7,346.45,463,206°,,  11.88 m/s
UTC 221221 130900 5 9 ,53.33033371,5.933891773,28.67,346.18,457,213°,,  15.27 m/s
UTC 221221 130905 5 9 ,53.33055496,5.933810234,28.67,346.08,463,209°,,  13.32 m/s
UTC 221221 130910 5 9 ,53.33074188,5.933674812,28.44,287.57,477,207°,,  13.39 m/s
UTC 221221 130915 5 9 ,53.3306427,5.933462143,28.22,173.58,457,205°,,  15.03 m/s
UTC 221221 130920 5 9 ,53.33044434,5.933545589,28.21,165.59,460,209°,,  13.61 m/s
UTC 221221 130925 5 9 ,53.33021927,5.933625698,28.37,166.56,463,208°,,  11.54 m/s
UTC 221221 130930 5 9 ,53.33000183,5.933712959,28.41,165.35,463,206°,,  11.03 m/s
UTC 221221 130935 5 9 ,53.32978058,5.933788776,28.55,166.29,460,208°,,  11.22 m/s
UTC 221221 130940 5 9 ,53.32956314,5.933870316,28.59,166.66,457,212°,,  12.91 m/s
UTC 221221 130955 5 9 ,53.3289032,5.934114933,28.88,166.54,460,208°,,  10.68 m/s
UTC 221221 131000 5 9 ,53.32868195,5.934196472,28.96,166.47,460,201°,,  11.91 m/s
UTC 221221 131005 5 9 ,53.32846451,5.934279919,29.06,166.74,463,206°,,  11.22 m/s
UTC 221221 131010 5 9 ,53.32824707,5.934365273,29.13,166.14,463,210°,,  10.36 m/s
UTC 221221 131015 5 9 ,53.32804108,5.934387684,29.25,217.07,450,206°,,  10.57 m/s
UTC 221221 131020 5 9 ,53.32808304,5.934099674,29.62,343.32,475,204°,,  12.33 m/s
UTC 221221 131026 5 9 ,53.32832336,5.93402338,29.45,346.3,486,201°,,  12.39 m/s
UTC 221221 131030 5 9 ,53.32849884,5.933959007,29.34,346.1,486,201°,,  13.08 m/s
UTC 221221 131035 5 9 ,53.32872009,5.933878422,29.24,346.5,502,204°,,  12.50 m/s
UTC 221221 131040 5 9 ,53.32893753,5.933796883,29.15,346.41,526,202°,,  12.63 m/s
UTC 221221 131045 5 9 ,53.32915878,5.933713913,29.03,346.22,530,195°,,  12.42 m/s
UTC 221221 131100 5 9 ,53.32981873,5.933468819,28.7,346.07,480,201°,,  13.99 m/s
UTC 221221 131105 5 9 ,53.33003616,5.933387756,28.56,346.52,492,207°,,  14.22 m/s
UTC 221221 131110 5 9 ,53.33025742,5.933305264,28.46,346.08,498,212°,,  13.09 m/s
UTC 221221 131115 5 9 ,53.33047485,5.933220863,28.36,346.17,475,213°,,  13.27 m/s
UTC 221221 131120 5 9 ,53.33066177,5.933090687,28.31,289.55,486,208°,,  11.79 m/s
UTC 221221 131124 5 9 ,53.33060455,5.932877541,28.8,200.76,477,213°,,  12.22 m/s
UTC 221221 131130 5 9 ,53.33037949,5.932950497,28.88,165.21,477,212°,,  12.25 m/s
UTC 221221 131135 5 9 ,53.33015823,5.93303442,28.95,165.39,480,207°,,  12.88 m/s
UTC 221221 131140 5 9 ,53.32993698,5.933116913,29.03,166.01,482,210°,,  13.18 m/s
UTC 221221 131146 5 9 ,53.32967377,5.933214188,29.18,166.4,477,213°,,  12.61 m/s
UTC 221221 131150 5 9 ,53.32949829,5.933277607,29.27,167.27,475,208°,,  11.61 m/s
UTC 221221 131204 5 9 ,53.3288002,5.933539391,29.5,166.54,470,201°,,  10.27 m/s
UTC 221221 131210 5 9 ,53.32862473,5.933606625,29.55,166.43,470,194°,,  8.99 m/s
UTC 221221 131215 5 9 ,53.32840347,5.933689117,29.65,167.03,475,195°,,  10.51 m/s
UTC 221221 131220 5 9 ,53.32818222,5.933767796,29.74,166.53,475,193°,,  10.47 m/
UTC 221221 131226 5 9 ,53.32794952,5.933754444,29.66,242.9,443,203°,,  10.92 m/s
UTC 221221 131230 5 9 ,53.32799149,5.933515549,29.33,337.92,496,206°,,  10.93 m/s
UTC 221221 131235 5 9 ,53.32818985,5.933455944,29.27,345.78,482,207°,,  12.05 m/
UTC 221221 131237 5 9 ,53.32845306,5.933357716,29.23,346.24,498,200°,,  12.41 m/s
UTC 221221 131245 5 9 ,53.32863235,5.933294296,29.2,346.16,502,195°,,  12.31 m/s
UTC 221221 131250 5 9 ,53.32884979,5.933212757,29.2,346.42,502,197°,,  12.60 m/s
UTC 221221 131255 5 9 ,53.32907104,5.933133125,29.16,346.22,502,195°,,  12.89 m/s
UTC 221221 131310 5 9 ,53.32973099,5.93288517,29.03,346.28,506,211°,,  12.36 m/s
UTC 221221 131315 5 9 ,53.32994843,5.932801247,29.01,346.03,470,214°,,  12.17 m/s
UTC 221221 131318 5 9 ,53.33007813,5.932754993,28.98,346.25,492,211°,,  11.60 m/s
UTC 221221 131325 5 9 ,53.33038712,5.932638645,28.97,346.33,463,212°,,  12.67 m/s
UTC 221221 131330 5 9 ,53.33057785,5.932519436,28.85,298.98,482,213°,,  11.02 m/s
UTC 221221 131335 5 9 ,53.33049774,5.932286739,28.96,181.02,470,217°,,  11.96 m/s
UTC 221221 131340 5 9 ,53.33028793,5.932369232,28.92,165.67,480,209°,,  13.84 m/s
UTC 221221 131345 5 9 ,53.33006668,5.932452202,28.9,165.93,482,206°,,  14.20 m/s
UTC 221221 131350 5 9 ,53.32984543,5.93253088,28.97,166.55,492,208°,,  14.65 m/s
UTC 221221 131355 5 9 ,53.32962799,5.932616234,28.83,165.7,492,212°,,  15.29 m/s
UTC 221221 131400 5 9 ,53.32940674,5.932696343,28.91,166.29,486,207°,,  14.09 m/s
UTC 221221 131415 5 9 ,53.32875443,5.932941437,28.87,166.79,463,200°,,  12.29 m/s
UTC 221221 131420 5 9 ,53.32853317,5.93302393,28.88,166.42,460,196°,,  13.60 m/s
UTC 221221 131425 5 9 ,53.32831192,5.933108807,28.82,165.25,463,199°,,  13.65 m/s
UTC 221221 131430 5 9 ,53.32809067,5.933186531,28.89,165.97,463,209°,,  12.16 m/s
UTC 221221 131435 5 9 ,53.32788467,5.933205605,28.79,220.01,460,212°,,  10.32 m/s
UTC 221221 131440 5 9 ,53.32792664,5.932924271,28.43,342.46,492,206°,,  9.53 m/s
UTC 221221 131445 5 9 ,53.32812881,5.932862282,28.43,346.26,475,202°,,  9.99 m/s
