TimeStamp (UTC)," ""TriggerID"""," ""Latitude"""," ""Longitude"""," ""Altitude (Meter AGL)""",Gimbal Roll," ""Gimbal Pitch"""," ""Gimbal Yaw"""," ""Drone Yaw"""," ""Combined Yaw""",HCHO (ppm),CO2 (ppm),TVOC (ppb),NO2 (ppm),C2H5OH (ppm),VOC (ppm),CO (ppm),Temp (Celcius),Pressure (pa),Altitude (meter)
UTC 221212 101308 5 9 ,1215,53.3278923,5.93430233,9.93,0,0,0,347.4,347.4,0.01,407,1,135,276,192,131,7.03,101231,24.96
UTC 221212 101310 5 9 ,1216,53.3278923,5.934301853,9.93,0,0,0,347.27,347.27,0.01,405,0,135,276,192,131,6.97,101236,24.96
UTC 221212 101311 5 9 ,1217,53.3278923,5.934301853,9.93,0,0,0,347.34,347.34,0.01,405,0,135,276,192,131,6.98,101238,24.96
UTC 221212 101312 5 9 ,1218,53.3278923,5.934301853,9.93,0,0,0,347.66,347.66,0.01,407,1,134,276,190,130,6.97,101235,24.96
UTC 221212 101312 5 9 ,1219,53.3278923,5.934301853,9.93,0,0,0,347.52,347.52,0.01,413,1,134,276,190,130,6.96,101229,24.96
UTC 221212 101314 5 9 ,1220,53.3278923,5.93430233,9.92,0,0,0,347.26,347.26,0.01,409,1,133,276,191,131,6.91,101233,24.96
UTC 221212 101315 5 9 ,1221,53.3278923,5.93430233,9.92,0,0,0,347.4,347.4,0.01,405,0,133,275,191,131,6.86,101234,24.96
UTC 221212 101316 5 9 ,1222,53.3278923,5.934302807,9.9,0,0,0,347.65,347.65,0.01,400,0,132,275,191,130,6.79,101231,24.96
UTC 221212 101316 5 9 ,1223,53.3278923,5.934302807,9.9,0,0,0,347.54,347.54,0.01,400,0,132,276,190,130,6.74,101236,24.96
UTC 221212 101318 5 9 ,1224,53.3278923,5.934302807,9.91,0,0,0,346.92,346.92,0.01,405,0,132,277,190,131,6.69,101233,24.96
UTC 221212 101319 5 9 ,1225,53.3278923,5.934302807,9.92,0,0,0,346.92,346.92,0.01,416,2,131,277,190,131,6.66,101233,24.96
UTC 221212 101320 5 9 ,1226,53.3278923,5.934303284,9.91,0,0,0,347.16,347.16,0.01,405,0,130,276,190,130,6.61,101231,24.96
UTC 221212 101320 5 9 ,1227,53.3278923,5.934302807,9.9,0,0,0,347.23,347.23,0.01,405,0,129,275,189,130,6.58,101235,24.96
UTC 221212 101322 5 9 ,1228,53.3278923,5.934302807,9.91,0,0,0,347.27,347.27,0.01,405,0,129,276,189,130,6.53,101227,24.96
UTC 221212 101323 5 9 ,1229,53.3278923,5.934302807,9.91,0,0,0,347.27,347.27,0.01,400,0,129,277,188,130,6.49,101233,24.96
UTC 221212 101324 5 9 ,1230,53.3278923,5.934302807,9.92,0,0,0,347.18,347.18,0.01,416,2,128,276,189,130,6.44,101232,24.96
UTC 221212 101324 5 9 ,1231,53.3278923,5.934302807,9.93,0,0,0,347.32,347.32,0.01,400,0,128,277,188,131,6.42,101238,24.96
UTC 221212 101326 5 9 ,1232,53.3278923,5.934302807,9.93,0,0,0,347.34,347.34,0.01,400,0,129,277,189,130,6.39,101232,24.96
UTC 221212 101327 5 9 ,1233,53.3278923,5.934303284,9.93,0,0,0,347.51,347.51,0.01,400,0,128,278,188,131,6.35,101238,24.96
UTC 221212 101328 5 9 ,1234,53.3278923,5.934303284,9.93,0,0,0,347.31,347.31,0.01,400,0,128,278,188,131,6.3,101234,24.96
UTC 221212 101329 5 9 ,1235,53.3278923,5.934303284,9.93,0,0,0,347.6,347.6,0.01,410,1,129,277,188,130,6.31,101237,24.96
UTC 221212 101330 5 9 ,1236,53.3278923,5.934302807,9.93,0,0,0,347.28,347.28,0.01,405,0,129,277,187,131,6.28,101239,24.96
UTC 221212 101331 5 9 ,1237,53.3278923,5.934303284,9.93,0,0,0,347.17,347.17,0.01,400,0,129,278,188,130,6.21,101238,24.96
UTC 221212 101332 5 9 ,1238,53.3278923,5.934303284,9.91,0,0,0,342.21,342.21,0.01,403,0,128,278,188,130,6.14,101238,24.96
UTC 221212 101333 5 9 ,1239,53.3278923,5.934303284,9.92,0,0,0,339.2,339.2,0.01,403,0,128,278,187,130,6.11,101235,24.96
UTC 221212 101334 5 9 ,1240,53.32789993,5.934298515,9.91,0,0,0,339.44,339.44,0.01,411,1,128,279,188,131,6.04,101240,24.96
UTC 221212 101335 5 9 ,1241,53.32792282,5.934285164,9.91,0,0,0,339.55,339.55,0.01,413,1,128,278,187,131,6.01,101233,24.96
UTC 221212 101336 5 9 ,1242,53.32795334,5.934268951,9.91,0,0,0,339.26,339.26,0.01,411,1,128,278,188,131,5.95,101237,24.96
UTC 221212 101337 5 9 ,1243,53.32798767,5.934248447,9.9,0,0,0,339.23,339.23,0.01,405,0,128,277,187,130,5.84,101229,24.96
UTC 221212 101337 5 9 ,1244,53.32802963,5.934224129,9.91,0,0,0,339.43,339.43,0.01,400,0,128,277,187,130,5.7,101230,24.96
UTC 221212 101339 5 9 ,1245,53.32807159,5.93419838,9.93,0,0,0,339.57,339.57,0.01,400,0,127,277,187,130,5.52,101221,24.96
UTC 221212 101340 5 9 ,1246,53.32811737,5.934173107,9.9,0,0,0,339.03,339.03,0.01,410,1,127,277,187,130,5.42,101232,24.96
UTC 221212 101340 5 9 ,1247,53.32815933,5.934146404,9.9,0,0,0,339.17,339.17,0.01,400,0,127,277,187,130,5.35,101229,24.96
UTC 221212 101342 5 9 ,1248,53.32820129,5.934120655,9.91,0,0,0,339.15,339.15,0.01,400,0,127,277,186,130,5.28,101229,24.96
UTC 221212 101343 5 9 ,1249,53.32823181,5.934103012,9.9,0,0,0,339.14,339.14,0.01,403,0,128,277,186,130,5.2,101235,24.96
UTC 221212 101344 5 9 ,1250,53.32823563,5.934100151,9.85,0,0,0,339.69,339.69,0.01,405,0,128,278,186,130,5.22,101237,24.96
UTC 221212 101345 5 9 ,1251,53.328228,5.934104443,9.45,0,0,0,339.77,339.77,0.01,415,2,129,277,186,129,5.2,101234,24.96
UTC 221212 101346 5 9 ,1252,53.32822037,5.934107781,9.46,0,0,0,267.47,267.47,0.01,408,1,128,277,185,129,5.21,101228,24.96
UTC 221212 101347 5 9 ,1253,53.32822037,5.934111595,9.48,0,0,0,252.99,252.99,0.01,414,2,127,277,186,130,5.13,101222,24.96
UTC 221212 101348 5 9 ,1254,53.32821655,5.934104919,9.46,0,0,0,253.37,253.37,0.01,405,0,126,277,185,129,5.08,101220,24.96
UTC 221212 101349 5 9 ,1255,53.32821274,5.934072971,9.45,0,0,0,253.17,253.17,0.01,400,0,126,276,185,129,4.95,101214,24.96
UTC 221212 101350 5 9 ,1256,53.32820511,5.934029579,9.42,0,0,0,253.15,253.15,0.01,400,0,125,276,184,129,4.8,101217,24.96
UTC 221212 101351 5 9 ,1257,53.32819748,5.933977604,9.4,0,0,0,252.91,252.91,0.01,400,0,125,277,184,129,4.61,101213,24.96
UTC 221212 101352 5 9 ,1258,53.32818604,5.93391943,9.37,0,0,0,252.82,252.82,0.01,464,9,124,278,184,129,4.42,101209,24.96
UTC 221212 101352 5 9 ,1259,53.32817459,5.933851719,9.32,0,0,0,253.24,253.24,0.01,454,8,123,277,183,128,4.29,101209,24.96
UTC 221212 101354 5 9 ,1260,53.32816315,5.93377924,9.29,0,0,0,252.64,252.64,0.01,450,7,122,277,184,128,4.14,101210,24.96
UTC 221212 101355 5 9 ,1261,53.32814789,5.933703899,9.25,0,0,0,252.85,252.85,0.01,445,6,122,277,184,129,4,101211,24.96
UTC 221212 101356 5 9 ,1262,53.32813644,5.933629513,9.2,0,0,0,252.83,252.83,0.01,439,5,121,277,183,128,3.87,101213,24.96
UTC 221212 101357 5 9 ,1263,53.32812119,5.93355751,9.17,0,0,0,252.81,252.81,0.01,445,6,121,277,184,129,3.75,101217,24.96
UTC 221212 101358 5 9 ,1264,53.32810974,5.933483124,9.13,0,0,0,252.83,252.83,0.01,439,5,121,278,182,128,3.64,101220,24.96
UTC 221212 101359 5 9 ,1265,53.3280983,5.933410645,9.09,0,0,0,252.79,252.79,0.01,439,5,120,278,183,128,3.53,101225,24.96
UTC 221212 101400 5 9 ,1266,53.32808685,5.933344841,9.06,0,0,0,251.65,251.65,0,428,4,120,278,183,129,3.41,101217,24.96
UTC 221212 101400 5 9 ,1267,53.32807922,5.933313847,9,0,0,0,252.94,252.94,0,435,5,120,278,182,128,3.35,101227,24.96
UTC 221212 101402 5 9 ,1268,53.32807922,5.933313847,8.98,0,0,0,257.83,257.83,0,450,7,119,277,182,128,3.43,101230,24.96
UTC 221212 101403 5 9 ,1269,53.32807922,5.933286667,8.97,0,0,0,257.13,257.13,0,450,7,119,278,182,128,3.42,101227,24.96
UTC 221212 101403 5 9 ,1270,53.32807159,5.933230877,8.94,0,0,0,256.9,256.9,0,435,5,119,278,182,128,3.32,101223,24.96
UTC 221212 101405 5 9 ,1271,53.32806396,5.933172226,8.89,0,0,0,256.81,256.81,0,435,5,119,278,182,128,3.24,101225,24.96
UTC 221212 101406 5 9 ,1272,53.32805252,5.933105469,8.84,0,0,0,256.85,256.85,0,439,5,119,279,182,129,3.14,101223,24.96
UTC 221212 101407 5 9 ,1273,53.32804489,5.933035851,8.8,0,0,0,256.87,256.87,0,426,3,119,278,181,128,3.05,101221,24.96
UTC 221212 101408 5 9 ,1274,53.32803726,5.932965756,8.75,0,0,0,256.91,256.91,0,439,5,118,278,182,128,2.97,101216,24.96
UTC 221212 101409 5 9 ,1275,53.32802582,5.932889938,8.7,0,0,0,256.76,256.76,0,428,4,117,278,181,128,2.89,101220,24.96
UTC 221212 101410 5 9 ,1276,53.32801819,5.932815075,8.65,0,0,0,256.76,256.76,0,426,3,118,278,181,128,2.8,101219,24.96
UTC 221212 101411 5 9 ,1277,53.32800674,5.932742596,8.61,0,0,0,256.73,256.73,0,420,3,118,279,181,128,2.72,101216,24.96
UTC 221212 101411 5 9 ,1278,53.32799912,5.932683945,8.54,0,0,0,255.96,255.96,0,426,3,117,279,180,128,2.69,101220,24.96
UTC 221212 101413 5 9 ,1279,53.32799912,5.93267107,8.49,0,0,0,282.9,282.9,0,435,5,116,279,180,128,2.71,101239,24.96
UTC 221212 101414 5 9 ,1280,53.32800293,5.93269062,8.52,0,0,0,14.1,14.1,0,439,5,117,279,180,128,2.8,101254,24.96
UTC 221212 101414 5 9 ,1281,53.32800674,5.932716847,8.53,0,0,0,72.04,72.04,0,450,7,117,279,180,128,2.89,101256,24.96
UTC 221212 101416 5 9 ,1282,53.32801056,5.932751656,8.58,0,0,0,73.29,73.29,0,454,8,117,280,181,128,2.91,101260,24.96
UTC 221212 101417 5 9 ,1283,53.32801819,5.932799816,8.6,0,0,0,73.18,73.18,0,445,6,117,279,180,128,2.92,101258,24.96
UTC 221212 101418 5 9 ,1284,53.32802963,5.93285656,8.63,0,0,0,73.59,73.59,0,454,8,117,279,180,128,2.89,101253,24.96
UTC 221212 101419 5 9 ,1285,53.32804108,5.932919979,8.67,0,0,0,73.54,73.54,0,464,9,117,280,180,128,2.92,101254,24.96
UTC 221212 101420 5 9 ,1286,53.32805252,5.932991982,8.71,0,0,0,73.47,73.47,0,464,9,117,280,180,128,2.92,101256,24.96
UTC 221212 101421 5 9 ,1287,53.32806396,5.933066368,8.77,0,0,0,73.61,73.61,0,459,8,117,280,180,128,2.95,101256,24.96
UTC 221212 101422 5 9 ,1288,53.32807541,5.933138371,8.81,0,0,0,73.63,73.63,0,459,8,117,281,180,128,2.96,101251,24.96
UTC 221212 101423 5 9 ,1289,53.32809067,5.93321228,8.85,0,0,0,73.83,73.83,0,470,10,118,281,179,128,2.97,101247,24.96
UTC 221212 101424 5 9 ,1290,53.32810211,5.93328476,8.91,0,0,0,73.56,73.56,0,485,12,118,281,179,129,2.97,101247,24.96
UTC 221212 101425 5 9 ,1291,53.32811356,5.933357716,8.95,0,0,0,73.42,73.42,0,470,10,118,280,180,128,2.98,101253,24.96
UTC 221212 101426 5 9 ,1292,53.32812881,5.933430195,9,0,0,0,73.75,73.75,0,470,10,117,280,179,128,2.99,101253,24.96
UTC 221212 101427 5 9 ,1293,53.32814026,5.933503151,9.06,0,0,0,73.8,73.8,0,481,12,117,281,179,129,3.02,101246,24.96
UTC 221212 101428 5 9 ,1294,53.3281517,5.9335742,9.11,0,0,0,73.58,73.58,0,470,10,117,281,179,129,3.01,101247,24.96
UTC 221212 101428 5 9 ,1295,53.32816315,5.933647633,9.15,0,0,0,73.52,73.52,0.01,485,12,117,281,179,128,3.01,101246,24.96
UTC 221212 101430 5 9 ,1296,53.32817841,5.933719635,9.21,0,0,0,73.41,73.41,0.01,481,12,117,281,179,128,3.01,101247,24.96
UTC 221212 101431 5 9 ,1297,53.32818985,5.933790207,9.26,0,0,0,73.63,73.63,0.01,485,12,116,281,179,129,3.06,101245,24.96
UTC 221212 101432 5 9 ,1298,53.32820129,5.933864117,9.31,0,0,0,73.62,73.62,0.01,476,11,117,281,179,129,3.08,101242,24.96
UTC 221212 101433 5 9 ,1299,53.32821655,5.933936119,9.36,0,0,0,73.41,73.41,0.01,485,12,116,279,178,128,3.08,101244,24.96
UTC 221212 101434 5 9 ,1300,53.328228,5.934006214,9.41,0,0,0,73.53,73.53,0.01,496,14,116,279,178,128,3.09,101244,24.96
UTC 221212 101434 5 9 ,1301,53.32823944,5.93407774,9.47,0,0,0,74.82,74.82,0.01,485,12,115,280,178,128,3.11,101235,24.96
UTC 221212 101436 5 9 ,1302,53.32824707,5.934119225,9.46,0,0,0,74.21,74.21,0.01,485,12,115,279,178,128,3.14,101243,24.96
UTC 221212 101437 5 9 ,1303,53.32824707,5.934121132,9.44,0,0,0,9.9,9.9,0.01,491,13,115,280,178,128,3.18,101232,24.96
UTC 221212 101437 5 9 ,1304,53.32825851,5.934104919,9.47,0,0,0,342.13,342.13,0.01,491,13,115,280,177,129,3.2,101235,24.96
UTC 221212 101439 5 9 ,1305,53.32826996,5.934090138,9.47,0,0,0,342.2,342.2,0.01,481,12,115,280,177,128,3.24,101238,24.96
UTC 221212 101440 5 9 ,1306,53.32827377,5.934083939,9.48,0,0,0,285.95,285.95,0.01,481,12,116,280,177,129,3.28,101227,24.96
UTC 221212 101441 5 9 ,1307,53.32826614,5.934064865,9.48,0,0,0,252.97,252.97,0.01,470,10,115,280,177,128,3.29,101223,24.96
UTC 221212 101442 5 9 ,1308,53.32825851,5.934027672,9.45,0,0,0,252.81,252.81,0.01,464,9,115,280,177,129,3.19,101224,24.96
UTC 221212 101443 5 9 ,1309,53.32825089,5.933976173,9.42,0,0,0,252.76,252.76,0.01,459,8,115,279,176,129,3.09,101218,24.96
UTC 221212 101444 5 9 ,1310,53.32823944,5.933916569,9.39,0,0,0,252.94,252.94,0.01,459,8,115,280,177,128,2.99,101217,24.96
UTC 221212 101445 5 9 ,1311,53.328228,5.933850288,9.36,0,0,0,252.85,252.85,0.01,459,8,114,280,177,128,2.88,101212,24.96
UTC 221212 101446 5 9 ,1312,53.32821655,5.933773518,9.29,0,0,0,253.18,253.18,0.01,454,8,114,281,177,128,2.76,101213,24.96
UTC 221212 101447 5 9 ,1313,53.32820511,5.933698177,9.25,0,0,0,252.99,252.99,0,445,6,114,281,177,128,2.67,101215,24.96
UTC 221212 101448 5 9 ,1314,53.32818985,5.933625698,9.2,0,0,0,252.82,252.82,0,445,6,114,280,176,128,2.58,101220,24.96
UTC 221212 101449 5 9 ,1315,53.32817841,5.933551312,9.14,0,0,0,252.73,252.73,0,439,5,114,280,177,128,2.52,101218,24.96
UTC 221212 101450 5 9 ,1316,53.32816315,5.933478832,9.1,0,0,0,252.71,252.71,0,445,6,114,281,176,128,2.43,101224,24.96
UTC 221212 101451 5 9 ,1317,53.3281517,5.93340826,9.06,0,0,0,252.93,252.93,0,435,5,113,281,176,128,2.35,101223,24.96
UTC 221212 101452 5 9 ,1318,53.32814026,5.933333874,9.02,0,0,0,253,253,0,439,5,113,282,176,128,2.28,101225,24.96
UTC 221212 101453 5 9 ,1319,53.328125,5.933261395,8.97,0,0,0,252.84,252.84,0,435,5,113,280,176,128,2.2,101222,24.96
UTC 221212 101454 5 9 ,1320,53.32811356,5.933190823,8.93,0,0,0,252.95,252.95,0,428,4,112,281,176,128,2.13,101227,24.96
UTC 221212 101454 5 9 ,1321,53.32810211,5.93311739,8.88,0,0,0,252.89,252.89,0,439,5,113,282,175,128,2.08,101225,24.96
UTC 221212 101456 5 9 ,1322,53.32809067,5.933045387,8.83,0,0,0,252.91,252.91,0,445,6,113,281,175,127,2.01,101223,24.96
UTC 221212 101457 5 9 ,1323,53.32807541,5.932975292,8.78,0,0,0,252.88,252.88,0,428,4,112,280,175,128,1.96,101226,24.96
UTC 221212 101457 5 9 ,1324,53.32806396,5.932901859,8.72,0,0,0,253.12,253.12,0,426,3,112,280,176,128,1.93,101225,24.96
UTC 221212 101459 5 9 ,1325,53.32805252,5.932831287,8.66,0,0,0,253.13,253.13,0,420,3,111,280,175,127,1.88,101230,24.96
UTC 221212 101500 5 9 ,1326,53.32804108,5.932758331,8.62,0,0,0,253,253,0,435,5,111,280,175,127,1.83,101225,24.96
UTC 221212 101501 5 9 ,1327,53.32802582,5.93268919,8.59,0,0,0,251.91,251.91,0,439,5,111,281,175,128,1.79,101224,24.96
UTC 221212 101502 5 9 ,1328,53.328022,5.932654381,8.52,0,0,0,252.24,252.24,0,426,3,111,281,175,128,1.78,101238,24.96
UTC 221212 101503 5 9 ,1329,53.328022,5.932655335,8.5,0,0,0,327.15,327.15,0,428,4,111,281,174,128,1.87,101244,24.96
UTC 221212 101504 5 9 ,1330,53.32803726,5.932657719,8.53,0,0,0,339.21,339.21,0.01,450,7,111,281,175,128,1.93,101256,24.96
UTC 221212 101505 5 9 ,1331,53.32805252,5.932657242,8.54,0,0,0,339.3,339.3,0.01,454,8,111,281,174,128,1.98,101253,24.96
UTC 221212 101506 5 9 ,1332,53.32805634,5.932661057,8.55,0,0,0,45.4,45.4,0,470,10,111,282,174,128,2,101262,24.96
UTC 221212 101507 5 9 ,1333,53.32805634,5.932684422,8.57,0,0,0,73.55,73.55,0,470,10,111,282,174,128,2.08,101258,24.96
UTC 221212 101508 5 9 ,1334,53.32806396,5.932723045,8.6,0,0,0,73.34,73.34,0,476,11,111,281,174,127,2.14,101262,24.96
UTC 221212 101508 5 9 ,1335,53.32807159,5.932775021,8.63,0,0,0,73.47,73.47,0,450,7,111,282,174,128,2.13,101258,24.96
UTC 221212 101510 5 9 ,1336,53.32808304,5.932835579,8.68,0,0,0,73.53,73.53,0,450,7,110,282,173,128,2.1,101259,24.96
UTC 221212 101511 5 9 ,1337,53.32809448,5.932902336,8.72,0,0,0,73.54,73.54,0,476,11,110,281,173,128,2.11,101257,24.96
UTC 221212 101512 5 9 ,1338,53.32810593,5.932978153,8.77,0,0,0,73.58,73.58,0,454,8,111,281,173,128,2.11,101261,24.96
UTC 221212 101513 5 9 ,1339,53.32811737,5.933053017,8.82,0,0,0,73.81,73.81,0,464,9,110,281,173,127,2.12,101256,24.96
UTC 221212 101514 5 9 ,1340,53.32813263,5.93312645,8.87,0,0,0,73.7,73.7,0,464,9,110,281,173,127,2.17,101255,24.96
UTC 221212 101515 5 9 ,1341,53.32814407,5.933198929,8.92,0,0,0,73.78,73.78,0,464,9,110,282,173,128,2.2,101252,24.96
UTC 221212 101516 5 9 ,1342,53.32815552,5.933269978,8.98,0,0,0,73.64,73.64,0,481,12,111,282,174,128,2.2,101250,24.96
UTC 221212 101517 5 9 ,1343,53.32816696,5.933344364,9.02,0,0,0,73.52,73.52,0,481,12,111,282,173,128,2.22,101251,24.96
UTC 221212 101518 5 9 ,1344,53.32818222,5.933416843,9.07,0,0,0,73.59,73.59,0,464,9,110,282,173,127,2.25,101254,24.96
UTC 221212 101519 5 9 ,1345,53.32819366,5.933489323,9.12,0,0,0,73.61,73.61,0,481,12,111,282,173,127,2.26,101250,24.96
UTC 221212 101520 5 9 ,1346,53.32820511,5.933561802,9.17,0,0,0,73.55,73.55,0,470,10,110,282,172,128,2.31,101256,24.96
UTC 221212 101521 5 9 ,1347,53.32822037,5.933633804,9.22,0,0,0,73.4,73.4,0,481,12,110,281,172,128,2.31,101250,24.96
UTC 221212 101522 5 9 ,1348,53.32823181,5.933703899,9.27,0,0,0,73.58,73.58,0,481,12,109,281,172,128,2.3,101251,24.96
UTC 221212 101523 5 9 ,1349,53.32824326,5.933777809,9.32,0,0,0,73.67,73.67,0.01,464,9,110,281,172,127,2.3,101247,24.96
UTC 221212 101524 5 9 ,1350,53.3282547,5.933849812,9.37,0,0,0,73.7,73.7,0.01,476,11,109,281,172,128,2.31,101245,24.96
UTC 221212 101525 5 9 ,1351,53.32826996,5.93392086,9.42,0,0,0,73.72,73.72,0.01,476,11,110,283,172,128,2.34,101246,24.96
UTC 221212 101526 5 9 ,1352,53.3282814,5.93399477,9.47,0,0,0,73.66,73.66,0.01,485,12,110,282,173,128,2.35,101244,24.96
UTC 221212 101527 5 9 ,1353,53.32829285,5.934063911,9.51,0,0,0,74.67,74.67,0.01,485,12,110,282,172,128,2.36,101246,24.96
UTC 221212 101528 5 9 ,1354,53.32830048,5.934097767,9.48,0,0,0,74.22,74.22,0.01,481,12,109,281,172,128,2.39,101248,24.96
UTC 221212 101529 5 9 ,1355,53.32830048,5.934094906,9.49,0,0,0,356.51,356.51,0.01,485,12,110,281,172,128,2.44,101233,24.96
UTC 221212 101530 5 9 ,1356,53.32831192,5.934077263,9.54,0,0,0,342.02,342.02,0.01,470,10,109,281,171,127,2.48,101233,24.96
UTC 221212 101531 5 9 ,1357,53.32832336,5.934062958,9.56,0,0,0,342.12,342.12,0.01,470,10,110,281,171,127,2.53,101228,24.96
UTC 221212 101532 5 9 ,1358,53.32832336,5.934056282,9.57,0,0,0,273.15,273.15,0.01,476,11,111,282,171,128,2.58,101226,24.96
UTC 221212 101533 5 9 ,1359,53.32831955,5.934034348,9.56,0,0,0,253.21,253.21,0.01,464,9,111,282,172,128,2.55,101221,24.96
UTC 221212 101534 5 9 ,1360,53.32830811,5.933995247,9.53,0,0,0,252.83,252.83,0.01,459,8,111,282,171,128,2.49,101219,24.96
UTC 221212 101535 5 9 ,1361,53.32830048,5.933944225,9.49,0,0,0,252.77,252.77,0.01,459,8,110,281,171,128,2.43,101217,24.96
UTC 221212 101536 5 9 ,1362,53.32828903,5.93388319,9.45,0,0,0,252.95,252.95,0.01,454,8,110,282,171,128,2.33,101209,24.96
UTC 221212 101537 5 9 ,1363,53.32827759,5.933815479,9.4,0,0,0,252.97,252.97,0.01,459,8,110,282,171,128,2.23,101213,24.96
UTC 221212 101537 5 9 ,1364,53.32826614,5.933738232,9.34,0,0,0,252.63,252.63,0.01,450,7,109,281,170,127,2.14,101211,24.96
UTC 221212 101539 5 9 ,1365,53.3282547,5.933662891,9.29,0,0,0,252.92,252.92,0,445,6,109,281,171,127,2.08,101213,24.96
