TimeStamp (UTC)," ""TriggerID"""," ""Latitude"""," ""Longitude"""," ""Altitude (Meter AGL)""",Gimbal Roll," ""Gimbal Pitch"""," ""Gimbal Yaw"""," ""Drone Yaw"""," ""Combined Yaw""",HCHO (ppm),CO2 (ppm),TVOC (ppb),NO2 (ppm),C2H5OH (ppm),VOC (ppm),CO (ppm),Temp (Celcius),Pressure (pa),Altitude (meter)
UTC 221212 105618 5 9 ,54,53.3278923,5.934296131,11.05,0,0,0,308.07,308.07,0.01,660,39,131,301,167,148,3.14,101208,24.96
UTC 221212 105619 5 9 ,55,53.3278923,5.934296608,14.08,0,0,0,308.28,308.28,0.01,671,41,131,300,167,149,3.17,101167,33.3
UTC 221212 105620 5 9 ,56,53.3278923,5.934296608,17.1,0,0,0,308.17,308.17,0.01,643,37,129,301,167,148,3.15,101132,33.3
UTC 221212 105620 5 9 ,57,53.3278923,5.934296131,19.25,0,0,0,308.29,308.29,0.01,643,37,129,302,166,148,3.09,101101,33.3
UTC 221212 105622 5 9 ,58,53.3278923,5.934295178,19.32,0,0,0,356.61,356.61,0.01,671,41,128,302,166,149,3.11,101102,33.3
UTC 221212 105623 5 9 ,59,53.3278923,5.934294701,19.12,0,0,0,68.44,68.44,0.01,643,37,127,301,166,149,3.09,101107,33.3
UTC 221212 105624 5 9 ,60,53.3278923,5.934296131,19.01,0,0,0,68.94,68.94,0.01,650,38,127,301,166,149,3.12,101109,33.3
UTC 221212 105625 5 9 ,61,53.32789612,5.934316635,18.96,0,0,0,68.74,68.74,0.01,650,38,126,301,166,149,3.16,101110,33.3
UTC 221212 105626 5 9 ,62,53.32790756,5.934356213,18.95,0,0,0,69.13,69.13,0.01,643,37,125,300,165,148,3.12,101102,33.3
UTC 221212 105627 5 9 ,63,53.32791901,5.934405327,18.93,0,0,0,68.68,68.68,0.01,660,39,125,300,165,148,3.04,101103,33.3
UTC 221212 105628 5 9 ,64,53.32793045,5.934463501,18.89,0,0,0,68.7,68.7,0.01,633,35,125,300,166,148,3.01,101104,33.3
UTC 221212 105629 5 9 ,65,53.32794952,5.934533596,18.87,0,0,0,68.59,68.59,0.01,637,36,124,300,166,148,2.98,101111,33.3
UTC 221212 105630 5 9 ,66,53.32796478,5.934607983,18.87,0,0,0,70.23,70.23,0.01,633,35,123,300,165,147,2.93,101096,41.64
UTC 221212 105631 5 9 ,67,53.32798004,5.934678555,18.88,0,0,0,69.19,69.19,0.01,623,33,124,300,165,146,2.88,101088,41.64
UTC 221212 105632 5 9 ,68,53.32799912,5.934751034,18.85,0,0,0,68.55,68.55,0.01,633,35,123,299,165,147,2.8,101100,33.3
UTC 221212 105632 5 9 ,69,53.32801437,5.934821606,18.83,0,0,0,68.63,68.63,0.01,623,33,122,299,164,146,2.75,101110,33.3
UTC 221212 105634 5 9 ,70,53.32803345,5.934891224,18.82,0,0,0,68.97,68.97,0.01,615,32,123,298,165,146,2.73,101103,33.3
UTC 221212 105635 5 9 ,71,53.32804871,5.934957027,18.85,0,0,0,68.96,68.96,0.01,607,31,122,299,165,146,2.67,101105,33.3
UTC 221212 105635 5 9 ,72,53.32806396,5.935029507,18.85,0,0,0,69.04,69.04,0.01,607,31,122,298,164,145,2.64,101106,33.3
UTC 221212 105637 5 9 ,73,53.32807922,5.935097694,18.85,0,0,0,68.99,68.99,0.01,615,32,121,298,163,145,2.6,101099,41.64
UTC 221212 105638 5 9 ,74,53.3280983,5.93516922,18.86,0,0,0,69.12,69.12,0.01,607,31,121,299,164,145,2.54,101096,41.64
UTC 221212 105639 5 9 ,75,53.32811356,5.935239792,18.86,0,0,0,68.87,68.87,0.01,594,29,120,298,164,145,2.52,101104,33.3
UTC 221212 105640 5 9 ,76,53.32812881,5.935310841,18.86,0,0,0,68.93,68.93,0.01,594,29,121,298,163,144,2.48,101105,33.3
UTC 221212 105641 5 9 ,77,53.32814407,5.935381413,18.85,0,0,0,68.74,68.74,0.01,588,28,120,297,163,144,2.49,101112,33.3
UTC 221212 105641 5 9 ,78,53.32816315,5.935450554,18.85,0,0,0,68.42,68.42,0.01,600,30,118,297,162,144,2.46,101110,33.3
UTC 221212 105643 5 9 ,79,53.32817841,5.935518265,18.85,0,0,0,68.85,68.85,0.01,607,31,118,297,163,144,2.46,101110,33.3
UTC 221212 105644 5 9 ,80,53.32819366,5.935577393,18.85,0,0,0,69.9,69.9,0.01,588,28,117,297,163,144,2.47,101107,33.3
UTC 221212 105645 5 9 ,81,53.32819748,5.935594559,18.78,0,0,0,43.42,43.42,0.01,588,28,117,297,161,144,2.5,101113,33.3
UTC 221212 105646 5 9 ,82,53.32819366,5.935589314,18.78,0,0,0,313.84,313.84,0.01,588,28,116,297,162,144,2.53,101095,41.64
UTC 221212 105647 5 9 ,83,53.32819366,5.935583115,18.79,0,0,0,254.78,254.78,0.01,588,28,116,297,161,144,2.56,101092,41.64
UTC 221212 105648 5 9 ,84,53.32818985,5.935575485,18.8,0,0,0,255.22,255.22,0.01,600,30,116,297,161,144,2.57,101094,41.64
UTC 221212 105649 5 9 ,85,53.32818604,5.935551167,18.85,0,0,0,255.27,255.27,0.01,588,28,116,297,162,143,2.56,101082,41.64
UTC 221212 105650 5 9 ,86,53.32817841,5.935508728,18.87,0,0,0,255.25,255.25,0.01,577,26,115,296,161,144,2.52,101088,41.64
UTC 221212 105650 5 9 ,87,53.32817078,5.935455799,18.91,0,0,0,254.99,254.99,0.01,561,24,115,297,161,143,2.47,101084,41.64
UTC 221212 105652 5 9 ,88,53.32815933,5.935388565,18.95,0,0,0,254.93,254.93,0.01,561,24,115,297,161,143,2.39,101088,41.64
UTC 221212 105653 5 9 ,89,53.32814789,5.935312271,19,0,0,0,254.78,254.78,0.01,577,26,115,297,161,143,2.32,101082,41.64
UTC 221212 105654 5 9 ,90,53.32813644,5.93523407,19.04,0,0,0,254.7,254.7,0.01,553,23,115,297,161,143,2.22,101079,41.64
UTC 221212 105655 5 9 ,91,53.328125,5.93515873,19.08,0,0,0,254.9,254.9,0.01,551,23,114,297,161,143,2.15,101079,41.64
UTC 221212 105656 5 9 ,92,53.32811737,5.93508482,19.11,0,0,0,255.24,255.24,0.01,551,23,114,297,161,143,2.08,101080,41.64
UTC 221212 105657 5 9 ,93,53.32810593,5.93501091,19.16,0,0,0,255.27,255.27,0.01,551,23,114,297,161,142,2.01,101073,41.64
UTC 221212 105658 5 9 ,94,53.32809448,5.934937,19.21,0,0,0,255.49,255.49,0.01,553,23,114,297,160,142,1.98,101075,41.64
UTC 221212 105659 5 9 ,95,53.32808304,5.934863567,19.25,0,0,0,255.39,255.39,0.01,542,21,113,296,160,142,1.96,101071,41.64
UTC 221212 105700 5 9 ,96,53.32807541,5.934792996,19.28,0,0,0,254.84,254.84,0.01,536,20,113,296,160,143,1.91,101072,41.64
UTC 221212 105701 5 9 ,97,53.32806396,5.934720039,19.37,0,0,0,254.76,254.76,0.01,542,21,113,297,160,143,1.86,101083,41.64
UTC 221212 105701 5 9 ,98,53.32804871,5.934648514,19.4,0,0,0,254.77,254.77,0.01,551,23,112,297,160,142,1.84,101084,41.64
UTC 221212 105703 5 9 ,99,53.32803726,5.93457365,19.44,0,0,0,254.46,254.46,0.01,561,24,111,297,159,142,1.82,101085,41.64
UTC 221212 105704 5 9 ,100,53.32802963,5.934500217,19.46,0,0,0,255.18,255.18,0.01,561,24,112,297,159,143,1.81,101086,41.64
UTC 221212 105705 5 9 ,101,53.32801819,5.934426308,19.51,0,0,0,255.02,255.02,0.01,553,23,111,297,159,142,1.77,101084,41.64
UTC 221212 105706 5 9 ,102,53.32800674,5.934352875,19.55,0,0,0,255.17,255.17,0.01,551,23,112,297,159,142,1.74,101081,41.64
UTC 221212 105707 5 9 ,103,53.3279953,5.934280396,19.59,0,0,0,255.1,255.1,0.01,551,23,110,297,158,143,1.7,101080,41.64
UTC 221212 105708 5 9 ,104,53.32798767,5.934208393,19.65,0,0,0,254.79,254.79,0.01,561,24,111,297,159,143,1.68,101082,41.64
UTC 221212 105709 5 9 ,105,53.32797623,5.93413496,19.7,0,0,0,254.94,254.94,0.01,553,23,111,297,158,143,1.67,101075,41.64
UTC 221212 105709 5 9 ,106,53.32796478,5.934062958,19.74,0,0,0,254.74,254.74,0.01,553,23,110,298,159,142,1.64,101073,41.64
UTC 221212 105711 5 9 ,107,53.32795334,5.933990479,19.8,0,0,0,254.41,254.41,0.01,553,23,110,298,159,143,1.63,101074,41.64
UTC 221212 105712 5 9 ,108,53.32794571,5.933930397,19.8,0,0,0,254.13,254.13,0.01,553,23,109,298,158,143,1.59,101080,41.64
UTC 221212 105713 5 9 ,109,53.32794189,5.933914185,19.74,0,0,0,256.03,256.03,0.01,561,24,110,298,158,143,1.6,101086,41.64
UTC 221212 105714 5 9 ,110,53.32794189,5.933904648,19.71,0,0,0,255.93,255.93,0.01,577,26,109,298,158,143,1.64,101084,41.64
UTC 221212 105715 5 9 ,111,53.32793427,5.933857918,19.66,0,0,0,254.68,254.68,0.01,561,24,109,297,158,142,1.62,101074,41.64
UTC 221212 105716 5 9 ,112,53.32792664,5.933800221,19.56,0,0,0,255.31,255.31,0.01,553,23,109,297,158,142,1.59,101072,41.64
UTC 221212 105717 5 9 ,113,53.32791901,5.933739185,19.48,0,0,0,255.21,255.21,0.01,551,23,109,297,157,143,1.57,101072,41.64
UTC 221212 105717 5 9 ,114,53.32790756,5.933674812,19.4,0,0,0,255.23,255.23,0.01,551,23,108,297,157,142,1.57,101070,41.64
UTC 221212 105719 5 9 ,115,53.32789993,5.933609486,19.32,0,0,0,255.37,255.37,0.01,561,24,108,297,158,142,1.56,101072,41.64
UTC 221212 105720 5 9 ,116,53.32788849,5.933543205,19.24,0,0,0,255.36,255.36,0.01,536,20,107,296,158,141,1.55,101072,41.64
UTC 221212 105721 5 9 ,117,53.32787704,5.933475971,19.16,0,0,0,255.25,255.25,0.01,542,21,107,296,157,142,1.55,101066,41.64
UTC 221212 105722 5 9 ,118,53.32786942,5.933403492,19.08,0,0,0,255.2,255.2,0.01,536,20,107,296,157,141,1.53,101068,41.64
UTC 221212 105723 5 9 ,119,53.32785797,5.933331013,19,0,0,0,255.49,255.49,0.01,536,20,106,296,157,141,1.52,101069,41.64
UTC 221212 105724 5 9 ,120,53.32784653,5.933256626,18.9,0,0,0,255.2,255.2,0.01,553,23,105,297,156,141,1.51,101069,41.64
UTC 221212 105725 5 9 ,121,53.32783508,5.933181763,18.78,0,0,0,255.15,255.15,0.01,536,20,106,296,157,141,1.51,101076,41.64
UTC 221212 105726 5 9 ,122,53.32782364,5.93310976,18.68,0,0,0,255.24,255.24,0.01,536,20,105,296,156,141,1.51,101077,41.64
UTC 221212 105727 5 9 ,123,53.32781219,5.93303442,18.57,0,0,0,255.14,255.14,0.01,527,19,105,296,156,141,1.51,101072,41.64
UTC 221212 105728 5 9 ,124,53.32780075,5.932961464,18.46,0,0,0,255.17,255.17,0.01,530,19,105,296,156,141,1.5,101079,41.64
UTC 221212 105729 5 9 ,125,53.32778931,5.932890415,18.37,0,0,0,255.03,255.03,0.01,551,23,104,297,156,141,1.5,101080,41.64
UTC 221212 105730 5 9 ,126,53.32777786,5.932816029,18.27,0,0,0,255.06,255.06,0.01,530,19,104,296,155,141,1.5,101084,41.64
UTC 221212 105731 5 9 ,127,53.32776642,5.932743073,18.17,0,0,0,255.06,255.06,0.01,518,17,104,296,156,140,1.5,101085,41.64
UTC 221212 105731 5 9 ,128,53.32775879,5.932670593,18.08,0,0,0,254.4,254.4,0.01,530,19,103,296,155,140,1.5,101092,41.64
UTC 221212 105733 5 9 ,129,53.32775116,5.932622433,18,0,0,0,254.39,254.39,0.01,530,19,103,296,155,140,1.5,101095,41.64
UTC 221212 105734 5 9 ,130,53.32775116,5.932615757,17.98,0,0,0,305.98,305.98,0.01,542,21,103,297,154,141,1.54,101101,33.3
UTC 221212 105735 5 9 ,131,53.3277626,5.932620049,18,0,0,0,342.7,342.7,0.01,542,21,103,297,155,140,1.6,101121,33.3
UTC 221212 105736 5 9 ,132,53.32779312,5.932617188,18,0,0,0,343.37,343.37,0.01,553,23,104,297,155,141,1.64,101122,33.3
UTC 221212 105737 5 9 ,133,53.32782364,5.932608604,17.99,0,0,0,343.25,343.25,0.01,553,23,104,297,155,141,1.68,101124,33.3
UTC 221212 105738 5 9 ,134,53.32784653,5.932600498,17.96,0,0,0,343.37,343.37,0.01,561,24,104,296,154,140,1.74,101120,33.3
UTC 221212 105739 5 9 ,135,53.32785034,5.932600975,17.95,0,0,0,39.61,39.61,0.01,580,27,105,297,154,140,1.78,101124,33.3
UTC 221212 105740 5 9 ,136,53.32785034,5.932623386,18,0,0,0,75.65,75.65,0.01,580,27,104,296,155,140,1.84,101118,33.3
UTC 221212 105741 5 9 ,137,53.32785034,5.93266201,18.08,0,0,0,75.48,75.48,0.01,577,26,105,296,155,141,1.86,101123,33.3
UTC 221212 105742 5 9 ,138,53.32785797,5.932713509,18.15,0,0,0,75.65,75.65,0.01,561,24,104,296,154,140,1.84,101125,33.3
UTC 221212 105743 5 9 ,139,53.3278656,5.932771206,18.23,0,0,0,75.46,75.46,0.01,577,26,103,297,154,140,1.83,101121,33.3
UTC 221212 105744 5 9 ,140,53.32787704,5.93283844,18.32,0,0,0,75.22,75.22,0.01,577,26,103,296,154,140,1.84,101122,33.3
UTC 221212 105745 5 9 ,141,53.32788849,5.932910919,18.42,0,0,0,75.54,75.54,0.01,577,26,104,296,154,140,1.87,101116,33.3
UTC 221212 105746 5 9 ,142,53.32789612,5.932984352,18.53,0,0,0,75.85,75.85,0.01,567,25,103,296,154,140,1.86,101111,33.3
UTC 221212 105747 5 9 ,143,53.32790756,5.933060169,18.63,0,0,0,75.58,75.58,0.01,567,25,103,296,153,140,1.88,101114,33.3
UTC 221212 105748 5 9 ,144,53.32791901,5.933134556,18.73,0,0,0,75.82,75.82,0.01,577,26,103,296,153,140,1.93,101113,33.3
UTC 221212 105749 5 9 ,145,53.32793045,5.933208466,18.83,0,0,0,75.66,75.66,0.01,577,26,102,295,153,140,1.97,101116,33.3
UTC 221212 105750 5 9 ,146,53.32794189,5.933280945,18.95,0,0,0,75.57,75.57,0.01,588,28,103,295,153,140,1.98,101114,33.3
UTC 221212 105751 5 9 ,147,53.32795334,5.93335247,19.05,0,0,0,75.69,75.69,0.01,561,24,102,296,152,140,1.98,101115,33.3
UTC 221212 105751 5 9 ,148,53.32796097,5.933427334,19.16,0,0,0,75.81,75.81,0.01,577,26,102,296,153,140,1.99,101109,33.3
UTC 221212 105753 5 9 ,149,53.32797241,5.93350029,19.26,0,0,0,75.82,75.82,0.01,567,25,101,295,153,140,2,101108,33.3
UTC 221212 105754 5 9 ,150,53.32798386,5.933573723,19.36,0,0,0,75.77,75.77,0.01,577,26,102,295,152,140,2.01,101107,33.3
UTC 221212 105755 5 9 ,151,53.3279953,5.933645725,19.47,0,0,0,75.91,75.91,0.01,588,28,101,295,153,140,2.03,101105,33.3
UTC 221212 105756 5 9 ,152,53.32800674,5.933721066,19.56,0,0,0,75.85,75.85,0.01,561,24,101,296,152,140,2.03,101103,33.3
UTC 221212 105757 5 9 ,153,53.32801819,5.933793545,19.68,0,0,0,76.43,76.43,0.01,567,25,101,296,152,140,2.06,101102,33.3
UTC 221212 105758 5 9 ,154,53.32802582,5.933847427,19.72,0,0,0,76.94,76.94,0.01,577,26,102,296,152,140,2.07,101099,41.64
UTC 221212 105759 5 9 ,155,53.32802582,5.933859825,19.67,0,0,0,75.86,75.86,0.01,588,28,102,297,153,140,2.1,101105,33.3
UTC 221212 105800 5 9 ,156,53.32802582,5.933873177,19.65,0,0,0,75.37,75.37,0.01,600,30,101,296,152,140,2.14,101102,33.3
UTC 221212 105801 5 9 ,157,53.32803345,5.933923721,19.66,0,0,0,76.43,76.43,0.01,580,27,101,297,153,140,2.14,101096,41.64
UTC 221212 105802 5 9 ,158,53.32804489,5.933982372,19.6,0,0,0,75.71,75.71,0.01,580,27,101,296,152,140,2.15,101095,41.64
UTC 221212 105803 5 9 ,159,53.32805252,5.934047699,19.57,0,0,0,75.93,75.93,0.01,588,28,102,296,152,140,2.15,101092,41.64
UTC 221212 105804 5 9 ,160,53.32806396,5.934118271,19.53,0,0,0,75.37,75.37,0.01,588,28,102,296,152,141,2.16,101105,33.3
UTC 221212 105805 5 9 ,161,53.32807541,5.934192658,19.5,0,0,0,75.56,75.56,0.01,594,29,101,296,152,140,2.14,101104,33.3
UTC 221212 105806 5 9 ,162,53.32808685,5.93426466,19.48,0,0,0,76.16,76.16,0.01,580,27,101,296,152,140,2.13,101097,41.64
UTC 221212 105807 5 9 ,163,53.3280983,5.934338093,19.47,0,0,0,75.97,75.97,0.01,580,27,101,297,152,140,2.12,101102,33.3
UTC 221212 105808 5 9 ,164,53.32810974,5.934410572,19.44,0,0,0,75.78,75.78,0.01,580,27,101,297,151,140,2.12,101091,41.64
UTC 221212 105808 5 9 ,165,53.32811737,5.934483051,19.41,0,0,0,76.13,76.13,0.01,577,25,101,296,151,141,2.09,101087,41.64
UTC 221212 105810 5 9 ,166,53.32812881,5.934556484,19.36,0,0,0,76.17,76.17,0.01,567,25,101,297,151,140,2.06,101093,41.64
UTC 221212 105811 5 9 ,167,53.32814026,5.934631348,19.32,0,0,0,76.34,76.34,0.01,567,25,101,296,151,140,2.03,101092,41.64
UTC 221212 105811 5 9 ,168,53.3281517,5.93470192,19.29,0,0,0,76.13,76.13,0.01,580,27,100,296,151,141,2,101094,41.64
UTC 221212 105813 5 9 ,169,53.32816315,5.934775829,19.26,0,0,0,76.01,76.01,0.01,580,27,100,297,150,140,1.98,101096,41.64
UTC 221212 105814 5 9 ,170,53.32817459,5.934847832,19.19,0,0,0,75.2,75.2,0.01,561,24,101,296,151,140,1.96,101093,41.64
UTC 221212 105814 5 9 ,171,53.32818604,5.934922695,19.13,0,0,0,75.03,75.03,0.01,567,25,101,297,150,140,1.95,101111,33.3
UTC 221212 105816 5 9 ,172,53.32819748,5.934996128,19.11,0,0,0,75.29,75.29,0.01,567,25,100,296,150,139,1.95,101110,33.3
UTC 221212 105817 5 9 ,173,53.32820892,5.935067177,19.09,0,0,0,75.57,75.57,0.01,567,25,100,296,150,140,1.96,101104,33.3
UTC 221212 105818 5 9 ,174,53.32822037,5.93514204,19.06,0,0,0,75.7,75.7,0.01,580,27,100,295,150,140,1.96,101108,33.3
UTC 221212 105819 5 9 ,175,53.328228,5.935215473,19,0,0,0,75.65,75.65,0.01,567,25,100,296,149,139,1.97,101106,33.3
UTC 221212 105820 5 9 ,176,53.32823944,5.935288429,18.97,0,0,0,76.11,76.11,0.01,561,24,100,296,149,139,1.96,101098,41.64
UTC 221212 105821 5 9 ,177,53.32825089,5.935359955,18.94,0,0,0,76.12,76.12,0.01,567,25,99,296,149,139,1.95,101100,33.3
UTC 221212 105822 5 9 ,178,53.32826233,5.935434818,18.89,0,0,0,75.93,75.93,0.01,567,25,98,296,150,139,1.94,101099,41.64
UTC 221212 105823 5 9 ,179,53.32826996,5.935506821,18.85,0,0,0,76.36,76.36,0.01,588,28,99,295,149,140,1.94,101107,33.3
UTC 221212 105824 5 9 ,180,53.32827759,5.935552597,18.79,0,0,0,76.24,76.24,0.01,567,25,99,296,148,139,1.96,101114,33.3
UTC 221212 105825 5 9 ,181,53.3282814,5.935555935,18.74,0,0,0,13.94,13.94,0.01,567,25,99,296,148,139,1.99,101107,33.3
UTC 221212 105826 5 9 ,182,53.32829285,5.935537815,18.79,0,0,0,344.04,344.04,0.01,577,26,99,296,149,139,2.04,101113,33.3
UTC 221212 105827 5 9 ,183,53.32831573,5.935516357,18.81,0,0,0,343.63,343.63,0.01,580,27,99,295,149,140,2.06,101111,33.3
UTC 221212 105828 5 9 ,184,53.32834625,5.935498238,18.83,0,0,0,344,344,0.01,600,30,99,296,149,139,2.12,101112,33.3
UTC 221212 105829 5 9 ,185,53.32836914,5.935486794,18.83,0,0,0,343.95,343.95,0.01,588,28,100,295,149,140,2.17,101111,33.3
UTC 221212 105830 5 9 ,186,53.32836914,5.935484409,18.81,0,0,0,287.91,287.91,0.01,588,28,100,296,149,139,2.21,101099,41.64
UTC 221212 105831 5 9 ,187,53.32836151,5.935465336,18.78,0,0,0,255.11,255.11,0.01,580,27,99,296,149,139,2.24,101089,41.64
UTC 221212 105832 5 9 ,188,53.32835388,5.935430527,18.74,0,0,0,254.78,254.78,0.01,580,27,99,296,148,139,2.19,101093,41.64
UTC 221212 105833 5 9 ,189,53.32834625,5.935382843,18.66,0,0,0,254.82,254.82,0.01,588,28,100,296,149,139,2.16,101093,41.64
UTC 221212 105834 5 9 ,190,53.32833862,5.935325146,18.57,0,0,0,254.88,254.88,0.01,567,25,99,296,148,139,2.11,101088,41.64
UTC 221212 105835 5 9 ,191,53.32832718,5.935260773,18.47,0,0,0,254.92,254.92,0.01,553,23,99,297,148,139,2.08,101092,41.64
UTC 221212 105836 5 9 ,192,53.32831573,5.93518734,18.35,0,0,0,254.95,254.95,0.01,553,23,99,297,149,139,2.06,101095,41.64
UTC 221212 105837 5 9 ,193,53.32830429,5.935111523,18.23,0,0,0,254.86,254.86,0.01,553,23,99,297,148,139,2.02,101093,41.64
UTC 221212 105838 5 9 ,194,53.32829285,5.935037613,18.1,0,0,0,254.68,254.68,0.01,561,24,98,296,148,138,1.95,101099,41.64
UTC 221212 105839 5 9 ,195,53.32828903,5.934985638,17.99,0,0,0,254.55,254.55,0.01,553,23,99,296,148,139,1.93,101104,33.3
UTC 221212 105840 5 9 ,196,53.32828522,5.934976101,17.98,0,0,0,255.63,255.63,0.01,553,23,99,295,148,139,1.99,101100,33.3
UTC 221212 105841 5 9 ,197,53.32828522,5.934966087,18.04,0,0,0,256.11,256.11,0.01,553,23,98,295,147,139,2.01,101107,33.3
UTC 221212 105842 5 9 ,198,53.32827759,5.934916973,18.19,0,0,0,255.64,255.64,0.01,551,23,98,296,148,139,2,101095,41.64
UTC 221212 105843 5 9 ,199,53.32826996,5.934858322,18.26,0,0,0,255.1,255.1,0.01,553,23,98,296,148,139,1.95,101093,41.64
UTC 221212 105844 5 9 ,200,53.32825851,5.934792996,18.35,0,0,0,254.61,254.61,0.01,553,23,98,296,148,138,1.9,101095,41.64
UTC 221212 105845 5 9 ,201,53.32824707,5.934724808,18.45,0,0,0,255.14,255.14,0.01,542,21,98,296,147,138,1.88,101091,41.64
UTC 221212 105846 5 9 ,202,53.32823563,5.934650898,18.58,0,0,0,254.68,254.68,0.01,542,21,98,296,147,138,1.85,101090,41.64
UTC 221212 105847 5 9 ,203,53.328228,5.934576988,18.68,0,0,0,254.94,254.94,0.01,536,20,97,296,147,138,1.8,101089,41.64
UTC 221212 105848 5 9 ,204,53.32821655,5.934503555,18.78,0,0,0,255.3,255.3,0.01,536,20,96,295,147,138,1.75,101088,41.64
UTC 221212 105849 5 9 ,205,53.32820511,5.934427738,18.92,0,0,0,254.72,254.72,0.01,551,23,97,296,146,139,1.71,101081,41.64
UTC 221212 105850 5 9 ,206,53.32819366,5.934354305,19,0,0,0,254.83,254.83,0.01,527,19,96,296,147,139,1.65,101077,41.64
UTC 221212 105850 5 9 ,207,53.32818222,5.934281349,19.1,0,0,0,255.42,255.42,0.01,530,19,96,296,146,139,1.61,101079,41.64
UTC 221212 105852 5 9 ,208,53.32817078,5.934207916,19.21,0,0,0,255.07,255.07,0.01,536,20,97,296,147,140,1.58,101078,41.64
UTC 221212 105853 5 9 ,209,53.32815933,5.93413496,19.34,0,0,0,254.89,254.89,0.01,536,20,97,296,147,140,1.56,101075,41.64
UTC 221212 105854 5 9 ,210,53.3281517,5.934061527,19.43,0,0,0,255.11,255.11,0.01,551,23,96,297,147,139,1.51,101074,41.64
UTC 221212 105855 5 9 ,211,53.32814026,5.933988094,19.54,0,0,0,255.19,255.19,0.01,530,19,97,295,146,140,1.49,101075,41.64
UTC 221212 105856 5 9 ,212,53.32812881,5.933914185,19.64,0,0,0,255.49,255.49,0.01,518,17,96,295,145,139,1.48,101072,41.64
UTC 221212 105856 5 9 ,213,53.32811737,5.933844566,19.74,0,0,0,254.5,254.5,0.01,518,17,95,296,146,140,1.47,101070,41.64
UTC 221212 105858 5 9 ,214,53.32811356,5.933801174,19.75,0,0,0,254.54,254.54,0.01,527,19,95,295,146,138,1.47,101079,41.64
UTC 221212 105859 5 9 ,215,53.32810974,5.933796406,19.69,0,0,0,255.96,255.96,0.01,551,23,95,296,145,139,1.53,101079,41.64
UTC 221212 105900 5 9 ,216,53.32810593,5.933774948,19.64,0,0,0,255.76,255.76,0.01,530,19,95,296,145,139,1.58,101074,41.64
UTC 221212 105901 5 9 ,217,53.3280983,5.933720112,19.59,0,0,0,255.35,255.35,0.01,530,19,94,295,145,138,1.56,101071,41.64
UTC 221212 105902 5 9 ,218,53.32809067,5.933661938,19.5,0,0,0,255.36,255.36,0.01,518,17,95,296,144,138,1.55,101070,41.64
UTC 221212 105903 5 9 ,219,53.32808304,5.933599472,19.44,0,0,0,255.33,255.33,0.01,518,17,95,296,145,138,1.53,101073,41.64
UTC 221212 105904 5 9 ,220,53.32807159,5.933533669,19.37,0,0,0,255.32,255.32,0.01,530,19,94,295,145,139,1.52,101071,41.64
UTC 221212 105905 5 9 ,221,53.32806396,5.933468342,19.29,0,0,0,255.3,255.3,0.01,527,19,94,295,145,138,1.51,101072,41.64
