TimeStamp (UTC)," ""TriggerID"""," ""Latitude"""," ""Longitude"""," ""Altitude (Meter AGL)""",Gimbal Roll," ""Gimbal Pitch"""," ""Gimbal Yaw"""," ""Drone Yaw"""," ""Combined Yaw""",HCHO (ppm),CO2 (ppm),TVOC (ppb),NO2 (ppm),C2H5OH (ppm),VOC (ppm),CO (ppm),Temp (Celcius),Pressure (pa),Altitude (meter)
UTC 221222 100444 5 9 ,61,53.32800293,5.932863712,8.2,0,0,0,254.86,254.86,0.01,409,1,119,302,245,141,7.96,100287,108.61
UTC 221222 100445 5 9 ,62,53.32801056,5.932828426,8.1,0,0,0,323.08,323.08,0.01,416,2,119,303,244,141,7.92,100306,100.22
UTC 221222 100446 5 9 ,63,53.32803726,5.932832718,7.93,0,0,0,26.52,26.52,0.01,413,1,119,301,244,141,7.96,100317,100.22
UTC 221222 100447 5 9 ,64,53.32805252,5.932868958,7.98,0,0,0,83.6,83.6,0.01,418,2,119,303,244,141,8.01,100328,100.22
UTC 221222 100447 5 9 ,65,53.32805252,5.932915211,8.05,0,0,0,93.13,93.13,0.01,426,3,119,302,243,140,8.06,100327,100.22
UTC 221222 100449 5 9 ,66,53.32805252,5.932970524,8.12,0,0,0,80.52,80.52,0.01,433,5,119,303,243,141,8.13,100329,100.22
UTC 221222 100449 5 9 ,67,53.32805634,5.933022976,8.17,0,0,0,73.54,73.54,0.01,436,5,118,303,243,141,8.16,100324,100.22
UTC 221222 100451 5 9 ,68,53.32806778,5.93308115,8.23,0,0,0,73.91,73.91,0.01,439,5,119,303,243,141,8.18,100325,100.22
UTC 221222 100452 5 9 ,69,53.32807922,5.933150291,8.3,0,0,0,73.96,73.96,0.01,452,7,119,303,243,141,8.25,100327,100.22
UTC 221222 100453 5 9 ,70,53.32809067,5.933222771,8.35,0,0,0,73.75,73.75,0.01,448,7,119,303,243,141,8.26,100325,100.22
UTC 221222 100454 5 9 ,71,53.32810211,5.933295727,8.39,0,0,0,73.74,73.74,0.01,446,7,119,303,243,141,8.26,100320,100.22
UTC 221222 100455 5 9 ,72,53.32811737,5.933368206,8.43,0,0,0,73.45,73.45,0.01,448,7,120,303,242,142,8.26,100323,100.22
UTC 221222 100456 5 9 ,73,53.32812881,5.933441162,8.48,0,0,0,73.75,73.75,0.01,452,7,120,303,242,141,8.27,100324,100.22
UTC 221222 100457 5 9 ,74,53.32814407,5.933515072,8.54,0,0,0,73.83,73.83,0,459,8,120,303,242,141,8.33,100323,100.22
UTC 221222 100458 5 9 ,75,53.32815552,5.933588028,8.6,0,0,0,73.61,73.61,0,459,8,119,303,242,141,8.37,100320,100.22
UTC 221222 100459 5 9 ,76,53.32816696,5.933660507,8.65,0,0,0,73.88,73.88,0,456,8,119,303,242,141,8.4,100319,100.22
UTC 221222 100500 5 9 ,77,53.32817841,5.93373394,8.7,0,0,0,73.7,73.7,0,456,8,118,302,242,142,8.44,100319,100.22
UTC 221222 100501 5 9 ,78,53.32819366,5.933806419,8.75,0,0,0,73.64,73.64,0,456,8,118,303,241,141,8.5,100321,100.22
UTC 221222 100502 5 9 ,79,53.32820511,5.933879376,8.8,0,0,0,73.53,73.53,0,463,9,118,303,240,142,8.53,100318,100.22
UTC 221222 100503 5 9 ,80,53.32821655,5.933951855,8.85,0,0,0,73.58,73.58,0,470,10,118,303,241,142,8.57,100316,100.22
UTC 221222 100504 5 9 ,81,53.32823181,5.934024334,8.91,0,0,0,74.43,74.43,0,459,8,117,302,241,142,8.61,100317,100.22
UTC 221222 100505 5 9 ,82,53.32823944,5.934082508,8.93,0,0,0,74.35,74.35,0,463,9,118,303,240,141,8.64,100317,100.22
UTC 221222 100505 5 9 ,83,53.32824707,5.934108734,8.94,0,0,0,54.64,54.64,0,459,8,117,301,239,141,8.64,100308,100.22
UTC 221222 100507 5 9 ,84,53.32825851,5.934104919,8.97,0,0,0,347.12,347.12,0,456,8,117,303,240,142,8.65,100290,108.61
UTC 221222 100508 5 9 ,85,53.32826614,5.934084415,8.99,0,0,0,295.36,295.36,0,466,10,118,303,240,142,8.67,100287,108.61
UTC 221222 100509 5 9 ,86,53.32826614,5.934055805,9,0,0,0,253.5,253.5,0,448,7,118,303,240,141,8.56,100291,108.61
UTC 221222 100510 5 9 ,87,53.32825851,5.934019566,8.97,0,0,0,253.02,253.02,0,446,7,117,302,239,141,8.5,100287,108.61
UTC 221222 100511 5 9 ,88,53.32825089,5.933968067,8.94,0,0,0,252.63,252.63,0,436,5,117,302,238,141,8.43,100285,108.61
UTC 221222 100512 5 9 ,89,53.32823944,5.933906078,8.89,0,0,0,253.15,253.15,0,436,5,116,303,239,141,8.35,100279,108.61
UTC 221222 100513 5 9 ,90,53.328228,5.933836937,8.83,0,0,0,253.1,253.1,0,439,5,116,303,238,141,8.27,100274,108.61
UTC 221222 100514 5 9 ,91,53.32821655,5.933764458,8.76,0,0,0,253.08,253.08,0,427,4,115,303,237,139,8.19,100274,108.61
UTC 221222 100515 5 9 ,92,53.32820129,5.933690548,8.72,0,0,0,252.69,252.69,0,418,2,115,303,237,141,8.12,100278,108.61
UTC 221222 100516 5 9 ,93,53.32818985,5.933616638,8.66,0,0,0,252.94,252.94,0,418,2,115,302,237,140,8.06,100280,108.61
UTC 221222 100517 5 9 ,94,53.32817459,5.933542728,8.61,0,0,0,252.9,252.9,0,416,2,114,303,237,140,7.99,100280,108.61
UTC 221222 100518 5 9 ,95,53.32816315,5.933470249,8.55,0,0,0,253.06,253.06,0.01,423,3,114,303,237,140,7.94,100283,108.61
UTC 221222 100519 5 9 ,96,53.3281517,5.93339777,8.51,0,0,0,252.79,252.79,0.01,418,2,114,302,236,139,7.88,100280,108.61
UTC 221222 100520 5 9 ,97,53.32813644,5.933325291,8.47,0,0,0,252.81,252.81,0.01,413,1,114,303,236,139,7.82,100286,108.61
UTC 221222 100521 5 9 ,98,53.328125,5.933252335,8.42,0,0,0,252.97,252.97,0.01,413,1,114,303,235,139,7.77,100284,108.61
UTC 221222 100522 5 9 ,99,53.32811356,5.933180809,8.37,0,0,0,252.81,252.81,0.01,413,1,113,303,236,140,7.73,100287,108.61
UTC 221222 100523 5 9 ,100,53.3280983,5.93310833,8.32,0,0,0,252.78,252.78,0.01,413,1,113,303,235,140,7.69,100286,108.61
UTC 221222 100524 5 9 ,101,53.32808685,5.933036327,8.26,0,0,0,252.99,252.99,0.01,418,2,113,303,234,140,7.64,100287,108.61
UTC 221222 100525 5 9 ,102,53.32807541,5.932964802,8.21,0,0,0,252.75,252.75,0.01,408,1,113,303,234,139,7.59,100289,108.61
UTC 221222 100526 5 9 ,103,53.32806396,5.932893753,8.17,0,0,0,252.96,252.96,0.01,409,1,113,304,234,139,7.56,100288,108.61
UTC 221222 100527 5 9 ,104,53.32804871,5.93282032,8.12,0,0,0,252.77,252.77,0.01,409,1,113,304,234,139,7.53,100289,108.61
UTC 221222 100528 5 9 ,105,53.32803726,5.932748795,8.09,0,0,0,252.61,252.61,0.01,413,1,113,304,233,139,7.5,100292,108.61
UTC 221222 100528 5 9 ,106,53.32802582,5.932692051,8.08,0,0,0,252.04,252.04,0.01,426,3,112,304,234,139,7.47,100298,108.61
UTC 221222 100528 5 9 ,107,53.32802582,5.932666779,8.03,0,0,0,274.63,274.63,0.01,416,2,112,304,233,140,7.45,100299,108.61
UTC 221222 100528 5 9 ,108,53.32803726,5.932659626,7.99,0,0,0,336.84,336.84,0.01,416,2,112,303,233,140,7.47,100302,100.22
UTC 221222 100528 5 9 ,109,53.32805252,5.932668209,8.03,0,0,0,36.93,36.93,0.01,418,2,112,303,233,139,7.55,100313,100.22
UTC 221222 100533 5 9 ,110,53.32806015,5.932693005,8.06,0,0,0,73.07,73.07,0.01,426,3,113,304,233,140,7.59,100327,100.22
UTC 221222 100534 5 9 ,111,53.32806396,5.932730198,8.09,0,0,0,73.53,73.53,0.01,446,7,113,303,233,140,7.64,100325,100.22
UTC 221222 100535 5 9 ,112,53.32807159,5.932783127,8.11,0,0,0,73.64,73.64,0.01,439,5,113,303,233,140,7.66,100321,100.22
UTC 221222 100536 5 9 ,113,53.32808304,5.932843685,8.16,0,0,0,73.76,73.76,0.01,443,6,113,304,233,140,7.7,100329,100.22
UTC 221222 100537 5 9 ,114,53.32809448,5.932909012,8.2,0,0,0,73.95,73.95,0.01,446,7,112,304,232,141,7.74,100327,100.22
UTC 221222 100538 5 9 ,115,53.32810593,5.932981014,8.26,0,0,0,73.59,73.59,0.01,448,7,113,304,232,141,7.75,100325,100.22
UTC 221222 100539 5 9 ,116,53.32811737,5.933055878,8.31,0,0,0,73.76,73.76,0.01,456,8,113,304,232,140,7.74,100325,100.22
UTC 221222 100540 5 9 ,117,53.32813263,5.933129787,8.36,0,0,0,73.41,73.41,0,456,8,113,304,232,141,7.75,100326,100.22
UTC 221222 100541 5 9 ,118,53.32814407,5.933202744,8.4,0,0,0,73.52,73.52,0,452,7,113,304,232,141,7.76,100322,100.22
UTC 221222 100542 5 9 ,119,53.32815552,5.933276653,8.45,0,0,0,73.84,73.84,0,456,8,112,304,232,141,7.81,100322,100.22
UTC 221222 100543 5 9 ,120,53.32817078,5.933349133,8.5,0,0,0,74.09,74.09,0,456,8,112,304,232,141,7.87,100324,100.22
UTC 221222 100544 5 9 ,121,53.32818222,5.933421612,8.56,0,0,0,73.56,73.56,0,466,10,112,304,232,141,7.9,100323,100.22
UTC 221222 100545 5 9 ,122,53.32819366,5.933494091,8.61,0,0,0,73.75,73.75,0,466,10,112,304,231,141,7.93,100321,100.22
UTC 221222 100546 5 9 ,123,53.32820511,5.933564663,8.66,0,0,0,73.45,73.45,0,459,8,112,304,231,140,7.97,100321,100.22
UTC 221222 100546 5 9 ,124,53.32822037,5.933638096,8.71,0,0,0,73.71,73.71,0,459,8,112,304,230,141,8.01,100321,100.22
UTC 221222 100546 5 9 ,125,53.32823181,5.933708191,8.77,0,0,0,73.91,73.91,0,459,8,111,304,231,140,8.05,100321,100.22
UTC 221222 100546 5 9 ,126,53.32824326,5.933779717,8.82,0,0,0,73.75,73.75,0,466,10,112,304,231,141,8.06,100320,100.22
UTC 221222 100550 5 9 ,127,53.32825851,5.933851242,8.86,0,0,0,73.63,73.63,0,478,11,111,304,230,141,8.09,100320,100.22
UTC 221222 100551 5 9 ,128,53.32826996,5.933923721,8.91,0,0,0,73.64,73.64,0,459,8,111,304,230,141,8.11,100316,100.22
UTC 221222 100552 5 9 ,129,53.3282814,5.933994293,8.97,0,0,0,73.96,73.96,0,459,8,111,304,230,140,8.1,100317,100.22
UTC 221222 100553 5 9 ,130,53.32829285,5.934053898,8.99,0,0,0,74.25,74.25,0,459,8,111,304,230,140,8.1,100315,100.22
UTC 221222 100554 5 9 ,131,53.32829666,5.934080124,8.98,0,0,0,54.35,54.35,0,463,9,111,304,229,140,8.13,100312,100.22
UTC 221222 100555 5 9 ,132,53.32830811,5.934075832,9.03,0,0,0,346.69,346.69,0,475,11,111,304,230,140,8.15,100295,108.61
UTC 221222 100556 5 9 ,133,53.32831573,5.934056759,9.06,0,0,0,293.85,293.85,0,459,8,111,304,230,140,8.18,100288,108.61
UTC 221222 100557 5 9 ,134,53.32831573,5.934030056,9.07,0,0,0,253.49,253.49,0,452,7,111,304,230,141,8.11,100287,108.61
UTC 221222 100558 5 9 ,135,53.32831192,5.933995247,9.03,0,0,0,253.4,253.4,0.01,446,7,111,303,229,140,8.04,100283,108.61
UTC 221222 100559 5 9 ,136,53.32830048,5.93394661,8.99,0,0,0,253.21,253.21,0.01,443,6,111,303,229,140,7.98,100282,108.61
UTC 221222 100600 5 9 ,137,53.32829285,5.933889389,8.95,0,0,0,252.65,252.65,0.01,443,6,110,303,228,141,7.93,100282,108.61
UTC 221222 100601 5 9 ,138,53.3282814,5.933825016,8.91,0,0,0,252.8,252.8,0.01,433,5,110,303,228,139,7.87,100277,108.61
UTC 221222 100602 5 9 ,139,53.32826996,5.933755875,8.85,0,0,0,253.09,253.09,0.01,426,3,110,303,227,139,7.83,100274,108.61
UTC 221222 100603 5 9 ,140,53.3282547,5.933681965,8.8,0,0,0,252.77,252.77,0.01,418,2,109,304,228,140,7.76,100274,108.61
UTC 221222 100604 5 9 ,141,53.32824326,5.933608055,8.76,0,0,0,252.51,252.51,0.01,423,3,109,304,227,139,7.71,100284,108.61
UTC 221222 100605 5 9 ,142,53.32823181,5.933535099,8.69,0,0,0,252.89,252.89,0.01,426,3,109,303,226,139,7.67,100282,108.61
UTC 221222 100606 5 9 ,143,53.32821655,5.93346262,8.64,0,0,0,252.77,252.77,0.01,426,3,109,303,226,139,7.62,100284,108.61
UTC 221222 100607 5 9 ,144,53.32820511,5.933389187,8.59,0,0,0,252.72,252.72,0.01,416,2,108,304,226,139,7.58,100284,108.61
UTC 221222 100608 5 9 ,145,53.32819366,5.933316231,8.54,0,0,0,252.8,252.8,0.01,426,3,108,304,226,139,7.54,100286,108.61
UTC 221222 100608 5 9 ,146,53.32817841,5.933244705,8.49,0,0,0,252.75,252.75,0.01,416,2,108,304,226,138,7.5,100286,108.61
UTC 221222 100608 5 9 ,147,53.32816696,5.933170795,8.42,0,0,0,252.99,252.99,0.01,416,2,108,304,225,139,7.46,100286,108.61
UTC 221222 100608 5 9 ,148,53.32815552,5.93309927,8.38,0,0,0,252.9,252.9,0.01,413,1,107,304,226,139,7.42,100284,108.61
UTC 221222 100608 5 9 ,149,53.32814026,5.933025837,8.33,0,0,0,252.68,252.68,0.01,413,1,107,304,225,139,7.38,100283,108.61
UTC 221222 100613 5 9 ,150,53.32812881,5.932955742,8.27,0,0,0,253.1,253.1,0.01,426,3,106,304,225,138,7.35,100284,108.61
UTC 221222 100614 5 9 ,151,53.32811737,5.932882309,8.21,0,0,0,253.11,253.11,0.01,408,1,106,304,224,139,7.32,100278,108.61
UTC 221222 100615 5 9 ,152,53.32810593,5.932811737,8.17,0,0,0,253.18,253.18,0.01,408,1,106,304,224,138,7.29,100279,108.61
UTC 221222 100616 5 9 ,153,53.32809448,5.932738304,8.12,0,0,0,253.13,253.13,0.01,408,1,105,304,224,139,7.25,100277,108.61
UTC 221222 100617 5 9 ,154,53.32808304,5.932673454,8.11,0,0,0,252.05,252.05,0.01,405,0,104,304,222,138,7.23,100284,108.61
UTC 221222 100618 5 9 ,155,53.32807541,5.932638645,8.06,0,0,0,259.37,259.37,0.01,418,2,105,304,224,139,7.21,100300,100.22
UTC 221222 100619 5 9 ,156,53.32808304,5.932627678,8,0,0,0,325.64,325.64,0.01,418,2,106,304,223,139,7.23,100310,100.22
UTC 221222 100620 5 9 ,157,53.3280983,5.932631493,8.01,0,0,0,15.42,15.42,0.01,418,2,105,304,223,139,7.3,100310,100.22
UTC 221222 100621 5 9 ,158,53.32810974,5.932654381,8.05,0,0,0,71.83,71.83,0.01,426,3,106,305,223,139,7.35,100331,100.22
UTC 221222 100622 5 9 ,159,53.32811356,5.932686806,8.09,0,0,0,73.26,73.26,0.01,427,4,105,304,223,139,7.41,100329,100.22
UTC 221222 100623 5 9 ,160,53.32812119,5.932737351,8.12,0,0,0,73.48,73.48,0.01,439,5,105,305,223,139,7.44,100331,100.22
UTC 221222 100624 5 9 ,161,53.32812881,5.932796478,8.16,0,0,0,73.49,73.49,0.01,443,6,104,304,222,139,7.5,100331,100.22
UTC 221222 100625 5 9 ,162,53.32814026,5.932863712,8.23,0,0,0,73.53,73.53,0.01,439,5,105,305,223,139,7.55,100328,100.22
UTC 221222 100626 5 9 ,163,53.32815552,5.932937145,8.28,0,0,0,73.88,73.88,0.01,443,6,104,304,223,139,7.61,100327,100.22
UTC 221222 100627 5 9 ,164,53.32816696,5.933012009,8.34,0,0,0,73.72,73.72,0.01,446,7,104,305,222,140,7.65,100325,100.22
UTC 221222 100628 5 9 ,165,53.32817841,5.933085442,8.4,0,0,0,73.65,73.65,0.01,448,7,105,304,222,139,7.69,100324,100.22
UTC 221222 100629 5 9 ,166,53.32819366,5.933157921,8.46,0,0,0,73.64,73.64,0.01,456,8,104,305,221,139,7.73,100329,100.22
UTC 221222 100629 5 9 ,167,53.32820511,5.933229446,8.52,0,0,0,73.8,73.8,0.01,448,7,104,304,222,139,7.78,100322,100.22
UTC 221222 100631 5 9 ,168,53.32821655,5.933301926,8.58,0,0,0,73.86,73.86,0,452,7,104,304,221,139,7.83,100326,100.22
UTC 221222 100631 5 9 ,169,53.32823181,5.933375835,8.65,0,0,0,73.83,73.83,0,452,7,104,304,222,140,7.86,100323,100.22
UTC 221222 100633 5 9 ,170,53.32824326,5.933446407,8.71,0,0,0,73.9,73.9,0,456,8,105,304,221,139,7.9,100323,100.22
UTC 221222 100634 5 9 ,171,53.3282547,5.933517456,8.78,0,0,0,73.71,73.71,0,470,10,104,304,221,140,7.92,100320,100.22
UTC 221222 100635 5 9 ,172,53.32826614,5.933589459,8.84,0,0,0,73.71,73.71,0,452,7,105,304,221,139,7.91,100321,100.22
UTC 221222 100636 5 9 ,173,53.3282814,5.933662891,8.89,0,0,0,73.75,73.75,0,452,7,104,304,221,140,7.88,100320,100.22
UTC 221222 100637 5 9 ,174,53.32829285,5.933736324,8.94,0,0,0,73.68,73.68,0,452,7,105,305,221,140,7.87,100318,100.22
UTC 221222 100638 5 9 ,175,53.32830429,5.933808804,9,0,0,0,73.71,73.71,0,456,8,104,305,220,140,7.87,100318,100.22
UTC 221222 100639 5 9 ,176,53.32831573,5.933881283,9.05,0,0,0,73.99,73.99,0.01,466,10,105,304,220,140,7.89,100317,100.22
UTC 221222 100640 5 9 ,177,53.32833099,5.933954239,9.11,0,0,0,73.77,73.77,0.01,459,8,104,305,220,140,7.9,100319,100.22
UTC 221222 100641 5 9 ,178,53.32834244,5.934019089,9.14,0,0,0,74.3,74.3,0.01,463,9,105,305,220,139,7.9,100316,100.22
UTC 221222 100642 5 9 ,179,53.32835007,5.934055328,9.14,0,0,0,67.82,67.82,0.01,463,9,105,304,220,140,7.94,100313,100.22
UTC 221222 100643 5 9 ,180,53.3283577,5.934055805,9.21,0,0,0,357.31,357.31,0.01,459,8,105,305,220,140,7.96,100295,108.61
UTC 221222 100644 5 9 ,181,53.32836914,5.934039116,9.26,0,0,0,312.98,312.98,0.01,466,10,105,305,220,140,7.99,100291,108.61
UTC 221222 100645 5 9 ,182,53.32836914,5.934010506,9.28,0,0,0,255.25,255.25,0.01,456,8,105,305,220,140,7.97,100288,108.61
