TimeStamp (UTC)," ""TriggerID"""," ""Latitude"""," ""Longitude"""," ""Altitude (Meter AGL)""",Gimbal Roll," ""Gimbal Pitch"""," ""Gimbal Yaw"""," ""Drone Yaw"""," ""Combined Yaw""",HCHO (ppm),CO2 (ppm),TVOC (ppb),NO2 (ppm),C2H5OH (ppm),VOC (ppm),CO (ppm),Temp (Celcius),Pressure (pa),Altitude (meter)
UTC 221222 112334 5 9 ,453,53.32901382,5.933318615,28.65,0,0,0,256.84,256.84,0.01,481,12,26,315,56,123,8.76,100043,125.42
UTC 221222 112335 5 9 ,454,53.3290062,5.933246136,28.63,0,0,0,256.66,256.66,0.01,476,11,26,315,56,122,8.74,100045,125.42
UTC 221222 112336 5 9 ,455,53.32899475,5.933171749,28.58,0,0,0,257,257,0.01,491,13,26,315,56,122,8.71,100044,125.42
UTC 221222 112337 5 9 ,456,53.32898712,5.933099747,28.55,0,0,0,256.89,256.89,0.01,470,10,26,314,55,121,8.7,100035,125.42
UTC 221222 112338 5 9 ,457,53.32897568,5.933029175,28.57,0,0,0,256.58,256.58,0.01,464,9,26,315,56,122,8.68,100039,125.42
UTC 221222 112339 5 9 ,458,53.32896805,5.932954788,28.55,0,0,0,256.56,256.56,0.01,470,10,26,313,55,122,8.67,100038,125.42
UTC 221222 112340 5 9 ,459,53.3289566,5.932882786,28.49,0,0,0,256.88,256.88,0.01,459,8,26,313,55,121,8.66,100035,125.42
UTC 221222 112341 5 9 ,460,53.32894897,5.932808876,28.46,0,0,0,256.62,256.62,0.01,464,9,26,313,55,121,8.64,100039,125.42
UTC 221222 112341 5 9 ,461,53.32893753,5.932733536,28.49,0,0,0,256.62,256.62,0.01,459,8,26,314,55,122,8.63,100042,125.42
UTC 221222 112343 5 9 ,462,53.32892609,5.932659626,28.44,0,0,0,256.86,256.86,0.01,464,9,26,313,56,121,8.61,100040,125.42
UTC 221222 112344 5 9 ,463,53.32891846,5.93258667,28.43,0,0,0,257.02,257.02,0.01,450,7,26,314,55,121,8.6,100035,125.42
UTC 221222 112345 5 9 ,464,53.32890701,5.932513237,28.37,0,0,0,256.87,256.87,0.01,454,8,25,313,56,121,8.59,100042,125.42
UTC 221222 112346 5 9 ,465,53.32889938,5.932439327,28.35,0,0,0,256.91,256.91,0.01,454,8,26,314,56,120,8.57,100037,125.42
UTC 221222 112347 5 9 ,466,53.32888794,5.932365418,28.33,0,0,0,256.86,256.86,0.01,464,9,26,315,55,121,8.56,100039,125.42
UTC 221222 112348 5 9 ,467,53.32888031,5.932291508,28.3,0,0,0,256.87,256.87,0.01,450,7,26,314,55,120,8.55,100045,125.42
UTC 221222 112348 5 9 ,468,53.32886887,5.932219029,28.27,0,0,0,256.59,256.59,0.01,450,7,26,315,55,120,8.54,100052,125.42
UTC 221222 112348 5 9 ,469,53.32885742,5.932143211,28.26,0,0,0,256.21,256.21,0.01,445,6,26,314,55,120,8.53,100057,125.42
UTC 221222 112348 5 9 ,470,53.32884598,5.932070255,28.2,0,0,0,256.46,256.46,0.01,450,7,26,314,55,120,8.53,100057,125.42
UTC 221222 112348 5 9 ,471,53.32883835,5.931995392,28.18,0,0,0,256.32,256.32,0.01,459,8,25,315,55,120,8.52,100050,125.42
UTC 221222 112353 5 9 ,472,53.3288269,5.931923389,28.17,0,0,0,256.29,256.29,0.01,459,8,26,315,55,120,8.51,100053,125.42
UTC 221222 112354 5 9 ,473,53.32881927,5.931848049,28.13,0,0,0,256.51,256.51,0.01,459,8,26,314,55,121,8.51,100061,125.42
UTC 221222 112355 5 9 ,474,53.32880783,5.931776524,28.1,0,0,0,256.4,256.4,0.01,464,9,26,314,56,121,8.5,100061,125.42
UTC 221222 112356 5 9 ,475,53.3288002,5.931704521,28.05,0,0,0,256.78,256.78,0.01,454,8,26,314,55,120,8.49,100050,125.42
UTC 221222 112357 5 9 ,476,53.32878876,5.931632519,28.06,0,0,0,256.73,256.73,0.01,459,8,25,316,54,120,8.48,100046,125.42
UTC 221222 112358 5 9 ,477,53.32878113,5.931558132,28.04,0,0,0,256.54,256.54,0.01,454,8,26,314,55,120,8.47,100051,125.42
UTC 221222 112359 5 9 ,478,53.32876968,5.931483269,28.02,0,0,0,256.69,256.69,0.01,445,6,26,314,55,121,8.45,100045,125.42
UTC 221222 112400 5 9 ,479,53.32876205,5.93141222,27.96,0,0,0,256.85,256.85,0.01,450,7,26,314,55,120,8.45,100050,125.42
UTC 221222 112401 5 9 ,480,53.32875061,5.931340218,27.93,0,0,0,256.88,256.88,0.01,439,5,26,314,55,120,8.45,100046,125.42
UTC 221222 112402 5 9 ,481,53.32874298,5.931266785,27.9,0,0,0,256.92,256.92,0.01,445,6,26,314,55,119,8.44,100045,125.42
UTC 221222 112403 5 9 ,482,53.32873154,5.931190014,27.9,0,0,0,257.21,257.21,0.01,439,5,26,314,54,119,8.44,100047,125.42
UTC 221222 112404 5 9 ,483,53.32872391,5.931118965,27.87,0,0,0,256.83,256.83,0.01,445,6,26,315,55,120,8.44,100050,125.42
UTC 221222 112405 5 9 ,484,53.32871246,5.931042194,27.86,0,0,0,256.56,256.56,0.01,435,5,26,314,55,119,8.43,100049,125.42
UTC 221222 112406 5 9 ,485,53.32870102,5.930972099,27.82,0,0,0,256.52,256.52,0.01,435,5,25,314,55,119,8.43,100053,125.42
UTC 221222 112406 5 9 ,486,53.32869339,5.930901051,27.83,0,0,0,258.27,258.27,0.01,445,6,26,315,55,120,8.43,100054,125.42
UTC 221222 112406 5 9 ,487,53.3286972,5.930835247,27.77,0,0,0,286.94,286.94,0.01,439,5,25,315,55,121,8.43,100041,125.42
UTC 221222 112406 5 9 ,488,53.32872391,5.930782795,27.71,0,0,0,324,324,0.01,435,5,25,315,55,121,8.41,100046,125.42
UTC 221222 112406 5 9 ,489,53.32876205,5.930761337,27.6,0,0,0,347,347,0.01,464,9,26,316,56,120,8.45,100067,125.42
UTC 221222 112411 5 9 ,490,53.32880402,5.930755138,27.51,0,0,0,356.47,356.47,0.01,459,8,26,316,56,121,8.52,100081,125.42
UTC 221222 112412 5 9 ,491,53.32884216,5.930774212,27.41,0,0,0,26.84,26.84,0.01,476,11,26,315,55,121,8.59,100094,125.42
UTC 221222 112413 5 9 ,492,53.32886887,5.930820465,27.4,0,0,0,56.33,56.33,0.01,485,12,26,315,55,121,8.7,100094,125.42
UTC 221222 112414 5 9 ,493,53.32888031,5.930881023,27.46,0,0,0,75.72,75.72,0.01,476,11,27,315,55,121,8.76,100112,117.01
UTC 221222 112415 5 9 ,494,53.32888794,5.93094635,27.47,0,0,0,77.35,77.35,0.01,496,14,26,315,55,122,8.79,100113,117.01
UTC 221222 112416 5 9 ,495,53.32889557,5.931016445,27.48,0,0,0,77.61,77.61,0.01,498,14,26,315,55,122,8.85,100111,117.01
UTC 221222 112416 5 9 ,496,53.3289032,5.931090832,27.49,0,0,0,77.09,77.09,0,498,14,26,315,56,122,8.9,100112,117.01
UTC 221222 112418 5 9 ,497,53.32891464,5.931166172,27.5,0,0,0,77.04,77.04,0,526,19,26,315,55,122,8.93,100112,117.01
UTC 221222 112419 5 9 ,498,53.32892227,5.931238174,27.52,0,0,0,77.28,77.28,0,517,17,26,315,55,122,8.97,100109,117.01
UTC 221222 112420 5 9 ,499,53.32893372,5.931315422,27.54,0,0,0,77.06,77.06,0,526,19,26,314,55,122,9.03,100107,117.01
UTC 221222 112421 5 9 ,500,53.32894135,5.931391239,27.57,0,0,0,77.48,77.48,0,526,19,26,314,55,122,9.07,100110,117.01
UTC 221222 112422 5 9 ,501,53.32895279,5.931462765,27.58,0,0,0,77.6,77.6,0,531,19,26,314,55,122,9.12,100106,117.01
UTC 221222 112423 5 9 ,502,53.32896042,5.931537151,27.59,0,0,0,77.47,77.47,0,526,19,26,314,55,122,9.18,100108,117.01
UTC 221222 112424 5 9 ,503,53.32897186,5.931610107,27.6,0,0,0,77.45,77.45,0,531,19,26,314,56,122,9.23,100107,117.01
UTC 221222 112425 5 9 ,504,53.32897949,5.931683064,27.61,0,0,0,77.33,77.33,0,540,21,26,314,55,122,9.26,100109,117.01
UTC 221222 112426 5 9 ,505,53.32899094,5.931756496,27.64,0,0,0,77.36,77.36,0,543,21,26,314,55,122,9.31,100112,117.01
UTC 221222 112427 5 9 ,506,53.32899857,5.931830406,27.65,0,0,0,77.38,77.38,0,540,21,26,314,55,123,9.35,100111,117.01
UTC 221222 112428 5 9 ,507,53.32901001,5.931904793,27.67,0,0,0,77.3,77.3,0,543,21,26,314,55,122,9.39,100108,117.01
UTC 221222 112429 5 9 ,508,53.32902145,5.931979179,27.69,0,0,0,77.73,77.73,0,543,21,26,314,55,123,9.45,100109,117.01
UTC 221222 112430 5 9 ,509,53.32902908,5.932051659,27.7,0,0,0,77.48,77.48,0,549,22,26,314,56,122,9.49,100108,117.01
UTC 221222 112431 5 9 ,510,53.32904053,5.932126522,27.71,0,0,0,77.61,77.61,0.01,569,25,26,314,55,122,9.52,100107,117.01
UTC 221222 112432 5 9 ,511,53.32904816,5.932199001,27.73,0,0,0,77.45,77.45,0.01,555,23,26,314,55,123,9.57,100108,117.01
UTC 221222 112433 5 9 ,512,53.3290596,5.932271957,27.74,0,0,0,77.52,77.52,0.01,566,25,26,314,55,123,9.61,100106,117.01
UTC 221222 112434 5 9 ,513,53.32906723,5.93234539,27.75,0,0,0,77.47,77.47,0.01,549,22,27,314,55,123,9.64,100106,117.01
UTC 221222 112435 5 9 ,514,53.32907867,5.93241787,27.77,0,0,0,77.54,77.54,0.01,566,25,27,314,55,123,9.68,100104,117.01
UTC 221222 112436 5 9 ,515,53.32909012,5.932492733,27.78,0,0,0,77.58,77.58,0.01,581,27,26,314,55,122,9.71,100109,117.01
UTC 221222 112437 5 9 ,516,53.32909775,5.932564735,27.8,0,0,0,77.11,77.11,0.01,569,25,27,314,55,122,9.75,100101,117.01
UTC 221222 112437 5 9 ,517,53.32910919,5.932635307,27.82,0,0,0,77.34,77.34,0.01,555,23,26,314,56,123,9.77,100107,117.01
UTC 221222 112439 5 9 ,518,53.32911682,5.932711124,27.83,0,0,0,78,78,0.01,555,23,26,313,55,122,9.79,100102,117.01
UTC 221222 112439 5 9 ,519,53.32912827,5.932783604,27.83,0,0,0,77.67,77.67,0.01,569,25,26,313,55,122,9.81,100100,117.01
UTC 221222 112439 5 9 ,520,53.32913589,5.932855606,27.84,0,0,0,77.49,77.49,0.01,569,25,27,313,56,123,9.82,100102,117.01
UTC 221222 112439 5 9 ,521,53.32914734,5.932929039,27.86,0,0,0,77.47,77.47,0.01,569,25,27,314,55,123,9.82,100109,117.01
UTC 221222 112443 5 9 ,522,53.32915497,5.933006287,27.88,0,0,0,77,77,0.01,569,25,26,313,55,122,9.84,100104,117.01
UTC 221222 112443 5 9 ,523,53.32916641,5.933080673,27.9,0,0,0,77.44,77.44,0.01,566,25,26,313,55,122,9.87,100102,117.01
UTC 221222 112445 5 9 ,524,53.32917404,5.933151245,27.92,0,0,0,77.77,77.77,0.01,569,25,26,313,56,123,9.89,100105,117.01
UTC 221222 112446 5 9 ,525,53.32918549,5.933225632,27.93,0,0,0,78.23,78.23,0.01,575,26,27,314,55,122,9.91,100103,117.01
UTC 221222 112447 5 9 ,526,53.32919693,5.933300972,27.95,0,0,0,77.58,77.58,0.01,581,27,27,313,55,122,9.92,100105,117.01
UTC 221222 112448 5 9 ,527,53.32920456,5.93337059,27.96,0,0,0,77.47,77.47,0.01,575,26,26,313,55,122,9.96,100104,117.01
UTC 221222 112449 5 9 ,528,53.329216,5.93344307,27.97,0,0,0,77.14,77.14,0.01,575,26,26,314,55,123,9.97,100104,117.01
UTC 221222 112450 5 9 ,529,53.32922363,5.933516026,27.99,0,0,0,76.9,76.9,0.01,575,26,26,313,55,123,9.99,100103,117.01
UTC 221222 112451 5 9 ,530,53.32923508,5.933590889,28,0,0,0,77.29,77.29,0.01,575,26,26,313,55,123,10.01,100102,117.01
UTC 221222 112452 5 9 ,531,53.32924271,5.933663368,28.03,0,0,0,77.71,77.71,0.01,589,28,26,312,56,123,10.02,100102,117.01
UTC 221222 112453 5 9 ,532,53.32925415,5.933737278,28.04,0,0,0,77.36,77.36,0.01,581,27,27,313,55,123,10.01,100101,117.01
UTC 221222 112454 5 9 ,533,53.32926559,5.933814049,28.07,0,0,0,77.16,77.16,0.01,581,27,27,313,55,123,10.03,100103,117.01
UTC 221222 112455 5 9 ,534,53.32927322,5.933887005,28.07,0,0,0,77.79,77.79,0.01,589,28,26,313,56,123,10.06,100101,117.01
UTC 221222 112456 5 9 ,535,53.32928467,5.933961391,28.08,0,0,0,78.4,78.4,0.01,596,29,26,313,56,123,10.08,100101,117.01
UTC 221222 112457 5 9 ,536,53.3292923,5.93403101,28.1,0,0,0,78.29,78.29,0.01,611,32,27,313,55,123,10.09,100102,117.01
UTC 221222 112458 5 9 ,537,53.32930374,5.934103489,28.12,0,0,0,78.09,78.09,0.01,589,28,26,312,55,123,10.08,100103,117.01
UTC 221222 112459 5 9 ,538,53.32931137,5.934176445,28.14,0,0,0,77.63,77.63,0.01,589,28,27,313,56,123,10.09,100102,117.01
UTC 221222 112500 5 9 ,539,53.32932281,5.934249878,28.16,0,0,0,77.13,77.13,0.01,589,28,27,313,55,124,10.09,100104,117.01
UTC 221222 112501 5 9 ,540,53.32933426,5.934326649,28.18,0,0,0,76.34,76.34,0.01,596,29,27,313,55,124,10.12,100106,117.01
UTC 221222 112502 5 9 ,541,53.32934189,5.934400559,28.2,0,0,0,77.26,77.26,0.01,602,30,27,313,55,123,10.15,100100,117.01
UTC 221222 112503 5 9 ,542,53.32935333,5.934473991,28.21,0,0,0,76.8,76.8,0.01,596,29,27,313,55,124,10.18,100102,117.01
UTC 221222 112504 5 9 ,543,53.32936096,5.934547424,28.23,0,0,0,77.04,77.04,0.01,589,28,27,313,55,124,10.2,100101,117.01
UTC 221222 112505 5 9 ,544,53.32937241,5.934620857,28.24,0,0,0,77.22,77.22,0.01,596,29,26,313,55,124,10.2,100101,117.01
UTC 221222 112506 5 9 ,545,53.32938385,5.93469429,28.25,0,0,0,77.26,77.26,0.01,581,27,27,313,55,124,10.21,100101,117.01
UTC 221222 112507 5 9 ,546,53.32939148,5.9347682,28.25,0,0,0,77.29,77.29,0.01,602,30,27,313,56,124,10.23,100101,117.01
UTC 221222 112508 5 9 ,547,53.32940292,5.934841156,28.28,0,0,0,77.54,77.54,0.01,602,30,27,312,55,123,10.26,100099,125.42
UTC 221222 112509 5 9 ,548,53.32941055,5.934914112,28.3,0,0,0,77.55,77.55,0.01,589,28,26,313,55,123,10.31,100098,125.42
UTC 221222 112510 5 9 ,549,53.329422,5.934987545,28.31,0,0,0,77.53,77.53,0.01,589,28,27,313,56,124,10.34,100101,117.01
UTC 221222 112511 5 9 ,550,53.32942963,5.935059547,28.33,0,0,0,77.68,77.68,0.01,596,29,27,313,55,124,10.36,100100,117.01
UTC 221222 112512 5 9 ,551,53.32944489,5.935119629,28.32,0,0,0,61.92,61.92,0.01,589,28,27,312,55,124,10.38,100091,125.42
UTC 221222 112513 5 9 ,552,53.3294754,5.935164928,28.22,0,0,0,26.64,26.64,0.01,611,32,27,313,55,124,10.39,100078,125.42
UTC 221222 112514 5 9 ,553,53.32951736,5.935172081,28.09,0,0,0,354.35,354.35,0.01,581,27,27,313,56,124,10.39,100078,125.42
UTC 221222 112515 5 9 ,554,53.32955551,5.935155869,27.96,0,0,0,346.79,346.79,0.01,575,26,27,313,55,124,10.35,100067,125.42
UTC 221222 112516 5 9 ,555,53.32958984,5.935121536,27.81,0,0,0,322.76,322.76,0.01,575,26,27,312,55,125,10.31,100059,125.42
UTC 221222 112517 5 9 ,556,53.32960892,5.935067654,27.71,0,0,0,291.92,291.92,0.01,569,25,28,312,56,124,10.28,100057,125.42
UTC 221222 112518 5 9 ,557,53.32961273,5.935004234,27.69,0,0,0,264.17,264.17,0.01,566,25,27,312,55,123,10.16,100057,125.42
UTC 221222 112519 5 9 ,558,53.32960129,5.934941292,27.68,0,0,0,256.33,256.33,0.01,540,21,27,311,55,123,10.08,100056,125.42
UTC 221222 112520 5 9 ,559,53.32958984,5.934874058,27.66,0,0,0,255.94,255.94,0.01,531,19,26,312,55,122,10.01,100061,125.42
UTC 221222 112521 5 9 ,560,53.32958221,5.934801102,27.65,0,0,0,256.27,256.27,0.01,519,18,27,311,54,123,9.92,100056,125.42
UTC 221222 112522 5 9 ,561,53.32957077,5.934726238,27.65,0,0,0,256.34,256.34,0.01,517,17,27,309,55,120,9.81,100053,125.42
UTC 221222 112523 5 9 ,562,53.32955933,5.934651852,27.64,0,0,0,256.4,256.4,0.01,519,18,27,309,54,122,9.71,100050,125.42
UTC 221222 112524 5 9 ,563,53.3295517,5.934577465,27.61,0,0,0,256.62,256.62,0.01,503,15,26,313,54,122,9.62,100056,125.42
UTC 221222 112525 5 9 ,564,53.32954025,5.934503555,27.61,0,0,0,256.33,256.33,0.01,496,14,27,310,55,121,9.54,100056,125.42
UTC 221222 112526 5 9 ,565,53.32952881,5.934428692,27.6,0,0,0,256.44,256.44,0.01,498,14,26,312,55,121,9.48,100059,125.42
UTC 221222 112527 5 9 ,566,53.32952118,5.934355259,27.6,0,0,0,256.44,256.44,0.01,491,13,26,313,55,121,9.39,100062,125.42
UTC 221222 112528 5 9 ,567,53.32950974,5.934281349,27.58,0,0,0,256.78,256.78,0.01,491,13,26,313,55,121,9.32,100056,125.42
UTC 221222 112529 5 9 ,568,53.32950211,5.934207916,27.56,0,0,0,256.66,256.66,0.01,491,13,26,313,54,122,9.27,100060,125.42
UTC 221222 112529 5 9 ,569,53.32949066,5.934134483,27.55,0,0,0,256.85,256.85,0.01,481,12,26,313,54,120,9.22,100057,125.42
UTC 221222 112529 5 9 ,570,53.32948303,5.93406105,27.55,0,0,0,256.23,256.23,0.01,496,14,26,313,55,121,9.16,100063,125.42
UTC 221222 112529 5 9 ,571,53.32947159,5.93398571,27.54,0,0,0,256.44,256.44,0.01,476,11,26,314,55,120,9.13,100063,125.42
UTC 221222 112529 5 9 ,572,53.32946014,5.9339118,27.5,0,0,0,256.91,256.91,0.01,481,12,26,313,55,121,9.09,100058,125.42
UTC 221222 112529 5 9 ,573,53.32945251,5.933838368,27.49,0,0,0,256.69,256.69,0.01,481,12,26,314,55,121,9.05,100066,125.42
UTC 221222 112529 5 9 ,574,53.32944107,5.933765888,27.48,0,0,0,256.72,256.72,0.01,481,12,26,313,54,121,9.02,100055,125.42
UTC 221222 112529 5 9 ,575,53.32943344,5.933695316,27.47,0,0,0,256.9,256.9,0.01,481,12,26,313,54,121,8.98,100055,125.42
UTC 221222 112529 5 9 ,576,53.329422,5.933623314,27.46,0,0,0,256.49,256.49,0.01,470,10,26,311,55,120,8.95,100067,125.42
UTC 221222 112529 5 9 ,577,53.32941437,5.933548451,27.44,0,0,0,256.74,256.74,0.01,470,10,26,314,54,120,8.92,100053,125.42
UTC 221222 112529 5 9 ,578,53.32940292,5.933476448,27.44,0,0,0,256.98,256.98,0.01,470,10,26,313,54,121,8.89,100053,125.42
UTC 221222 112529 5 9 ,579,53.32939529,5.933402062,27.38,0,0,0,256.76,256.76,0.01,464,9,26,312,54,120,8.86,100064,125.42
UTC 221222 112529 5 9 ,580,53.32938385,5.933327198,27.4,0,0,0,256.79,256.79,0.01,476,11,26,312,54,121,8.84,100060,125.42
UTC 221222 112529 5 9 ,581,53.32937622,5.933256626,27.38,0,0,0,256.84,256.84,0.01,470,10,26,313,54,121,8.82,100058,125.42
UTC 221222 112529 5 9 ,582,53.32936478,5.933181286,27.39,0,0,0,256.79,256.79,0.01,459,8,26,314,54,121,8.8,100065,125.42
UTC 221222 112529 5 9 ,583,53.32935333,5.933105946,27.42,0,0,0,256.2,256.2,0.01,464,9,25,313,55,121,8.79,100067,125.42
UTC 221222 112529 5 9 ,584,53.32934189,5.933033943,27.4,0,0,0,256.15,256.15,0.01,464,9,25,313,55,120,8.77,100062,125.42
UTC 221222 112529 5 9 ,585,53.32933426,5.932960033,27.37,0,0,0,256.39,256.39,0.01,470,10,26,313,54,121,8.76,100063,125.42
UTC 221222 112529 5 9 ,586,53.32932281,5.932889462,27.35,0,0,0,256.78,256.78,0.01,476,11,26,314,55,121,8.75,100065,125.42
UTC 221222 112529 5 9 ,587,53.32931519,5.932816505,27.34,0,0,0,256.52,256.52,0.01,464,9,25,314,54,120,8.73,100066,125.42
UTC 221222 112529 5 9 ,588,53.32930374,5.932741165,27.32,0,0,0,256.6,256.6,0.01,459,8,25,315,54,120,8.72,100064,125.42
UTC 221222 112529 5 9 ,589,53.32929611,5.932667732,27.3,0,0,0,256.63,256.63,0.01,464,9,25,314,54,120,8.71,100071,125.42
UTC 221222 112529 5 9 ,590,53.32928467,5.932594776,27.29,0,0,0,256.51,256.51,0.01,470,10,26,314,54,121,8.71,100065,125.42
UTC 221222 112529 5 9 ,591,53.32927704,5.93252182,27.28,0,0,0,256.9,256.9,0.01,470,10,26,313,54,121,8.7,100065,125.42
UTC 221222 112529 5 9 ,592,53.32926559,5.932447434,27.28,0,0,0,256.68,256.68,0.01,459,8,26,315,55,120,8.69,100066,125.42
UTC 221222 112529 5 9 ,593,53.32925797,5.932373524,27.28,0,0,0,256.31,256.31,0.01,464,9,26,315,54,120,8.67,100068,125.42
UTC 221222 112529 5 9 ,594,53.32924652,5.932300091,27.26,0,0,0,256.41,256.41,0.01,454,8,26,313,54,121,8.66,100069,125.42
UTC 221222 112529 5 9 ,595,53.32923889,5.932226658,27.24,0,0,0,256.46,256.46,0.01,464,9,26,314,54,121,8.65,100069,125.42
UTC 221222 112557 5 9 ,596,53.32922745,5.932153702,27.21,0,0,0,256.61,256.61,0.01,476,11,25,315,54,120,8.64,100070,125.42
UTC 221222 112558 5 9 ,597,53.329216,5.932078838,27.19,0,0,0,256.47,256.47,0.01,470,10,26,315,54,121,8.63,100069,125.42
UTC 221222 112559 5 9 ,598,53.32920837,5.932005882,27.18,0,0,0,256.68,256.68,0.01,464,9,26,312,54,120,8.62,100066,125.42
UTC 221222 112600 5 9 ,599,53.32919693,5.93193531,27.17,0,0,0,256.61,256.61,0.01,454,8,26,313,54,119,8.62,100065,125.42
UTC 221222 112601 5 9 ,600,53.3291893,5.931859493,27.16,0,0,0,256.84,256.84,0.01,459,8,25,314,54,119,8.61,100067,125.42
UTC 221222 112602 5 9 ,601,53.32917786,5.931789875,27.14,0,0,0,256.8,256.8,0.01,464,9,26,315,54,119,8.6,100060,125.42
UTC 221222 112603 5 9 ,602,53.32917023,5.931715488,27.13,0,0,0,256.74,256.74,0.01,464,9,25,314,54,120,8.59,100066,125.42
UTC 221222 112604 5 9 ,603,53.32915878,5.931642056,27.12,0,0,0,256.63,256.63,0.01,470,10,25,314,54,120,8.59,100070,125.42
UTC 221222 112605 5 9 ,604,53.32915115,5.931567669,27.11,0,0,0,256.86,256.86,0.01,454,8,25,315,54,120,8.58,100062,125.42
UTC 221222 112606 5 9 ,605,53.32913971,5.931496143,27.1,0,0,0,257.08,257.08,0.01,454,8,25,314,54,119,8.57,100062,125.42
UTC 221222 112607 5 9 ,606,53.32913208,5.931420803,27.09,0,0,0,256.69,256.69,0.01,454,8,25,315,54,121,8.56,100062,125.42
UTC 221222 112608 5 9 ,607,53.32912064,5.931347847,27.07,0,0,0,256.54,256.54,0.01,459,8,26,315,54,120,8.55,100067,125.42
UTC 221222 112609 5 9 ,608,53.32910919,5.931274414,27.07,0,0,0,256.9,256.9,0.01,450,7,25,314,54,120,8.55,100065,125.42
UTC 221222 112610 5 9 ,609,53.32910156,5.931200504,27.06,0,0,0,256.32,256.32,0.01,459,8,25,314,54,120,8.55,100067,125.42
UTC 221222 112611 5 9 ,610,53.32909012,5.931126118,27.05,0,0,0,256.36,256.36,0.01,459,8,25,315,54,118,8.54,100064,125.42
UTC 221222 112612 5 9 ,611,53.32907867,5.931054592,27.04,0,0,0,256.42,256.42,0.01,450,7,25,314,54,119,8.54,100075,125.42
UTC 221222 112613 5 9 ,612,53.32907104,5.930979729,27,0,0,0,256.63,256.63,0.01,464,9,25,316,54,120,8.53,100069,125.42
UTC 221222 112614 5 9 ,613,53.3290596,5.930907726,26.98,0,0,0,256.84,256.84,0.01,464,9,25,313,54,120,8.52,100071,125.42
UTC 221222 112615 5 9 ,614,53.32905197,5.930832386,26.99,0,0,0,256.12,256.12,0.01,464,9,25,315,54,120,8.51,100067,125.42
UTC 221222 112616 5 9 ,615,53.32904434,5.930767059,26.96,0,0,0,261.86,261.86,0.01,464,9,25,314,54,119,8.51,100075,125.42
UTC 221222 112617 5 9 ,616,53.32905579,5.930701256,26.91,0,0,0,295.09,295.09,0.01,454,8,25,315,54,120,8.5,100069,125.42
UTC 221222 112618 5 9 ,617,53.3290863,5.930654526,26.82,0,0,0,332.91,332.91,0.01,470,10,25,315,54,120,8.51,100075,125.42
UTC 221222 112619 5 9 ,618,53.32912827,5.93063736,26.66,0,0,0,347.95,347.95,0.01,476,11,26,315,54,121,8.55,100081,125.42
UTC 221222 112620 5 9 ,619,53.32916641,5.93063879,26.55,0,0,0,5.86,5.86,0.01,476,11,26,315,54,121,8.64,100097,125.42
UTC 221222 112621 5 9 ,620,53.32920837,5.930671692,26.43,0,0,0,38.25,38.25,0.01,496,14,26,315,54,121,8.72,100107,117.01
UTC 221222 112622 5 9 ,621,53.32923126,5.930730343,26.47,0,0,0,67.49,67.49,0.01,491,13,26,315,54,121,8.8,100120,117.01
UTC 221222 112623 5 9 ,622,53.32923889,5.93079567,26.49,0,0,0,76.9,76.9,0.01,503,15,26,315,54,122,8.85,100123,117.01
UTC 221222 112624 5 9 ,623,53.32924652,5.930865765,26.51,0,0,0,77.22,77.22,0,526,19,26,315,54,121,8.9,100123,117.01
UTC 221222 112625 5 9 ,624,53.32925415,5.930942535,26.52,0,0,0,77.37,77.37,0,517,17,26,315,54,122,8.94,100123,117.01
UTC 221222 112626 5 9 ,625,53.32926178,5.93102026,26.54,0,0,0,77.34,77.34,0,519,18,26,315,54,121,8.99,100123,117.01
UTC 221222 112627 5 9 ,626,53.32926941,5.931095123,26.55,0,0,0,77.48,77.48,0,526,19,26,315,54,122,9.03,100124,117.01
UTC 221222 112628 5 9 ,627,53.32928085,5.931168556,26.57,0,0,0,77.1,77.1,0,531,19,26,315,54,122,9.08,100121,117.01
UTC 221222 112629 5 9 ,628,53.32928848,5.931240559,26.58,0,0,0,77.46,77.46,0,549,22,26,315,54,123,9.13,100121,117.01
UTC 221222 112630 5 9 ,629,53.32929993,5.931314945,26.61,0,0,0,77.35,77.35,0,531,19,26,315,55,122,9.17,100120,117.01
UTC 221222 112631 5 9 ,630,53.32931137,5.931389809,26.61,0,0,0,77.14,77.14,0,540,21,26,315,54,122,9.2,100123,117.01
UTC 221222 112632 5 9 ,631,53.329319,5.931463242,26.63,0,0,0,77.49,77.49,0,543,21,26,315,54,123,9.25,100124,117.01
UTC 221222 112633 5 9 ,632,53.32933044,5.931536675,26.65,0,0,0,77.65,77.65,0,549,22,26,315,54,123,9.29,100119,117.01
UTC 221222 112634 5 9 ,633,53.32933807,5.9316082,26.66,0,0,0,77.31,77.31,0,569,25,26,315,54,123,9.33,100124,117.01
UTC 221222 112635 5 9 ,634,53.32934952,5.93168211,26.68,0,0,0,77.9,77.9,0,555,23,26,315,54,123,9.38,100124,117.01
UTC 221222 112636 5 9 ,635,53.32935715,5.93175602,26.69,0,0,0,77.51,77.51,0,566,25,26,315,54,122,9.41,100122,117.01
UTC 221222 112637 5 9 ,636,53.32936859,5.931828976,26.7,0,0,0,77.43,77.43,0,555,23,26,315,54,122,9.46,100124,117.01
UTC 221222 112638 5 9 ,637,53.32937622,5.931902885,26.71,0,0,0,77.4,77.4,0,555,23,26,315,54,124,9.51,100125,117.01
